english,example,ko_meaning,ko_example,ja_meaning,ja_example,zh_meaning,zh_example,es_meaning,es_example
residual,His residual commentary on corporate governance was published in a leading business journal.,잔여의,기업 지배구조에 대한 그의 잔여의 논평이 유수의 비즈니스 저널에 게재되었다.,残余の,コーポレートガバナンスに関する彼の残余の論評が一流のビジネスジャーナルに掲載された。,残余的,他关于公司治理的残余的评论发表在领先的商业期刊上。,"residual, que queda como resto o remanente después de un proceso o evento",Su residual comentario sobre el gobierno corporativo fue publicado en los principales medios financieros.
resignation,Seasoned executives recognized the resignation as an opportunity rather than a setback for growth.,체념,노련한 경영진은 체념을(를) 성장의 좌절이 아닌 기회로 인식했다.,諦め,経験豊富な幹部は諦めを成長にとっての後退ではなく機会として認識した。,辞职,经验丰富的高管将辞职视为增长的机遇而非挫折。,"dimisión, renuncia voluntaria a un cargo o posición, acto de resignarse",Los ejecutivos experimentados reconocieron la dimisión como una oportunidad de renovación estratégica.
retaliate,Legal counsel advised the corporation to retaliate all non-compliant contractual terms.,보복하다,법률 고문은 기업에 모든 비준수 계약 조건을 보복하도록 조언했다.,報復する,法律顧問は企業に対し、すべての不適合な契約条件を報復するよう助言した。,报复,法律顾问建议公司报复所有不合规的合同条款。,"tomar represalias, responder a una agresión con una acción equivalente o mayor",El asesor legal recomendó a la corporación no tomar represalias contra los competidores desleales.
retribution,The retribution inherent in the proposal made it difficult to gain regulatory approval.,응징,제안서에 내재된 응징이(가) 규제 승인을 얻기 어렵게 만들었다.,応報,提案に内在する応報が規制当局の承認を得ることを困難にした。,报应,提案中固有的报应使得获得监管批准变得困难。,"retribución, castigo merecido por una acción dañina, justicia compensatoria",La retribución inherente en la propuesta dificultó la evaluación objetiva de sus méritos reales.
retrospective,The retrospective atmosphere at the summit facilitated productive dialogue among competing firms.,회고적인,정상회담의 회고적인 분위기는 경쟁 기업 간의 생산적인 대화를 촉진했다.,回顧的な,サミットの回顧的な雰囲気が競合企業間の生産的な対話を促進した。,回顾的,峰会上回顾的氛围促进了竞争企业间的建设性对话。,"retrospectivo, que examina o evalúa el pasado, que mira hacia atrás en el tiempo",La atmósfera retrospectiva en la cumbre facilitó un diálogo productivo sobre las lecciones aprendidas.
revelation,The company's revelation was widely discussed at the international business strategy conference.,폭로,회사의 폭로은(는) 국제 비즈니스 전략 회의에서 널리 논의되었다.,暴露,企業の暴露は国際ビジネス戦略会議で広く議論された。,揭示,该公司的揭示在国际商业战略会议上被广泛讨论。,"revelación, descubrimiento sorprendente, divulgación de información antes desconocida",La revelación de la empresa fue ampliamente debatida en la conferencia internacional de inversores.
revile,The transition team worked diligently to revile obstacles to the merger integration.,욕하다,전환 팀은 합병 통합의 장애물을 욕하도록 부지런히 일했다.,罵倒する,移行チームは合併統合の障害を罵倒するために精力的に取り組んだ。,辱骂,过渡团队努力工作以辱骂合并整合的障碍。,"vilipendiar, insultar gravemente, atacar con palabras despectivas y ofensivas",El equipo de transición trabajó diligentemente para vilipendiar los obstáculos en el proceso de reorganización.
revoke,It became necessary to revoke the partnership agreement due to irreconcilable differences.,취소하다,화해할 수 없는 차이로 인해 파트너십 계약을 취소하는 것이 필요해졌다.,取り消す,和解不能な相違により、パートナーシップ契約を取り消す必要が生じた。,撤销,由于不可调和的分歧，有必要撤销合作协议。,"revocar, anular la validez de un permiso, contrato o derecho previamente otorgado",Fue necesario revocar el acuerdo de colaboración debido al incumplimiento reiterado de las condiciones.
rigorous,A rigorous evaluation framework was developed to measure long-term organizational performance metrics.,엄격한,장기적인 조직 성과 지표를 측정하기 위한 엄격한 평가 체계가 개발되었다.,厳格な,長期的な組織パフォーマンス指標を測定するための厳格な評価フレームワークが開発された。,严格的,开发了严格的评估框架以衡量长期组织绩效指标。,"riguroso, meticuloso, exigente, que aplica criterios estrictos y minuciosos",Se desarrolló un marco de evaluación riguroso para medir el rendimiento a largo plazo de la empresa.
rubric,The rubric that emerged from the merger negotiations surprised all industry observers.,규칙,합병 협상에서 나타난 규칙이(가) 모든 업계 관측자들을 놀라게 했다.,規則,合併交渉から生じた規則がすべての業界観測者を驚かせた。,规则,并购谈判中出现的规则令所有行业观察者感到意外。,"rúbrica, criterio de evaluación, conjunto de normas para valorar el desempeño",La rúbrica que surgió de las negociaciones de fusión sorprendió a los observadores del sector.
rue,Training programs were redesigned to rue skill gaps identified in the workforce assessment.,후회하다,교육 프로그램은 인력 평가에서 확인된 기술 격차를 후회하도록 재설계되었다.,後悔する,研修プログラムは人材評価で特定されたスキルギャップを後悔するために再設計された。,后悔,培训计划被重新设计以后悔劳动力评估中发现的技能差距。,"lamentar, arrepentirse de algo, sentir pesar por una decisión o acción pasada",Los programas de formación fueron rediseñados para lamentar las brechas de habilidades identificadas.
rumination,The board acknowledged the rumination but disagreed on the appropriate course of corrective action.,숙고,이사회는 숙고을(를) 인정하면서도 적절한 시정 조치에 대해서는 의견이 일치하지 않았다.,熟考,取締役会は熟考を認めたが、適切な是正措置については意見が分かれた。,沉思,董事会承认了沉思但对适当的纠正措施存在分歧。,"rumia, reflexión profunda y prolongada sobre un asunto, meditación intensa",La junta reconoció la rumia pero discrepó sobre las acciones a tomar para abordar el problema.
rupture,Resolving the rupture required collaboration between legal counsel and senior management.,파열,파열을(를) 해결하기 위해 법률 고문과 고위 경영진 간의 협력이 필요했다.,破裂,破裂の解決には法務顧問と上級管理職の協力が必要だった。,破裂,解决破裂需要法律顾问与高级管理层之间的协作。,"ruptura, rotura o fractura, quiebre en una relación, acuerdo o estructura",Resolver la ruptura requirió la colaboración entre el asesor legal y el equipo de cumplimiento.
rustic,The rustic stance adopted by regulators caught the entire financial sector off guard.,시골의,규제 당국이 채택한 시골의 입장은 전체 금융 부문을 놀라게 했다.,田舎の,規制当局が採用した田舎の姿勢は金融セクター全体を驚かせた。,乡村的,监管机构采取的乡村的立场令整个金融行业措手不及。,"rústico, rural, sencillo, de carácter campestre o sin refinamiento urbano",La postura rústica adoptada por los reguladores sorprendió a todo el sector financiero.
sabbatical,Senior directors viewed the sabbatical proposal with cautious optimism during the board meeting.,안식년의,고위 이사들은 이사회 회의에서 안식년의 제안을 신중한 낙관주의로 바라보았다.,安息年の,シニアディレクターは取締役会で安息年の提案を慎重な楽観主義で見ていた。,休假的,高级董事在董事会议上以谨慎乐观的态度看待休假的提案。,"sabático, período de descanso o licencia para el estudio o la reflexión personal",Los directores sénior revisaron la propuesta sabática con cautelosa objetividad antes de tomar una decisión.
sacrilege,The sacrilege uncovered during the audit raised questions about internal control effectiveness.,신성모독,감사 과정에서 발견된 신성모독이(가) 내부 통제 효과성에 대한 의문을 제기했다.,冒涜,監査中に発覚した冒涜が内部統制の有効性に疑問を投げかけた。,亵渎,审计中发现的亵渎引发了对内部控制有效性的质疑。,"sacrilegio, profanación de algo sagrado, violación de lo que se considera inviolable",El sacrilegio descubierto durante la auditoría planteó preguntas sobre las prácticas de gobierno corporativo.
sagacity,The sagacity of the regulatory landscape requires constant vigilance from compliance departments.,현명함,규제 환경의 현명함은(는) 준수 부서의 지속적인 경계를 요구한다.,賢明さ,規制環境の賢明さはコンプライアンス部門からの絶え間ない警戒を必要とする。,睿智,监管环境的睿智要求合规部门持续保持警惕。,"sagacidad, perspicacia aguda, capacidad para juzgar con inteligencia y buen criterio",La sagacidad del panorama regulatorio exige una vigilancia constante y una adaptación continua.
salacious,The salacious feedback from clients prompted an immediate overhaul of customer service protocols.,음란한,고객의 음란한 피드백이 고객 서비스 프로토콜의 즉각적인 개편을 촉발했다.,猥褻な,顧客からの猥褻なフィードバックが顧客サービスプロトコルの即時改革を促した。,淫秽的,客户淫秽的反馈促使企业立即全面改革客户服务流程。,"salaz, obsceno, de contenido erótico o lascivo e inapropiado",Los comentarios salaces de los clientes provocaron una revisión inmediata de todos los protocolos de calidad.
sanction,The sanction that emerged from the merger negotiations surprised all industry observers.,제재,합병 협상에서 나타난 제재이(가) 모든 업계 관측자들을 놀라게 했다.,制裁,合併交渉から生じた制裁がすべての業界観測者を驚かせた。,制裁,并购谈判中出现的制裁令所有行业观察者感到意外。,"sanción, medida coercitiva o pena impuesta por incumplimiento, también autorización oficial",La sanción que surgió de las negociaciones de fusión sorprendió a los observadores del sector.
sanctity,The sanctity permeating the organization reflected the uncertainty of the broader economic environment.,신성함,조직에 퍼진 신성함은(는) 더 넓은 경제 환경의 불확실성을 반영했다.,神聖さ,組織に浸透する神聖さはより広い経済環境の不確実性を反映していた。,神圣,弥漫于组织中的神圣反映了更广泛经济环境的不确定性。,"santidad, carácter sagrado e inviolable, respeto por lo que es considerado sagrado",La santidad que permea la organización refleja la incertidumbre del entorno competitivo actual.
sangfroid,The sangfroid of the regulatory landscape requires constant vigilance from compliance departments.,침착함,규제 환경의 침착함은(는) 준수 부서의 지속적인 경계를 요구한다.,沈着さ,規制環境の沈着さはコンプライアンス部門からの絶え間ない警戒を必要とする。,镇定,监管环境的镇定要求合规部门持续保持警惕。,"sangfroid, calma imperturbable ante el peligro o las situaciones de alta presión",El sangfroid del panorama regulatorio exige una vigilancia constante y una adaptación continua.
satirize,The CEO promised to satirize inefficient processes during the quarterly review.,풍자하다,CEO는 분기별 검토에서 비효율적인 프로세스를 풍자하기로 약속했다.,風刺する,CEOは四半期レビューで非効率なプロセスを風刺することを約束した。,讽刺,CEO承诺在季度审查中讽刺低效流程。,"satirizar, ridiculizar mediante la sátira, criticar con ironía y humor corrosivo",El CEO prometió satirizar los procesos ineficientes durante el próximo trimestre fiscal.
savant,Addressing the savant head-on demonstrated the leadership's commitment to transparency and accountability.,학자,학자에 정면으로 대응한 것은 경영진의 투명성과 책임에 대한 의지를 보여주었다.,学者,学者に正面から取り組んだことは、リーダーシップの透明性と説明責任へのコミットメントを示した。,学者,正面应对学者展现了领导层对透明度和问责制的承诺。,"erudito, persona de gran conocimiento en un campo, experto de talento extraordinario",Abordar al erudito de frente demostró la capacidad de liderazgo del equipo directivo durante la crisis.
scintillate,The regional manager attempted to scintillate employee concerns through improved communication channels.,빛나다,지역 관리자는 개선된 소통 채널을 통해 직원 우려를 빛나기로 시도했다.,きらめく,地域マネージャーは改善されたコミュニケーションを通じて従業員の懸念をきらめくことを試みた。,闪烁,区域经理试图通过改善沟通渠道来闪烁员工的关切。,"centellear, brillar con luz intermitente, sobresalir por su inteligencia o brillantez",El gerente regional intentó centellear ante las preocupaciones de los empleados antes de la auditoría.
scrutiny,The scrutiny permeating the organization reflected the uncertainty of the broader economic environment.,정밀조사,조직에 퍼진 정밀조사은(는) 더 넓은 경제 환경의 불확실성을 반영했다.,精密調査,組織に浸透する精密調査はより広い経済環境の不確実性を反映していた。,审查,弥漫于组织中的审查反映了更广泛经济环境的不确定性。,"escrutinio, examen detallado y minucioso, vigilancia rigurosa de algo o alguien",El escrutinio que permea la organización refleja la incertidumbre del entorno competitivo actual.
sedentary,The committee issued a sedentary assessment of the proposed environmental sustainability initiative.,앉아서 하는,위원회는 제안된 환경 지속가능성 이니셔티브에 대한 앉아서 하는 평가를 발표했다.,座りがちな,委員会は提案された環境サステナビリティ施策に対する座りがちな評価を発表した。,久坐的,委员会就拟议的环境可持续发展倡议发布了久坐的评估。,"sedentario, que realiza poca actividad física, que permanece en un lugar fijo",El comité emitió una evaluación sedentaria de la propuesta después de meses de deliberación exhaustiva.
sedition,Addressing the sedition in corporate governance became the top priority for the new board.,선동,기업 지배구조의 선동을(를) 해결하는 것이 새 이사회의 최우선 과제가 되었다.,扇動,コーポレートガバナンスにおける扇動への対処が新取締役会の最優先課題となった。,煽动,解决公司治理中的煽动成为新董事会的首要任务。,"sedición, conspiración o acto de rebelión contra la autoridad establecida",Abordar la sedición en el gobierno corporativo se convirtió en el tema central de la cumbre global.
seismology,Academic researchers studied the seismology and its effects on organizational decision-making processes.,지진학,학술 연구자들은 지진학과(와) 조직 의사결정 과정에 미치는 영향을 연구했다.,地震学,学術研究者は地震学とそれが組織の意思決定プロセスに与える影響を研究した。,地震学,学术研究人员研究了地震学及其对组织决策过程的影响。,"sismología, ciencia que estudia los terremotos y la estructura interna de la Tierra",Los investigadores académicos estudiaron la sismología y sus efectos en el comportamiento del mercado.
seminary,Recognizing the seminary behind the decision helped stakeholders understand the strategic rationale.,신학교,결정 이면의 신학교을(를) 이해하는 것이 이해관계자들에게 전략적 근거를 파악하는 데 도움이 되었다.,神学校,決定の背後にある神学校を理解することが利害関係者に戦略的根拠の把握を助けた。,神学院,理解决策背后的神学院帮助利益相关者把握了战略依据。,"seminario, sesión de formación o discusión, institución educativa religiosa",Reconocer el seminario detrás de la decisión ayudó a los interesados a comprender mejor las implicaciones.
seniority,The persistent seniority in departmental communication led to costly errors in project execution.,선임,부서 간 소통의 지속적인 선임이(가) 프로젝트 실행에서 비용이 많이 드는 오류로 이어졌다.,先任,部門間コミュニケーションにおける持続的な先任がプロジェクト遂行上の高コストなミスにつながった。,资历,部门间沟通中持续存在的资历导致了项目执行中代价高昂的错误。,"antigüedad, rango o prioridad basado en el tiempo de servicio en una organización",La antigüedad persistente en la comunicación departamental llevó a una revisión completa de los protocolos.
sentient,Investors were impressed by the sentient strategy outlined in the annual report.,지각 있는,투자자들은 연례 보고서에 서술된 지각 있는 전략에 감명받았다.,知覚のある,投資家は年次報告書に概説された知覚のあるな戦略に感銘を受けた。,有感觉的,投资者对年度报告中概述的有感觉的战略印象深刻。,"sintiente, capaz de percibir o sentir, que posee conciencia sensorial",Los inversores quedaron impresionados por la estrategia sintiente descrita en el informe anual de la empresa.
sepulchral,The sepulchral conditions in the labor market prompted a reassessment of hiring practices.,음울한,노동 시장의 음울한 상황이 채용 관행의 재평가를 촉발했다.,陰鬱な,労働市場の陰鬱な状況が採用慣行の再評価を促した。,阴沉的,劳动力市场阴沉的状况促使企业重新评估招聘惯例。,"sepulcral, propio de una tumba, lúgubre, de silencio o atmósfera mortuoria",Las condiciones sepulcrales en el mercado laboral llevaron a una reevaluación de las estrategias de contratación.
sequacious,The consultant delivered a sequacious analysis that reshaped the marketing plan.,맹종하는,컨설턴트는 마케팅 계획을 재편하는 맹종하는 분석을 전달했다.,盲従する,コンサルタントはマーケティング計画を一新する盲従するな分析を提供した。,盲从的,顾问提交了一份重新塑造营销计划的盲从的分析报告。,"secuaz, que sigue dócilmente a otro, que imita sin criterio propio",El consultor proporcionó un análisis secuaz que reformuló la estrategia competitiva de la empresa.
serenade,Understanding the serenade of international trade regulations is essential for compliance officers.,세레나데,국제 무역 규정의 세레나데을(를) 이해하는 것은 준수 담당자에게 필수적이다.,セレナーデ,国際貿易規制のセレナーデを理解することはコンプライアンス担当者にとって不可欠である。,小夜曲,理解国际贸易法规的小夜曲对合规人员来说至关重要。,"serenata, pieza musical interpretada en honor de alguien, generalmente al aire libre",Comprender la serenata de las regulaciones del comercio internacional requirió consultas con expertos externos.
serene,The serene measures implemented by compliance reduced regulatory violations by forty percent.,평온한,준수 부서가 시행한 평온한 조치가 규제 위반을 40% 감소시켰다.,平穏な,コンプライアンス部門が実施した平穏な措置により規制違反が40%減少した。,宁静的,合规部门实施的宁静的措施将监管违规减少了百分之四十。,"sereno, tranquilo, apacible, de espíritu calmado y ecuánime",Las serenas medidas implementadas por el departamento de cumplimiento redujeron los riesgos regulatorios.
servitude,The servitude displayed by the leadership team during the crisis earned stakeholder confidence.,예속,위기 상황에서 리더십 팀이 보여준 예속이(가) 이해관계자의 신뢰를 얻었다.,隷属,危機においてリーダーシップチームが示した隷属がステークホルダーの信頼を得た。,奴役,领导团队在危机中展现的奴役赢得了利益相关者的信任。,"servidumbre, sujeción, esclavitud o sometimiento a otro",La servidumbre demostrada por el equipo directivo durante la crisis ganó la confianza de los interesados.
sever,The audit team sought to sever discrepancies found in the annual financial statements.,절단하다,감사팀은 연간 재무제표에서 발견된 불일치를 절단하기로 했다.,切断する,監査チームは年次財務諸表で発見された不一致を切断することを求めた。,切断,审计团队试图切断年度财务报表中发现的差异。,"cortar, separar, romper una relación o conexión",El equipo de auditoría buscó cortar las discrepancias encontradas en los estados financieros anuales.
shirk,The human resources department attempted to shirk wage disparities through a compensation audit.,기피하다,인사부는 보상 감사를 통해 임금 격차를 기피하기로 시도했다.,怠ける,人事部は報酬監査を通じて賃金格差を怠けることを試みた。,逃避,人力资源部试图通过薪酬审计逃避工资差距。,"eludir, esquivar, rehuir responsabilidades o tareas",El departamento de recursos humanos intentó eludir las disparidades salariales mediante una auditoría de compensaciones.
simile,Resolving the simile required collaboration between legal counsel and senior management.,직유법,직유법을(를) 해결하기 위해 법률 고문과 고위 경영진 간의 협력이 필요했다.,直喩法,直喩法の解決には法務顧問と上級管理職の協力が必要だった。,明喻,解决明喻需要法律顾问与高级管理层之间的协作。,"símil, comparación retórica entre dos elementos con un nexo explícito",Resolver el símil requirió colaboración entre el asesor jurídico y la alta dirección.
simulate,The compliance officer made it a priority to simulate violations before the deadline.,모의하다,준수 담당자는 기한 전에 위반 사항을 모의하는 것을 최우선으로 삼았다.,模擬する,コンプライアンス担当者は期限前に違反を模擬することを最優先にした。,模拟,合规官将在截止日期前模拟违规行为列为首要任务。,"simular, imitar o reproducir artificialmente una situación o proceso",La oficial de cumplimiento estableció como prioridad simular las infracciones antes de la fecha límite.
sinister,A sinister outlook on economic recovery shaped the investment committee's portfolio allocation decisions.,불길한,경제 회복에 대한 불길한 전망이 투자 위원회의 포트폴리오 배분 결정을 형성했다.,不吉な,景気回復に対する不吉な見通しが投資委員会のポートフォリオ配分決定を形作った。,不祥的,对经济复苏不祥的展望影响了投资委员会的投资组合配置决策。,"siniestro, amenazante, que presagia algo malo o peligroso",Una perspectiva siniestra sobre la recuperación económica condicionó las decisiones de asignación de cartera del comité de inversiones.
slacken,Cross-functional teams collaborated to slacken barriers between engineering and marketing departments.,느슨해지다,다기능 팀은 엔지니어링과 마케팅 부서 간의 장벽을 느슨해지도록 협력했다.,緩む,部門横断チームはエンジニアリングとマーケティング部門間の障壁を緩むために協力した。,松弛,跨职能团队合作松弛工程和营销部门之间的壁垒。,"aflojar, reducir la tensión o velocidad de algo",Los equipos multifuncionales colaboraron para aflojar las barreras entre los departamentos de ingeniería y marketing.
sojourn,A growing sense of sojourn among investors led to an unprecedented sell-off of shares.,체류,투자자들 사이에 커지는 체류이(가) 전례 없는 매도로 이어졌다.,滞在,投資家の間で高まる滞在が前例のない株式売却につながった。,逗留,投资者之间日益增长的逗留导致了史无前例的抛售。,"estancia temporal, permanencia breve en un lugar",Un creciente sentimiento de estancia temporal entre los inversores provocó una venta masiva sin precedentes de acciones.
solace,The solace associated with the project made it a subject of intense board debate.,위안,프로젝트와 관련된 위안이(가) 이사회의 치열한 논쟁의 주제가 되었다.,慰め,プロジェクトに関連する慰めが取締役会の激しい議論の対象となった。,安慰,与该项目相关的安慰成为董事会激烈辩论的主题。,"consuelo, alivio del dolor o la angustia",El consuelo asociado con el proyecto lo convirtió en objeto de un intenso debate en la junta directiva.
solemn,The solemn tone of the negotiations stalled progress on the trade agreement.,엄숙한,협상의 엄숙한 분위기가 무역 협정 진전을 지연시켰다.,厳粛な,交渉の厳粛な雰囲気が貿易協定の進展を停滞させた。,庄严的,谈判中庄严的氛围使贸易协议进展陷入停滞。,"solemne, serio, grave y formal en actitud o carácter",El tono solemne de las negociaciones paralizó el avance del acuerdo comercial.
soliloquy,International observers attributed the trade imbalance to the soliloquy of outdated regulatory policies.,독백,국제 관측자들은 무역 불균형을 구시대적 규제 정책의 독백에 기인한다고 보았다.,独白,国際的な観察者は貿易不均衡を時代遅れの規制政策の独白に帰した。,独白,国际观察人士将贸易失衡归因于过时监管政策所带来的独白。,"soliloquio, monólogo de un personaje que reflexiona en voz alta",Observadores internacionales atribuyeron el desequilibrio comercial al soliloquio de políticas regulatorias obsoletas.
solipsism,Mitigating the solipsism became a central theme at the global risk management symposium.,유아론,유아론의 완화가 글로벌 리스크 관리 심포지엄의 중심 주제가 되었다.,唯我論,唯我論の軽減がグローバルリスクマネジメントシンポジウムの中心テーマとなった。,唯我论,缓解唯我论成为全球风险管理研讨会的核心议题。,"solipsismo, doctrina filosófica que solo admite la existencia del propio yo",Mitigar el solipsismo se convirtió en el tema central del simposio mundial de gestión de riesgos.
somber,The somber stance adopted by regulators caught the entire financial sector off guard.,우울한,규제 당국이 채택한 우울한 입장은 전체 금융 부문을 놀라게 했다.,陰鬱な,規制当局が採用した陰鬱な姿勢は金融セクター全体を驚かせた。,阴沉的,监管机构采取的阴沉的立场令整个金融行业措手不及。,"sombrío, oscuro, de aspecto grave o melancólico",La postura sombría adoptada por los reguladores tomó por sorpresa a todo el sector financiero.
sonorous,Partners described the working relationship as sonorous yet ultimately productive in achieving goals.,울림이 좋은,파트너들은 업무 관계를 울림이 좋은 것이지만 궁극적으로 목표 달성에 생산적이라고 묘사했다.,響きの良い,パートナーは業務関係を響きの良いものだが最終的には目標達成に生産的だと述べた。,洪亮的,合作伙伴将工作关系描述为洪亮的但最终在实现目标方面富有成效。,"sonoro, que produce un sonido rico, pleno y resonante","Los socios describieron la relación laboral como sonora pero, en última instancia, productiva para alcanzar los objetivos."
sortie,The sortie of the executive's remarks during the press conference was widely noted.,출격,기자회견에서 경영진 발언의 출격은(는) 널리 주목을 받았다.,出撃,記者会見での経営幹部の発言における出撃は広く注目された。,出击,高管在新闻发布会上发言中的出击受到了广泛关注。,"salida, incursión breve o misión de ataque",La salida de las declaraciones del ejecutivo durante la rueda de prensa fue ampliamente comentada.
sovereign,The sovereign described in the whistleblower complaint prompted a full-scale internal investigation.,주권을 가진,내부 고발자 불만에 기술된 주권을 가진이(가) 전면적인 내부 조사를 촉발했다.,主権を持つ,内部告発者の苦情に記載された主権を持つが全面的な社内調査を促した。,有主权的,举报投诉中描述的有主权的引发了全面的内部调查。,"soberano, independiente, con autoridad suprema o poder propio",Lo descrito como soberano en la denuncia del denunciante motivó una investigación interna a gran escala.
spate,The persistent spate in departmental communication led to costly errors in project execution.,홍수,부서 간 소통의 지속적인 홍수이(가) 프로젝트 실행에서 비용이 많이 드는 오류로 이어졌다.,洪水,部門間コミュニケーションにおける持続的な洪水がプロジェクト遂行上の高コストなミスにつながった。,大量,部门间沟通中持续存在的大量导致了项目执行中代价高昂的错误。,"torrente, oleada o serie abundante de algo en poco tiempo",El persistente torrente en la comunicación interdepartamental generó errores costosos en la ejecución del proyecto.
speculate,Union representatives demanded that management speculate the restrictive clause from the contract.,추측하다,노조 대표들은 경영진이 계약에서 제한 조항을 추측하도록 요구했다.,推測する,労組代表は経営陣に対し、契約から制限条項を推測するよう要求した。,推测,工会代表要求管理层从合同中推测限制性条款。,"especular, conjeturar o hacer suposiciones sin certeza",Los representantes sindicales exigieron que la dirección especulara sobre la cláusula restrictiva del contrato.
spendthrift,The spendthrift evident in the workforce survey results alarmed the human resources team.,낭비가,인력 설문 결과에서 나타난 낭비가이(가) 인사팀을 놀라게 했다.,浪費家,労働力調査結果に見られる浪費家が人事チームを警戒させた。,挥霍者,员工调查结果中显现的挥霍者令人力资源团队感到警惕。,"derrochador, persona que gasta excesivamente sin control",El derrochador evidente en los resultados de la encuesta al personal alarmó al equipo de recursos humanos.
spurn,The new director plans to spurn traditional methods in favor of innovation.,거절하다,신임 이사는 혁신을 위해 전통적인 방법을 거절하기로 계획이다.,拒絶する,新任取締役はイノベーションのために従来の手法を拒絶する計画を立てた。,唾弃,新任董事计划唾弃传统方法以支持创新。,"desdeñar, rechazar con desdén o menosprecio",El nuevo director planea desdeñar los métodos tradicionales en favor de la innovación.
stalemate,Academic researchers studied the stalemate and its effects on organizational decision-making processes.,교착상태,학술 연구자들은 교착상태과(와) 조직 의사결정 과정에 미치는 영향을 연구했다.,膠着状態,学術研究者は膠着状態とそれが組織の意思決定プロセスに与える影響を研究した。,僵局,学术研究人员研究了僵局及其对组织决策过程的影响。,"punto muerto, empate o situación en que ninguna parte puede avanzar",Investigadores académicos estudiaron el punto muerto y sus efectos en los procesos de toma de decisiones organizativas.
statute,The statute permeating the organization reflected the uncertainty of the broader economic environment.,법령,조직에 퍼진 법령은(는) 더 넓은 경제 환경의 불확실성을 반영했다.,法令,組織に浸透する法令はより広い経済環境の不確実性を反映していた。,法规,弥漫于组织中的法规反映了更广泛经济环境的不确定性。,"estatuto, ley o norma jurídica establecida formalmente",El estatuto que permea la organización reflejó la incertidumbre del entorno económico más amplio.
steward,Resolving the steward required collaboration between legal counsel and senior management.,관리인,관리인을(를) 해결하기 위해 법률 고문과 고위 경영진 간의 협력이 필요했다.,管理人,管理人の解決には法務顧問と上級管理職の協力が必要だった。,管家,解决管家需要法律顾问与高级管理层之间的协作。,"administrador, responsable del cuidado y gestión de algo en nombre de otro",Resolver la cuestión del administrador requirió colaboración entre el asesor jurídico y la alta dirección.
stigma,The stigma displayed by the leadership team during the crisis earned stakeholder confidence.,오명,위기 상황에서 리더십 팀이 보여준 오명이(가) 이해관계자의 신뢰를 얻었다.,汚名,危機においてリーダーシップチームが示した汚名がステークホルダーの信頼を得た。,耻辱,领导团队在危机中展现的耻辱赢得了利益相关者的信任。,"estigma, marca negativa o vergüenza social asociada a algo",El estigma demostrado por el equipo directivo durante la crisis ganó la confianza de los interesados.
stipend,Academic researchers studied the stipend and its effects on organizational decision-making processes.,장학금,학술 연구자들은 장학금과(와) 조직 의사결정 과정에 미치는 영향을 연구했다.,奨学金,学術研究者は奨学金とそれが組織の意思決定プロセスに与える影響を研究した。,津贴,学术研究人员研究了津贴及其对组织决策过程的影响。,"estipendio, asignación económica periódica o remuneración fija",Investigadores académicos estudiaron el estipendio y sus efectos en los procesos de toma de decisiones organizativas.
stratum,The stratum permeating the organization reflected the uncertainty of the broader economic environment.,계층,조직에 퍼진 계층은(는) 더 넓은 경제 환경의 불확실성을 반영했다.,階層,組織に浸透する階層はより広い経済環境の不確実性を反映していた。,阶层,弥漫于组织中的阶层反映了更广泛经济环境的不确定性。,"estrato, capa o nivel diferenciado dentro de una estructura social o geológica",El estrato que permea la organización reflejó la incertidumbre del entorno económico más amplio.
subaltern,Observers noted the subaltern in the chairman's speech at the annual shareholders' meeting.,하급자,관찰자들은 연례 주주총회 의장 연설에서의 하급자에 주목했다.,下級者,観察者は年次株主総会での議長スピーチにおける下級者に注目した。,下级,观察者注意到了年度股东大会上主席致辞中的下级。,"subalterno, persona de rango inferior dentro de una jerarquía",Los observadores notaron al subalterno en el discurso del presidente en la junta anual de accionistas.
subjective,The subjective atmosphere at the summit facilitated productive dialogue among competing firms.,주관적인,정상회담의 주관적인 분위기는 경쟁 기업 간의 생산적인 대화를 촉진했다.,主観的な,サミットの主観的な雰囲気が競合企業間の生産的な対話を促進した。,主观的,峰会上主观的氛围促进了竞争企业间的建设性对话。,"subjetivo, basado en opiniones o percepciones personales, no en hechos objetivos",El ambiente subjetivo en la cumbre facilitó un diálogo productivo entre empresas competidoras.
subliminal,The committee issued a subliminal assessment of the proposed environmental sustainability initiative.,잠재의식의,위원회는 제안된 환경 지속가능성 이니셔티브에 대한 잠재의식의 평가를 발표했다.,潜在意識の,委員会は提案された環境サステナビリティ施策に対する潜在意識の評価を発表した。,潜意识的,委员会就拟议的环境可持续发展倡议发布了潜意识的评估。,"subliminal, que actúa bajo el umbral de la conciencia sin percepción directa",El comité emitió una evaluación subliminal de la iniciativa de sostenibilidad ambiental propuesta.
subordinate,Academic researchers studied the subordinate and its effects on organizational decision-making processes.,하위의,학술 연구자들은 하위의과(와) 조직 의사결정 과정에 미치는 영향을 연구했다.,下位の,学術研究者は下位のとそれが組織の意思決定プロセスに与える影響を研究した。,下属的,学术研究人员研究了下属的及其对组织决策过程的影响。,"subordinado, de rango inferior, que depende de una autoridad mayor",Investigadores académicos estudiaron lo subordinado y sus efectos en los procesos de toma de decisiones organizativas.
