english,example,ko_meaning,ko_example,ja_meaning,ja_example,zh_meaning,zh_example,es_meaning,es_example,vi_meaning,vi_example,th_meaning,th_example,id_meaning,id_example
senior,Senior management approved the plan to restructure the sales department.,고위의; 상급의; 선임의,고위 경영진이 영업 부서 구조조정 계획을 승인했다.,上級の; シニアの,上級管理職が営業部門の再編計画を承認した。,高级的; 资深的,高级管理层批准了销售部门的重组计划。,senior; de alto rango,La alta dirección aprobó el plan de restructuración del departamento de ventas.,cấp cao,Các giám đốc cấp cao tham gia cuộc họp chiến lược hàng quý.,อาวุโส,ผู้บริหารอาวุโสเข้าร่วมการประชุมวางแผนกลยุทธ์รายไตรมาส,berpangkat tinggi; berpangkat lebih tinggi; senior,Manajemen senior menyetujui rencana untuk merestrukturisasi departemen penjualan.
session,The training session will cover the basics of workplace communication.,회기; 기간; 세션,교육 세션은 직장 커뮤니케이션의 기본을 다룰 것이다.,セッション; 会期,研修セッションは職場コミュニケーションの基本を扱う予定だ。,会议; 期间,培训课程将涵盖职场沟通的基础知识。,sesión; período,La sesión de capacitación cubrirá los fundamentos de la comunicación en el lugar de trabajo.,phiên,Phiên đào tạo kéo dài hai giờ cho nhân viên mới.,ช่วง,ช่วงฝึกอบรมกินเวลาสองชั่วโมงสำหรับพนักงานใหม่,sesi,Sesi pelatihan berlangsung selama dua jam untuk karyawan baru.
settle,The two companies agreed to settle the lawsuit out of court.,해결하다; 정착하다,두 회사는 법정 밖에서 소송을 해결하기로 합의했다.,解決する; 落ち着く,両社は法廷外で訴訟を解決することに合意した。,解决; 定居,两家公司同意庭外和解。,resolver; establecerse,Las dos empresas acordaron resolver el litigio fuera de los tribunales.,giải quyết,Hai bên giải quyết tranh chấp ngoài tòa án.,ตกลง,ทั้งสองฝ่ายตกลงข้อพิพาทนอกศาล,menyelesaikan,Kedua belah pihak menyelesaikan sengketa di luar pengadilan.
severe,Severe flooding caused significant damage to the company's warehouse facilities.,심각한; 극심한,심각한 홍수가 회사의 창고 시설에 상당한 피해를 입혔다.,深刻な; 厳しい,深刻な洪水が会社の倉庫施設に大きな被害をもたらした。,严重的; 严厉的,严重的洪水对公司的仓库设施造成了重大损失。,grave; severo,Las graves inundaciones causaron daños significativos a las instalaciones del almacén de la empresa.,nghiêm trọng,Thời tiết nghiêm trọng đã gây gián đoạn chuỗi cung ứng.,รุนแรง,สภาพอากาศที่รุนแรงทำให้ห่วงโซ่อุปทานหยุดชะงัก,parah,Cuaca yang parah telah mengganggu rantai pasokan.
shift,Consumer preferences have shifted toward eco-friendly products in recent years.,교대; 변화; 이동,소비자 선호도가 최근 몇 년간 친환경 제품으로 이동했다.,シフト; 変化; 移動,消費者の嗜好は近年、環境に優しい製品へとシフトしている。,转变; 轮班,近年来消费者的偏好已转向环保产品。,turno; cambio,Las preferencias de los consumidores han cambiado hacia productos ecológicos en los últimos años.,ca làm việc,Nhà máy hoạt động ba ca mỗi ngày.,กะ,โรงงานเปิดดำเนินการสามกะต่อวัน,menggeser,Preferensi konsumen telah beralih ke produk ramah lingkungan dalam beberapa tahun terakhir.
shipment,The shipment of electronic components arrived at the warehouse this morning.,선적; 배송,전자 부품 배송이 오늘 아침 창고에 도착했다.,出荷; 発送,電子部品の出荷品が今朝倉庫に届いた。,运输; 装运,一批电子元件今早到达了仓库。,envío; remesa,El envío de componentes electrónicos llegó al almacén esta mañana.,lô hàng,Lô hàng dự kiến đến vào thứ Hai tuần tới.,การขนส่งสินค้า,การขนส่งสินค้าคาดว่าจะมาถึงในวันจันทร์หน้า,pengiriman,Pengiriman diharapkan tiba pada hari Senin depan.
shortage,The global chip shortage has affected automobile production worldwide.,부족; 결핍,글로벌 칩 부족이 전 세계 자동차 생산에 영향을 미쳤다.,不足; 欠乏,世界的な半導体不足が世界中の自動車生産に影響を与えた。,短缺; 不足,全球芯片短缺影响了世界各地的汽车生产。,escasez; falta,La escasez global de chips ha afectado la producción de automóviles en todo el mundo.,thiếu hụt,Thiếu hụt lao động ảnh hưởng đến ngành xây dựng.,การขาดแคลน,การขาดแคลนแรงงานส่งผลกระทบต่ออุตสาหกรรมก่อสร้าง,kekurangan,Kekurangan tenaga kerja mempengaruhi industri konstruksi.
shrink,The company's market share has shrunk due to increased competition.,줄어들다; 축소하다,경쟁 심화로 인해 회사의 시장 점유율이 줄어들었다.,縮む; 縮小する,競争の激化により会社の市場シェアが縮小した。,缩小; 减少,由于竞争加剧，公司的市场份额已经缩小。,reducirse; contraerse,La cuota de mercado de la empresa se ha reducido debido al aumento de la competencia.,thu hẹp,Thị phần của công ty thu hẹp do cạnh tranh gay gắt.,หดตัว,ส่วนแบ่งตลาดของบริษัทหดตัวเนื่องจากการแข่งขันที่รุนแรง,menyusut,Pangsa pasar perusahaan menyusut karena persaingan yang ketat.
significant,The merger represents a significant milestone in the company's growth history.,중요한; 상당한,합병은 회사 성장 역사에서 중요한 이정표를 나타낸다.,重要な; 重大な,合併は会社の成長の歴史において重要なマイルストーンを示している。,重大的; 显著的,此次合并是公司发展史上的一个重要里程碑。,significativo; importante,La fusión representa un hito significativo en la historia de crecimiento de la empresa.,đáng kể,Công ty đạt được sự tăng trưởng đáng kể trong quý vừa qua.,สำคัญ,บริษัทบรรลุการเติบโตอย่างมีนัยสำคัญในไตรมาสที่ผ่านมา,signifikan,Perusahaan mencapai pertumbuhan yang signifikan pada kuartal terakhir.
simulate,The software can simulate real-world market conditions for training purposes.,모의 실험하다; 시뮬레이션하다,소프트웨어는 교육 목적으로 실제 시장 상황을 시뮬레이션할 수 있다.,シミュレーションする,ソフトウェアは研修目的で実際の市場状況をシミュレートできる。,模拟,该软件可以模拟真实的市场条件用于培训目的。,simular,El software puede simular condiciones del mercado real para propósitos de capacitación.,mô phỏng,Phần mềm mô phỏng các điều kiện thị trường thực tế để đào tạo.,จำลอง,ซอฟต์แวร์จำลองสภาพตลาดจริงเพื่อการฝึกอบรม,mensimulasikan,Perangkat lunak mensimulasikan kondisi pasar nyata untuk pelatihan.
site,The company chose a site near the highway for the new factory.,현장; 부지; 사이트,회사는 새 공장을 위해 고속도로 근처의 부지를 선택했다.,現場; 敷地; サイト,会社は新工場のために高速道路近くの用地を選んだ。,场地; 地点; 网站,公司选择了高速公路附近的一块地作为新工厂的厂址。,sitio; lugar,La empresa eligió un terreno cerca de la autopista para la nueva fábrica.,địa điểm,Công ty chọn địa điểm mới cho nhà máy sản xuất.,สถานที่,บริษัทเลือกสถานที่ใหม่สำหรับโรงงานผลิต,lokasi,Perusahaan memilih lokasi baru untuk fasilitas manufaktur.
skeptical,Some investors remain skeptical about the company's aggressive growth targets.,회의적인,일부 투자자들은 회사의 공격적인 성장 목표에 대해 회의적이다.,懐疑的な,一部の投資家は会社の積極的な成長目標に懐疑的だ。,怀疑的,一些投资者对公司激进的增长目标持怀疑态度。,escéptico; dubitativo,Algunos inversores siguen escépticos sobre los agresivos objetivos de crecimiento de la empresa.,hoài nghi,Nhà đầu tư hoài nghi về kế hoạch mở rộng tham vọng.,ข้องใจ,นักลงทุนข้องใจเกี่ยวกับแผนขยายธุรกิจที่ทะเยอทะยาน,skeptis,Investor skeptis terhadap rencana ekspansi yang ambisius.
sketch,The designer presented a rough sketch of the new store layout.,스케치; 개략,디자이너가 새 매장 레이아웃의 대략적인 스케치를 제시했다.,スケッチ; 概略,デザイナーが新店舗のレイアウトの大まかなスケッチを提示した。,草图; 概述,设计师展示了新店铺布局的初步草图。,boceto; esbozo,El diseñador presentó un boceto preliminar del nuevo diseño de la tienda.,bản phác thảo,Kiến trúc sư trình bày bản phác thảo thiết kế tòa nhà mới.,ภาพร่าง,สถาปนิกนำเสนอภาพร่างการออกแบบอาคารใหม่,sketsa,Arsitek mempresentasikan sketsa desain gedung baru.
slash,The company slashed prices by forty percent during the clearance sale.,대폭 삭감하다,회사는 재고 정리 세일 중에 가격을 40% 인하했다.,大幅に削減する,会社は在庫一掃セール中に価格を40％引き下げた。,大幅削减,公司在清仓大甩卖期间将价格削减了百分之四十。,recortar drásticamente,La empresa recortó los precios en un cuarenta por ciento durante la liquidación.,cắt giảm,Công ty cắt giảm giá để cạnh tranh với đối thủ.,ลด,บริษัทลดราคาเพื่อแข่งขันกับคู่แข่ง,memangkas,Perusahaan memangkas harga untuk bersaing dengan kompetitor.
slot,There is only one available time slot for the meeting room today.,시간대; 구간,오늘 회의실에 사용 가능한 시간대가 하나만 남아 있다.,スロット; 枠,今日、会議室で利用可能な時間枠は1つだけです。,时间段; 位置,今天会议室只剩一个可用的时间段。,franja horaria; espacio,Solo queda una franja horaria disponible para la sala de reuniones hoy.,khung giờ,Có sẵn một vài khung giờ cho cuộc họp vào tuần tới.,ช่วงเวลา,มีช่วงเวลาว่างสำหรับการประชุมในสัปดาห์หน้า,celah,Hanya ada satu slot waktu yang tersedia untuk ruang pertemuan hari ini.
sole,She is the sole distributor of the product in the Asian market.,유일한; 단독의,그녀는 아시아 시장에서 해당 제품의 유일한 유통업자이다.,唯一の; 単独の,彼女はアジア市場でその製品の唯一のディストリビューターだ。,唯一的; 独家的,她是该产品在亚洲市场的唯一经销商。,único; exclusivo,Ella es la única distribuidora del producto en el mercado asiático.,duy nhất,Cô ấy là người duy nhất chịu trách nhiệm về quản lý dự án.,แต่เพียงผู้เดียว,เธอเป็นผู้รับผิดชอบแต่เพียงผู้เดียวในการจัดการโครงการ,satu-satunya,Dia adalah satu-satunya orang yang bertanggung jawab atas manajemen proyek.
solicit,The company solicited feedback from customers to improve its services.,요청하다; 구하다,회사는 서비스 개선을 위해 고객의 피드백을 요청했다.,求める; 勧誘する,会社はサービス改善のために顧客からフィードバックを求めた。,征求; 请求,公司征求客户反馈以改进服务。,solicitar; pedir,La empresa solicitó retroalimentación de los clientes para mejorar sus servicios.,mời gọi,Công ty mời gọi phản hồi từ khách hàng thông qua khảo sát.,ชักชวน,บริษัทชักชวนให้ลูกค้าแสดงความคิดเห็นผ่านแบบสำรวจ,meminta,Perusahaan meminta umpan balik dari pelanggan melalui survei.
solution,The team developed an innovative solution to the packaging waste problem.,해결책; 솔루션,팀은 포장 폐기물 문제에 대한 혁신적인 해결책을 개발했다.,解決策; ソリューション,チームは包装廃棄物の問題に対する革新的な解決策を開発した。,解决方案,团队为包装废物问题开发了一种创新解决方案。,solución,El equipo desarrolló una solución innovadora al problema de los residuos de embalaje.,giải pháp,Đội kỹ thuật đã phát triển giải pháp sáng tạo cho vấn đề.,วิธีแก้ปัญหา,ทีมวิศวกรรมพัฒนาวิธีแก้ปัญหาที่สร้างสรรค์,solusi,Tim teknik mengembangkan solusi inovatif untuk masalah tersebut.
sophisticated,The company uses sophisticated algorithms to predict consumer buying patterns.,정교한; 세련된,회사는 소비자 구매 패턴을 예측하기 위해 정교한 알고리즘을 사용한다.,洗練された; 精巧な,会社は消費者の購買パターンを予測するために高度なアルゴリズムを使用している。,精密的; 高端的,公司使用先进的算法来预测消费者的购买模式。,sofisticado; avanzado,La empresa utiliza algoritmos sofisticados para predecir los patrones de compra de los consumidores.,tinh vi,Phần mềm tinh vi có thể phân tích lượng lớn dữ liệu.,ซับซ้อน,ซอฟต์แวร์ที่ซับซ้อนสามารถวิเคราะห์ข้อมูลจำนวนมากได้,canggih,Perangkat lunak canggih dapat menganalisis sejumlah besar data.
source,The journalist refused to reveal the source of the information.,출처; 원천,기자는 정보의 출처를 밝히기를 거부했다.,出典; 源; ソース,記者は情報の出所を明かすことを拒否した。,来源; 出处,记者拒绝透露信息来源。,fuente; origen,El periodista se negó a revelar la fuente de la información.,nguồn,Công ty đa dạng hóa nguồn cung để giảm rủi ro.,แหล่ง,บริษัทกระจายแหล่งจัดหาเพื่อลดความเสี่ยง,sumber,Perusahaan mendiversifikasi sumber pasokan untuk mengurangi risiko.
span,The project will span a period of approximately eighteen months.,기간; 범위,프로젝트는 약 18개월의 기간에 걸칠 것이다.,期間; 範囲,プロジェクトは約18か月の期間にわたる予定だ。,跨度; 范围,该项目将持续大约十八个月。,abarcar; durar,El proyecto abarcará un período de aproximadamente dieciocho meses.,khoảng thời gian,Dự án trải dài trong khoảng thời gian ba năm.,ช่วงเวลา,โครงการครอบคลุมช่วงเวลาสามปี,rentang,Proyek mencakup rentang waktu tiga tahun.
specification,The product must meet all technical specifications outlined in the contract.,사양; 규격; 명세,제품은 계약서에 명시된 모든 기술 사양을 충족해야 한다.,仕様; 規格; スペック,製品は契約書に記載されたすべての技術仕様を満たさなければならない。,规格; 说明书,产品必须满足合同中列出的所有技术规格。,especificación; requisito,El producto debe cumplir con todas las especificaciones técnicas detalladas en el contrato.,thông số kỹ thuật,Sản phẩm đáp ứng tất cả thông số kỹ thuật của khách hàng.,ข้อกำหนด,ผลิตภัณฑ์ตรงตามข้อกำหนดของลูกค้าทั้งหมด,spesifikasi,Produk memenuhi semua spesifikasi pelanggan.
specify,The client specified that all deliveries must arrive before nine AM.,명시하다; 지정하다,고객은 모든 배송이 오전 9시 전에 도착해야 한다고 명시했다.,明示する; 指定する,クライアントはすべての配達が午前9時前に届くよう指定した。,指定; 说明,客户指定所有送货必须在早上九点前到达。,especificar; indicar,El cliente especificó que todas las entregas deben llegar antes de las nueve de la mañana.,chỉ định,Hợp đồng chỉ định rõ ràng ngày giao hàng và điều khoản thanh toán.,ระบุ,สัญญาระบุวันจัดส่งและเงื่อนไขการชำระเงินอย่างชัดเจน,menentukan,Kontrak menentukan tanggal pengiriman dan ketentuan pembayaran dengan jelas.
sponsor,A major tech company agreed to sponsor the annual industry conference.,후원자; 스폰서; 후원하다,대형 기술 회사가 연례 산업 컨퍼런스를 후원하기로 합의했다.,スポンサー; 後援者,大手テクノロジー企業が年次業界カンファレンスのスポンサーになることに同意した。,赞助商; 赞助,一家大型科技公司同意赞助年度行业大会。,patrocinador; patrocinar,Una importante empresa tecnológica acordó patrocinar la conferencia anual de la industria.,tài trợ,Công ty tài trợ hội nghị công nghệ hàng năm.,สนับสนุน,บริษัทสนับสนุนการประชุมเทคโนโลยีประจำปี,mensponsori,Perusahaan mensponsori konferensi teknologi tahunan.
stabilize,The central bank intervened to stabilize the national currency exchange rate.,안정시키다,중앙은행이 국가 환율을 안정시키기 위해 개입했다.,安定させる,中央銀行は国の為替レートを安定させるために介入した。,稳定,中央银行出手干预以稳定国家货币汇率。,estabilizar,El banco central intervino para estabilizar el tipo de cambio nacional.,ổn định,Ngân hàng trung ương hành động để ổn định thị trường tài chính.,รักษาเสถียรภาพ,ธนาคารกลางดำเนินการเพื่อรักษาเสถียรภาพของตลาดการเงิน,menstabilkan,Bank sentral bertindak untuk menstabilkan pasar keuangan.
staff,The hotel needs to hire additional staff for the busy tourist season.,직원; 인력,호텔은 바쁜 관광 시즌을 위해 추가 직원을 고용해야 한다.,スタッフ; 職員,ホテルは繁忙な観光シーズンに向けて追加のスタッフを雇う必要がある。,员工; 职员,酒店需要为繁忙的旅游季节招聘更多员工。,personal; plantilla,El hotel necesita contratar personal adicional para la temporada turística alta.,nhân viên,Nhân viên được mời tham dự buổi tiệc cuối năm.,พนักงาน,พนักงานได้รับเชิญให้เข้าร่วมงานเลี้ยงสิ้นปี,staf,Staf diundang untuk menghadiri pesta akhir tahun.
stagnant,The economy has remained stagnant for the past three consecutive quarters.,침체된; 정체된,경제는 지난 3분기 연속 정체 상태를 유지하고 있다.,停滞した,経済は過去3四半期連続で停滞したままだ。,停滞的,经济在过去连续三个季度一直处于停滞状态。,estancado; paralizado,La economía se ha mantenido estancada durante los últimos tres trimestres consecutivos.,trì trệ,Doanh số trì trệ đã thúc đẩy ban quản lý thay đổi chiến lược.,ซบเซา,ยอดขายที่ซบเซาทำให้ฝ่ายบริหารต้องเปลี่ยนกลยุทธ์,stagnan,Penjualan yang stagnan mendorong manajemen untuk mengubah strategi.
stake,The investor acquired a twenty percent stake in the technology company.,지분; 이해관계,투자자가 기술 회사의 20% 지분을 인수했다.,利害関係; 株式,投資家がテクノロジー企業の20％の株式を取得した。,股份; 利益,投资者收购了这家科技公司百分之二十的股份。,participación; parte,El inversor adquirió una participación del veinte por ciento en la empresa tecnológica.,cổ phần,Nhà đầu tư mua 20% cổ phần trong công ty khởi nghiệp.,หุ้น,นักลงทุนซื้อหุ้น 20% ในบริษัทสตาร์ทอัพ,saham,Investor membeli 20% saham di perusahaan rintisan tersebut.
standard,All exported goods must meet international safety and quality standards.,기준; 표준,모든 수출 상품은 국제 안전 및 품질 기준을 충족해야 한다.,基準; 標準; スタンダード,すべての輸出品は国際的な安全・品質基準を満たさなければならない。,标准,所有出口商品必须符合国际安全和质量标准。,estándar; norma,Todos los bienes exportados deben cumplir con los estándares internacionales de seguridad y calidad.,tiêu chuẩn,Tất cả sản phẩm phải đáp ứng tiêu chuẩn chất lượng quốc tế.,มาตรฐาน,ผลิตภัณฑ์ทั้งหมดต้องเป็นไปตามมาตรฐานคุณภาพสากล,standar,Semua produk harus memenuhi standar kualitas internasional.
status,The project manager provided a status update during the morning meeting.,상태; 지위; 현황,프로젝트 매니저가 아침 회의에서 상태 업데이트를 제공했다.,状態; 地位; ステータス,プロジェクトマネージャーが朝の会議で進捗報告を行った。,状态; 地位,项目经理在早会上提供了进度更新。,estado; situación,El gerente de proyecto dio una actualización de estado durante la reunión matutina.,tình trạng,Vui lòng cập nhật tình trạng dự án trong cuộc họp hàng tuần.,สถานะ,กรุณาอัปเดตสถานะโครงการในการประชุมรายสัปดาห์,situasi; status; situasi saat ini,Manajer proyek memberikan pembaruan status pada pertemuan pagi.
statute,The new statute requires all businesses to report environmental impact data.,법령; 법규,새로운 법령은 모든 기업이 환경 영향 데이터를 보고하도록 요구한다.,法令; 制定法,新しい法令はすべての企業に環境影響データの報告を義務付けている。,法规; 法令,新法规要求所有企业报告环境影响数据。,estatuto; reglamento,El nuevo estatuto exige que todas las empresas informen sobre los datos de impacto ambiental.,đạo luật,Đạo luật mới yêu cầu các công ty báo cáo lượng khí thải carbon.,กฎหมาย,กฎหมายใหม่กำหนดให้บริษัทรายงานการปล่อยก๊าซคาร์บอน,undang-undang,Undang-undang baru mewajibkan perusahaan melaporkan emisi karbon mereka.
steady,The company has shown steady revenue growth over the past five years.,꾸준한; 안정적인,회사는 지난 5년간 꾸준한 매출 성장을 보여왔다.,着実な; 安定した,会社は過去5年間で着実な売上成長を示してきた。,稳定的; 持续的,公司在过去五年中收入保持稳步增长。,constante; estable,La empresa ha mostrado un crecimiento constante de ingresos durante los últimos cinco años.,ổn định,Công ty duy trì tăng trưởng ổn định trong năm năm qua.,คงที่,บริษัทรักษาการเติบโตที่คงที่ในช่วงห้าปีที่ผ่านมา,stabil,Perusahaan mempertahankan pertumbuhan yang stabil selama lima tahun terakhir.
stimulate,Lower tax rates are expected to stimulate consumer spending and investment.,자극하다; 촉진하다,낮은 세율이 소비자 지출과 투자를 촉진할 것으로 예상된다.,刺激する; 促進する,低い税率は消費者の支出と投資を刺激すると予想される。,刺激; 促进,较低的税率预计将刺激消费者支出和投资。,estimular; impulsar,Se espera que las tasas impositivas más bajas estimulen el gasto de los consumidores y la inversión.,kích thích,Chính phủ đưa ra biện pháp kích thích tăng trưởng kinh tế.,กระตุ้น,รัฐบาลออกมาตรการกระตุ้นการเติบโตทางเศรษฐกิจ,merangsang,Pemerintah memperkenalkan langkah-langkah untuk merangsang pertumbuhan ekonomi.
stock,The company's stock price rose sharply after the earnings announcement.,재고; 주식,회사의 주가가 실적 발표 후 급격히 상승했다.,在庫; 株式,会社の株価は業績発表後に急上昇した。,库存; 股票,公司股价在财报发布后大幅上涨。,existencias; acciones,El precio de las acciones de la empresa subió drásticamente tras el anuncio de resultados.,cổ phiếu,Giá cổ phiếu công ty tăng sau báo cáo doanh thu tích cực.,หุ้น,ราคาหุ้นของบริษัทเพิ่มขึ้นหลังรายงานรายได้ที่เป็นบวก,saham,Harga saham perusahaan naik setelah laporan pendapatan yang positif.
strategy,The board approved a new strategy to expand into Asian markets.,전략,이사회는 아시아 시장으로의 확장을 위한 새로운 전략을 승인했다.,戦略; ストラテジー,取締役会はアジア市場への進出のための新しい戦略を承認した。,战略; 策略,董事会批准了拓展亚洲市场的新战略。,estrategia,La junta aprobó una nueva estrategia para expandirse a los mercados asiáticos.,chiến lược,Chiến lược tiếp thị mới tập trung vào mạng xã hội.,กลยุทธ์,กลยุทธ์การตลาดใหม่มุ่งเน้นที่โซเชียลมีเดีย,strategi,Strategi pemasaran baru berfokus pada media sosial.
streamline,The company streamlined its operations to reduce costs and improve efficiency.,간소화하다; 효율화하다,회사는 비용 절감과 효율성 개선을 위해 운영을 간소화했다.,合理化する; 効率化する,会社はコスト削減と効率向上のために事業を合理化した。,精简; 优化,公司精简了运营以降低成本并提高效率。,simplificar; optimizar,La empresa simplificó sus operaciones para reducir costos y mejorar la eficiencia.,tinh giản,Công ty tinh giản quy trình sản xuất để tiết kiệm chi phí.,ปรับปรุง,บริษัทปรับปรุงกระบวนการผลิตเพื่อประหยัดค่าใช้จ่าย,menyederhanakan,Perusahaan menyederhanakan proses produksi untuk menghemat biaya.
strict,The company enforces strict quality control measures at all manufacturing plants.,엄격한; 엄밀한,회사는 모든 제조 공장에서 엄격한 품질 관리 조치를 시행한다.,厳格な; 厳密な,会社はすべての製造工場で厳格な品質管理措置を実施している。,严格的,公司在所有制造工厂实施严格的质量控制措施。,estricto; riguroso,La empresa aplica estrictas medidas de control de calidad en todas sus plantas de fabricación.,nghiêm ngặt,Quy định nghiêm ngặt điều chỉnh việc xử lý chất thải hóa học.,เข้มงวด,กฎระเบียบที่เข้มงวดควบคุมการจัดการของเสียเคมี,ketat,Peraturan ketat mengatur penanganan limbah kimia.
structure,The management restructured the organizational structure to improve decision making.,구조; 조직,경영진은 의사결정 개선을 위해 조직 구조를 재편했다.,構造; 組織,経営陣は意思決定を改善するために組織構造を再編した。,结构; 组织,管理层调整了组织结构以改善决策过程。,estructura; organización,La gerencia reestructuró la organización para mejorar la toma de decisiones.,cấu trúc,Cấu trúc tổ chức đã được thiết kế lại để tăng hiệu quả.,โครงสร้าง,โครงสร้างองค์กรถูกออกแบบใหม่เพื่อเพิ่มประสิทธิภาพ,struktur,Struktur organisasi telah dirancang ulang untuk meningkatkan efisiensi.
subject,All imported goods are subject to inspection by customs authorities.,주제; 대상; 과목,모든 수입 상품은 세관 당국의 검사를 받아야 한다.,主題; 対象; 科目,すべての輸入品は税関当局の検査の対象となる。,主题; 对象; 科目,所有进口商品须接受海关检查。,sujeto a; tema,Todos los bienes importados están sujetos a inspección por las autoridades aduaneras.,đối tượng,Tất cả nhân viên là đối tượng phải tuân thủ quy tắc ứng xử.,หัวข้อ,พนักงานทุกคนอยู่ภายใต้จรรยาบรรณ,subjek,Semua karyawan tunduk pada kode etik perusahaan.
submit,Applicants must submit all required documents before the application deadline.,제출하다,지원자는 신청 마감일 전에 모든 필요 서류를 제출해야 한다.,提出する,応募者は申請期限前にすべての必要書類を提出しなければならない。,提交,申请人必须在截止日期前提交所有必需文件。,presentar; entregar,Los solicitantes deben presentar todos los documentos requeridos antes de la fecha límite de solicitud.,nộp,Vui lòng nộp đơn xin nghỉ phép trước ít nhất hai tuần.,ยื่น,กรุณายื่นใบลาล่วงหน้าอย่างน้อยสองสัปดาห์,mengajukan,Harap mengajukan permohonan cuti setidaknya dua minggu sebelumnya.
subordinate,A good leader listens carefully to the concerns of their subordinates.,부하; 하위의,좋은 리더는 부하 직원의 우려 사항을 주의 깊게 경청한다.,部下; 下位の,良いリーダーは部下の懸念に注意深く耳を傾ける。,下属; 次要的,好的领导者会认真倾听下属的关切。,subordinado; subalterno,Un buen líder escucha atentamente las preocupaciones de sus subordinados.,cấp dưới,Quản lý cần giao tiếp rõ ràng với cấp dưới.,ผู้ใต้บังคับบัญชา,ผู้จัดการต้องสื่อสารอย่างชัดเจนกับผู้ใต้บังคับบัญชา,bawahan,Manajer perlu berkomunikasi dengan jelas kepada bawahan.
subscribe,Over ten thousand readers subscribe to the company's monthly newsletter.,구독하다; 가입하다,"10,000명 이상의 독자가 회사의 월간 뉴스레터를 구독하고 있다.",購読する; 加入する,1万人以上の読者が会社の月刊ニュースレターを購読している。,订阅; 认购,超过一万名读者订阅了公司的月刊通讯。,suscribirse; abonarse,Más de diez mil lectores se suscriben al boletín mensual de la empresa.,đăng ký,Khách hàng có thể đăng ký nhận bản tin điện tử hàng tuần.,สมัครสมาชิก,ลูกค้าสามารถสมัครสมาชิกจดหมายข่าวรายสัปดาห์,berlangganan,Pelanggan dapat berlangganan buletin elektronik mingguan.
subsequent,Sales improved significantly in the subsequent quarters after the product launch.,그 이후의; 후속의,제품 출시 이후의 분기에 매출이 크게 개선되었다.,その後の; 後続の,製品発売後の四半期に売上が大幅に改善した。,随后的; 其后的,产品发布后的几个季度销售额显著改善。,siguiente; posterior,Las ventas mejoraron significativamente en los trimestres siguientes al lanzamiento del producto.,tiếp theo,Các cuộc họp tiếp theo sẽ tập trung vào chi tiết triển khai.,ที่ตามมา,การประชุมที่ตามมาจะเน้นรายละเอียดการดำเนินงาน,berikutnya,Pertemuan berikutnya akan berfokus pada detail implementasi.
subsidiary,The company operates several subsidiaries in Europe and South America.,자회사; 보조적인,회사는 유럽과 남미에 여러 자회사를 운영하고 있다.,子会社; 補助的な,会社はヨーロッパと南米にいくつかの子会社を運営している。,子公司; 附属的,公司在欧洲和南美运营着几家子公司。,filial; subsidiaria,La empresa opera varias filiales en Europa y América del Sur.,công ty con,Công ty con ở Nhật Bản đóng góp 30% doanh thu tập đoàn.,บริษัทย่อย,บริษัทย่อยในญี่ปุ่นสร้างรายได้ 30% ของกลุ่มบริษัท,anak perusahaan,Anak perusahaan di Jepang menyumbang 30% pendapatan grup.
subsidize,The government subsidizes small businesses to encourage job creation locally.,보조금을 지급하다,정부는 지역 일자리 창출을 장려하기 위해 소기업에 보조금을 지급한다.,補助金を出す,政府は地域の雇用創出を促進するために中小企業に補助金を出している。,补贴,政府补贴小企业以促进当地就业。,subvencionar,El gobierno subvenciona a las pequeñas empresas para fomentar la creación de empleos locales.,trợ cấp,Chính phủ trợ cấp cho năng lượng tái tạo để khuyến khích đầu tư.,อุดหนุน,รัฐบาลอุดหนุนพลังงานหมุนเวียนเพื่อส่งเสริมการลงทุน,mensubsidi,Pemerintah mensubsidi energi terbarukan untuk mendorong investasi.
substance,The inspector tested the substance to determine if it was hazardous.,물질; 본질,검사관은 위험한지 판단하기 위해 물질을 검사했다.,物質; 実質,検査官はその物質が有害かどうかを判定するために検査した。,物质; 实质,检查员对该物质进行了检测以确定其是否有害。,sustancia; materia,El inspector analizó la sustancia para determinar si era peligrosa.,chất,Chất hóa học phải được lưu trữ theo hướng dẫn an toàn.,สาร,สารเคมีต้องจัดเก็บตามแนวทางด้านความปลอดภัย,zat,Zat kimia harus disimpan sesuai dengan pedoman keselamatan.
substantial,The company made a substantial profit from its overseas operations.,상당한; 실질적인,회사는 해외 사업에서 상당한 수익을 올렸다.,かなりの; 実質的な,会社は海外事業から多大な利益を上げた。,大量的; 实质的,公司从海外业务中获得了可观的利润。,sustancial; considerable,La empresa obtuvo un beneficio sustancial de sus operaciones en el extranjero.,đáng kể,Công ty đã đầu tư một khoản đáng kể vào nghiên cứu và phát triển.,จำนวนมาก,บริษัทลงทุนจำนวนมากในการวิจัยและพัฒนา,substansial,Perusahaan menginvestasikan jumlah yang substansial dalam penelitian dan pengembangan.
