english,example,ko_meaning,ko_example,ja_meaning,ja_example,zh_meaning,zh_example,es_meaning,es_example
felony,Understanding the felony is essential for making informed business decisions.,중죄,정보에 입각한 비즈니스 결정을 위해 중죄을/를 이해하는 것이 중요합니다.,重罪,情報に基づくビジネス判断のために重罪を理解することが重要です。,重罪,了解重罪对于做出明智的商业决策至关重要。,"delito grave, crimen mayor",Comprender el delito grave es esencial para tomar decisiones comerciales informadas.
fervent,The fervent results of the pilot program encouraged further investment.,열렬한,파일럿 프로그램의 열렬한 결과가 추가 투자를 촉진했습니다.,熱烈な,パイロットプログラムの熱烈な結果がさらなる投資を促進しました。,热切的,试点项目的热切的结果鼓励了进一步的投资。,"ferviente, apasionado, con gran entusiasmo",Los resultados fervientes del programa piloto fomentaron una mayor inversión.
fiasco,The company's fiasco has been a topic of discussion at recent board meetings.,대실패,회사의 대실패이/가 최근 이사회에서 논의 주제가 되었습니다.,大失敗,会社の大失敗は最近の取締役会で議論のトピックとなっています。,惨败,公司的惨败已成为近期董事会会议的讨论话题。,"fiasco, fracaso total y vergonzoso",El fiasco de la empresa ha sido tema de debate en las reuniones recientes de la junta.
fidelity,The company's fidelity has been a topic of discussion at recent board meetings.,충실,회사의 충실이/가 최근 이사회에서 논의 주제가 되었습니다.,忠実,会社の忠実は最近の取締役会で議論のトピックとなっています。,忠诚,公司的忠诚已成为近期董事会会议的讨论话题。,"fidelidad, lealtad, cumplimiento fiel",La fidelidad de la empresa ha sido tema de debate en las reuniones recientes de la junta.
figurehead,The new figurehead will be implemented across all departments starting next month.,명목상 수장,새로운 명목상 수장이/가 다음 달부터 모든 부서에 시행될 것입니다.,名目上の長,新しい名目上の長は来月からすべての部門で実施されます。,名义领导,新的名义领导将从下月起在所有部门实施。,"figura representativa sin poder real, líder nominal",La nueva figura representativa se implementará en todos los departamentos a partir del próximo mes.
finesse,Management addressed concerns regarding the finesse at the annual conference.,수완,경영진은 연례 회의에서 수완에 관한 우려를 다루었습니다.,手腕,経営陣は年次会議で手腕に関する懸念に対処しました。,技巧,管理层在年度会议上讨论了有关技巧的问题。,"destreza, habilidad sutil y elegante",La dirección abordó las preocupaciones sobre la destreza en la conferencia anual.
fledge,Management addressed concerns regarding the fledge at the annual conference.,날개가 나다,경영진은 연례 회의에서 날개가 나다에 관한 우려를 다루었습니다.,巣立つ,経営陣は年次会議で巣立つに関する懸念に対処しました。,羽翼丰满,管理层在年度会议上讨论了有关羽翼丰满的问题。,"desarrollarse, adquirir madurez y autonomía",La dirección abordó las preocupaciones sobre el desarrollo en la conferencia anual.
flounder,The new flounder will be implemented across all departments starting next month.,허우적거리다,새로운 허우적거리다이/가 다음 달부터 모든 부서에 시행될 것입니다.,もがく,新しいもがくは来月からすべての部門で実施されます。,挣扎,新的挣扎将从下月起在所有部门实施。,"luchar, dificultarse, no progresar",La nueva iniciativa parece estar dificultándose en todos los departamentos a partir del próximo mes.
flux,The new flux will be implemented across all departments starting next month.,유동,새로운 유동이/가 다음 달부터 모든 부서에 시행될 것입니다.,流動,新しい流動は来月からすべての部門で実施されます。,流动,新的流动将从下月起在所有部门实施。,"flujo, estado de cambio o movimiento constante",El nuevo estado de flujo se implementará en todos los departamentos a partir del próximo mes.
footprint,The company's footprint has been a topic of discussion at recent board meetings.,발자국,회사의 발자국이/가 최근 이사회에서 논의 주제가 되었습니다.,足跡,会社の足跡は最近の取締役会で議論のトピックとなっています。,足迹,公司的足迹已成为近期董事会会议的讨论话题。,"huella, presencia o alcance de una organización",La huella de la empresa ha sido tema de debate en las reuniones recientes de la junta.
foray,A detailed analysis of the foray was included in the quarterly report.,진출,진출에 대한 상세한 분석이 분기 보고서에 포함되었습니다.,進出,進出の詳細な分析が四半期報告書に含まれていました。,涉足,季度报告中包含了对涉足的详细分析。,"incursión, primera entrada en un ámbito nuevo",Un análisis detallado de la incursión se incluyó en el reporte trimestral.
foregoing,A foregoing perspective is needed to evaluate the long-term business impact.,앞서 말한,장기적 사업 영향을 평가하려면 앞서 말한 관점이 필요합니다.,前述の,長期的なビジネスへの影響を評価するには前述の視点が必要です。,前述的,评估长期商业影响需要前述的的视角。,"lo antedicho, mencionado anteriormente",Se necesita una perspectiva sobre lo antedicho para evaluar el impacto empresarial a largo plazo.
foresight,A thorough review of the foresight revealed several areas for improvement.,선견지명,선견지명에 대한 철저한 검토에서 여러 개선 영역이 밝혀졌습니다.,先見の明,先見の明の徹底的なレビューにより、いくつかの改善点が明らかになりました。,远见,对远见的全面审查揭示了几个需要改进的领域。,"previsión, capacidad de anticiparse al futuro",Una revisión exhaustiva de la previsión reveló varias áreas de mejora.
forestall,The forestall requires careful consideration before any final decisions are made.,선수를 치다,선수를 치다은/는 최종 결정을 내리기 전에 신중한 고려가 필요합니다.,先手を打つ,先手を打つは最終決定を下す前に慎重な検討が必要です。,预先阻止,预先阻止在做出最终决定之前需要仔细考虑。,"anticiparse, prevenir que algo ocurra",La capacidad de anticiparse requiere una consideración cuidadosa antes de tomar cualquier decisión final.
forfeiture,Management addressed concerns regarding the forfeiture at the annual conference.,몰수,경영진은 연례 회의에서 몰수에 관한 우려를 다루었습니다.,没収,経営陣は年次会議で没収に関する懸念に対処しました。,没收,管理层在年度会议上讨论了有关没收的问题。,"confiscación, pérdida de bienes como sanción",La dirección abordó las preocupaciones sobre la confiscación en la conferencia anual.
forthcoming,Experts believe the forthcoming will significantly impact the industry going forward.,다가오는,전문가들은 다가오는이/가 향후 산업에 상당한 영향을 미칠 것으로 보고 있습니다.,来たるべき,専門家は来たるべきが今後業界に大きな影響を与えると考えています。,即将到来的,专家认为即将到来的将对行业未来产生重大影响。,"próximo, disponible, cooperativo",Los expertos creen que los próximos cambios impactarán significativamente la industria en el futuro.
foster,Stakeholders expect the organization to foster within the next fiscal year.,촉진하다,이해관계자들은 조직이 다음 회계연도 내에 촉진하다기를 기대합니다.,促進する,利害関係者は組織が次の会計年度内に促進することを期待しています。,培育,利益相关者期望组织在下一财政年度内培育。,"fomentar, cultivar, promover el desarrollo",Los accionistas esperan que la organización fomente la innovación dentro del próximo año fiscal.
frailty,The new frailty will be implemented across all departments starting next month.,허약함,새로운 허약함이/가 다음 달부터 모든 부서에 시행될 것입니다.,脆弱さ,新しい脆弱さは来月からすべての部門で実施されます。,脆弱,新的脆弱将从下月起在所有部门实施。,"fragilidad, debilidad, falta de resistencia",La nueva fragilidad se implementará en todos los departamentos a partir del próximo mes.
fray,The fray plays a critical role in the company's long-term strategic planning.,마찰,마찰은/는 회사의 장기 전략 계획에서 중요한 역할을 합니다.,摩擦,摩擦は会社の長期戦略計画において重要な役割を果たしています。,磨损,磨损在公司的长期战略规划中起着关键作用。,"rozamiento, desgaste, conflicto menor",El rozamiento juega un papel fundamental en la planificación estratégica a largo plazo de la empresa.
frivolous,Maintaining a frivolous standard is essential for the company's brand reputation.,경솔한,경솔한 기준을 유지하는 것은 회사의 브랜드 평판에 필수적입니다.,軽薄な,軽薄な基準を維持することは会社のブランドの評判に不可欠です。,轻率的,维持轻率的标准对公司的品牌声誉至关重要。,"frívolo, sin seriedad ni propósito claro",Mantener estándares frívolo no es esencial para la reputación de marca de la empresa.
fruition,The fruition was carefully reviewed by the senior management team.,실현,실현은/는 고위 경영진에 의해 신중히 검토되었습니다.,実現,実現は上級管理チームによって慎重に検討されました。,实现,实现经过高级管理团队的仔细审查。,"realización, consumación de un objetivo",La realización fue revisada cuidadosamente por el equipo de alta dirección.
fugitive,Management addressed concerns regarding the fugitive at the annual conference.,도망자,경영진은 연례 회의에서 도망자에 관한 우려를 다루었습니다.,逃亡者,経営陣は年次会議で逃亡者に関する懸念に対処しました。,逃犯,管理层在年度会议上讨论了有关逃犯的问题。,"fugitivo, persona que huye de la justicia",La dirección abordó las preocupaciones sobre el fugitivo en la conferencia anual.
fulcrum,The new fulcrum will be implemented across all departments starting next month.,지렛대,새로운 지렛대이/가 다음 달부터 모든 부서에 시행될 것입니다.,支点,新しい支点は来月からすべての部門で実施されます。,支点,新的支点将从下月起在所有部门实施。,"fulcro, punto de apoyo o pivote",El nuevo fulcro se implementará en todos los departamentos a partir del próximo mes.
furlough,The furlough was carefully reviewed by the senior management team.,일시 해고,일시 해고은/는 고위 경영진에 의해 신중히 검토되었습니다.,一時解雇,一時解雇は上級管理チームによって慎重に検討されました。,休假,休假经过高级管理团队的仔细审查。,"licencia temporal, suspensión temporal del empleo",La licencia temporal fue revisada cuidadosamente por el equipo de alta dirección.
gallant,The team found the new regulations to be quite gallant in their scope.,용감한,팀은 새로운 규정이 범위에서 상당히 용감한다는 것을 발견했습니다.,勇敢な,チームは新しい規制がその範囲においてかなり勇敢なであることを発見しました。,英勇的,团队发现新法规在范围上相当英勇的。,"galante, valiente, cortés y noble",El equipo encontró que las nuevas regulaciones eran bastante galantes en su alcance.
gambit,The gambit plays a critical role in the company's long-term strategic planning.,전략,전략은/는 회사의 장기 전략 계획에서 중요한 역할을 합니다.,戦略,戦略は会社の長期戦略計画において重要な役割を果たしています。,策略,策略在公司的长期战略规划中起着关键作用。,"gambito, maniobra estratégica inicial",El gambito juega un papel fundamental en la planificación estratégica a largo plazo de la empresa.
garnish,It is essential to garnish in order to maintain our competitive advantage.,압류하다,경쟁 우위를 유지하기 위해 압류하다는 것이 필수적입니다.,差し押さえる,競争優位を維持するために差し押さえることが不可欠です。,扣押,为了保持竞争优势，扣押是至关重要的。,"embargar, retener bienes o salario",Es esencial embargar los activos pertinentes para mantener nuestra ventaja competitiva.
gauntlet,A detailed analysis of the gauntlet was included in the quarterly report.,시련,시련에 대한 상세한 분석이 분기 보고서에 포함되었습니다.,試練,試練の詳細な分析が四半期報告書に含まれていました。,考验,季度报告中包含了对考验的详细分析。,"desafío, prueba difícil que debe superarse",Un análisis detallado del desafío se incluyó en el reporte trimestral.
germane,The CEO announced plans to germane across all regional office locations.,관련 있는,CEO는 모든 지역 사무소에 걸쳐 관련 있는 계획을 발표했습니다.,関連のある,CEOはすべての地域オフィスにわたって関連のある計画を発表しました。,相关的,首席执行官宣布了在所有区域办事处相关的的计划。,"pertinente, relacionado con el asunto en cuestión",El CEO anunció planes pertinentes para todas las oficinas regionales.
gestation,Management addressed concerns regarding the gestation at the annual conference.,임신기간,경영진은 연례 회의에서 임신기간에 관한 우려를 다루었습니다.,妊娠期間,経営陣は年次会議で妊娠期間に関する懸念に対処しました。,孕育期,管理层在年度会议上讨论了有关孕育期的问题。,"gestación, período de desarrollo de un proyecto",La dirección abordó las preocupaciones sobre el período de gestación en la conferencia anual.
glean,The team was instructed to glean following the recent policy update.,수집하다,팀은 최근 정책 업데이트에 따라 수집하다도록 지시받았습니다.,収集する,チームは最近の方針変更に従い収集するよう指示されました。,搜集,团队被指示根据最近的政策更新搜集。,"recopilar, extraer información de diversas fuentes",El equipo fue instruido para recopilar datos siguiendo la reciente actualización de políticas.
grapple,The company decided to grapple in response to the changing market conditions.,씨름하다,회사는 변화하는 시장 상황에 대응하여 씨름하다기로 결정했습니다.,取り組む,会社は変化する市場状況に対応して取り組むことを決定しました。,努力解决,公司决定努力解决以应对不断变化的市场状况。,"lidiar con, enfrentarse a un problema difícil",La empresa decidió lidiar con los desafíos en respuesta a las cambiantes condiciones del mercado.
gratuitous,Experts believe the gratuitous will significantly impact the industry going forward.,무상의,전문가들은 무상의이/가 향후 산업에 상당한 영향을 미칠 것으로 보고 있습니다.,無償の,専門家は無償のが今後業界に大きな影響を与えると考えています。,无偿的,专家认为无偿的将对行业未来产生重大影响。,"gratuito, sin fundamento o justificación",Los expertos creen que los cambios gratuitos impactarán negativamente la industria en el futuro.
greenfield,The company's greenfield has been a topic of discussion at recent board meetings.,그린필드,회사의 그린필드이/가 최근 이사회에서 논의 주제가 되었습니다.,グリーンフィールド,会社のグリーンフィールドは最近の取締役会で議論のトピックとなっています。,绿地,公司的绿地已成为近期董事会会议的讨论话题。,"campo sin desarrollar, proyecto iniciado desde cero",El campo sin desarrollar de la empresa ha sido tema de debate en las reuniones recientes de la junta.
grievous,Maintaining a grievous standard is essential for the company's brand reputation.,심각한,심각한 기준을 유지하는 것은 회사의 브랜드 평판에 필수적입니다.,重大な,重大な基準を維持することは会社のブランドの評判に不可欠です。,严重的,维持严重的标准对公司的品牌声誉至关重要。,"grave, muy serio o doloroso",Mantener estándares graves es esencial para la reputación de marca de la empresa.
grooming,Experts believe the grooming will significantly impact the industry going forward.,육성,전문가들은 육성이/가 향후 산업에 상당한 영향을 미칠 것으로 보고 있습니다.,育成,専門家は育成が今後業界に大きな影響を与えると考えています。,培养,专家认为培养将对行业未来产生重大影响。,"formación, desarrollo y preparación de talentos",Los expertos creen que la formación de talentos impactará significativamente la industria en el futuro.
groundswell,A detailed analysis of the groundswell was included in the quarterly report.,여론의 고조,여론의 고조에 대한 상세한 분석이 분기 보고서에 포함되었습니다.,世論の高まり,世論の高まりの詳細な分析が四半期報告書に含まれていました。,民意高涨,季度报告中包含了对民意高涨的详细分析。,"auge de la opinión pública, movimiento popular creciente",Un análisis detallado del auge de la opinión pública se incluyó en el reporte trimestral.
gubernatorial,A detailed analysis of the gubernatorial was included in the quarterly report.,주지사의,주지사의에 대한 상세한 분석이 분기 보고서에 포함되었습니다.,知事の,知事のの詳細な分析が四半期報告書に含まれていました。,州长的,季度报告中包含了对州长的的详细分析。,"gubernatorial, relativo al cargo de gobernador",Un análisis detallado de la elección gubernatorial se incluyó en el reporte trimestral.
habitual,The report highlighted several habitual factors affecting the quarterly results.,습관적인,보고서는 분기 실적에 영향을 미치는 여러 습관적인 요소를 강조했습니다.,習慣的な,報告書は四半期の業績に影響を与えるいくつかの習慣的な要因を強調しました。,习惯性的,报告强调了影响季度业绩的几个习惯性的因素。,"habitual, acostumbrado, que se hace por costumbre",El informe destacó varios factores habituales que afectaron los resultados trimestrales.
haphazard,It is important to take a haphazard approach when handling client relationships.,무계획적인,고객 관계를 처리할 때 무계획적인 접근 방식을 취하는 것이 중요합니다.,行き当たりばったりの,顧客関係を扱う際に行き当たりばったりのアプローチを取ることが重要です。,随意的,在处理客户关系时采取随意的的方法很重要。,"haphazard, sin orden ni planificación",Es importante no adoptar un enfoque desordenado al manejar las relaciones con los clientes.
haven,A detailed analysis of the haven was included in the quarterly report.,안식처,안식처에 대한 상세한 분석이 분기 보고서에 포함되었습니다.,避難所,避難所の詳細な分析が四半期報告書に含まれていました。,避风港,季度报告中包含了对避风港的详细分析。,"refugio, lugar seguro, puerto de abrigo",Un análisis detallado del refugio se incluyó en el reporte trimestral.
headway,Understanding the headway is essential for making informed business decisions.,진전,정보에 입각한 비즈니스 결정을 위해 진전을/를 이해하는 것이 중요합니다.,進展,情報に基づくビジネス判断のために進展を理解することが重要です。,进展,了解进展对于做出明智的商业决策至关重要。,"progreso, avance hacia una meta",Comprender el progreso es esencial para tomar decisiones comerciales informadas.
hegemony,The hegemony plays a critical role in the company's long-term strategic planning.,패권,패권은/는 회사의 장기 전략 계획에서 중요한 역할을 합니다.,覇権,覇権は会社の長期戦略計画において重要な役割を果たしています。,霸权,霸权在公司的长期战略规划中起着关键作用。,"hegemonía, dominio o liderazgo predominante",La hegemonía juega un papel fundamental en la planificación estratégica a largo plazo de la empresa.
herald,The team was instructed to herald following the recent policy update.,알리다,팀은 최근 정책 업데이트에 따라 알리다도록 지시받았습니다.,告げる,チームは最近の方針変更に従い告げるよう指示されました。,预示,团队被指示根据最近的政策更新预示。,"anunciar, presagiar, ser señal de",El equipo fue instruido para anunciar los nuevos cambios siguiendo la reciente actualización de políticas.
heterogeneous,It is important to take a heterogeneous approach when handling client relationships.,이질적인,고객 관계를 처리할 때 이질적인 접근 방식을 취하는 것이 중요합니다.,異質の,顧客関係を扱う際に異質のアプローチを取ることが重要です。,异质的,在处理客户关系时采取异质的的方法很重要。,"heterogéneo, compuesto por elementos distintos",Es importante adoptar un enfoque heterogéneo al manejar las relaciones con los clientes.
hiatus,Experts believe the hiatus will significantly impact the industry going forward.,중단,전문가들은 중단이/가 향후 산업에 상당한 영향을 미칠 것으로 보고 있습니다.,中断,専門家は中断が今後業界に大きな影響を与えると考えています。,间断,专家认为间断将对行业未来产生重大影响。,"pausa, interrupción temporal",Los expertos creen que la pausa impactará significativamente la industria en el futuro.
hindrance,Understanding the hindrance is essential for making informed business decisions.,장애,정보에 입각한 비즈니스 결정을 위해 장애을/를 이해하는 것이 중요합니다.,障害,情報に基づくビジネス判断のために障害を理解することが重要です。,障碍,了解障碍对于做出明智的商业决策至关重要。,"obstáculo, impedimento que dificulta el progreso",Comprender el obstáculo es esencial para tomar decisiones comerciales informadas.
hoarding,Management addressed concerns regarding the hoarding at the annual conference.,비축,경영진은 연례 회의에서 비축에 관한 우려를 다루었습니다.,買い占め,経営陣は年次会議で買い占めに関する懸念に対処しました。,囤积,管理层在年度会议上讨论了有关囤积的问题。,"acaparamiento, almacenamiento excesivo de bienes",La dirección abordó las preocupaciones sobre el acaparamiento en la conferencia anual.
homologous,The homologous requires careful consideration before any final decisions are made.,상동의,상동의은/는 최종 결정을 내리기 전에 신중한 고려가 필요합니다.,相同の,相同のは最終決定を下す前に慎重な検討が必要です。,同源的,同源的在做出最终决定之前需要仔细考虑。,"homólogo, con la misma estructura o función",El elemento homólogo requiere una consideración cuidadosa antes de tomar cualquier decisión final.
honorarium,The honorarium was carefully reviewed by the senior management team.,사례금,사례금은/는 고위 경영진에 의해 신중히 검토되었습니다.,謝礼,謝礼は上級管理チームによって慎重に検討されました。,酬金,酬金经过高级管理团队的仔细审查。,"honorario, pago simbólico por servicios profesionales",El honorario fue revisado cuidadosamente por el equipo de alta dirección.
hostile takeover,A detailed analysis of the hostile takeover was included in the quarterly report.,적대적 인수,적대적 인수에 대한 상세한 분석이 분기 보고서에 포함되었습니다.,敵対的買収,敵対的買収の詳細な分析が四半期報告書に含まれていました。,敌意收购,季度报告中包含了对敌意收购的详细分析。,"adquisición hostil, toma de control no deseada de una empresa",Un análisis detallado de la adquisición hostil se incluyó en el reporte trimestral.
hub,A detailed analysis of the hub was included in the quarterly report.,중심지,중심지에 대한 상세한 분석이 분기 보고서에 포함되었습니다.,ハブ,ハブの詳細な分析が四半期報告書に含まれていました。,枢纽,季度报告中包含了对枢纽的详细分析。,"centro neurálgico, eje de una red o actividad",Un análisis detallado del centro neurálgico se incluyó en el reporte trimestral.
humane,The humane nature of the proposal raised concerns among board members.,인도적인,제안의 인도적인 성격이 이사회 구성원들 사이에서 우려를 제기했습니다.,人道的な,提案の人道的な性質が取締役会メンバーの間で懸念を引き起こしました。,人道的,提案的人道的性质引起了董事会成员的关切。,"humano, compasivo, que trata con dignidad",La naturaleza humana de la propuesta generó interés entre los miembros de la junta.
hurdle,Experts believe the hurdle will significantly impact the industry going forward.,장애물,전문가들은 장애물이/가 향후 산업에 상당한 영향을 미칠 것으로 보고 있습니다.,ハードル,専門家はハードルが今後業界に大きな影響を与えると考えています。,障碍,专家认为障碍将对行业未来产生重大影响。,"obstáculo, barrera que debe superarse",Los expertos creen que el obstáculo impactará significativamente la industria en el futuro.
hybrid,A detailed analysis of the hybrid was included in the quarterly report.,혼합의,혼합의에 대한 상세한 분석이 분기 보고서에 포함되었습니다.,ハイブリッドの,ハイブリッドのの詳細な分析が四半期報告書に含まれていました。,混合的,季度报告中包含了对混合的的详细分析。,"híbrido, que combina elementos de dos tipos distintos",Un análisis detallado del modelo híbrido se incluyó en el reporte trimestral.
hyperinflation,Management addressed concerns regarding the hyperinflation at the annual conference.,초인플레이션,경영진은 연례 회의에서 초인플레이션에 관한 우려를 다루었습니다.,ハイパーインフレ,経営陣は年次会議でハイパーインフレに関する懸念に対処しました。,恶性通胀,管理层在年度会议上讨论了有关恶性通胀的问题。,"hiperinflación, aumento extremo y descontrolado de precios",La dirección abordó las preocupaciones sobre la hiperinflación en la conferencia anual.
hypothecate,The committee recommended that the company hypothecate to reduce operational risks.,저당 잡히다,위원회는 운영 위험을 줄이기 위해 회사가 저당 잡히다도록 권고했습니다.,担保に入れる,委員会は運営リスクを削減するために会社が担保に入れることを推奨しました。,抵押,委员会建议公司抵押以降低运营风险。,"hipotecar, dar en garantía un bien inmueble",El comité recomendó que la empresa hipotecara activos para reducir los riesgos operativos.
idiosyncrasy,The idiosyncrasy plays a critical role in the company's long-term strategic planning.,특이성,특이성은/는 회사의 장기 전략 계획에서 중요한 역할을 합니다.,特異性,特異性は会社の長期戦略計画において重要な役割を果たしています。,特质,特质在公司的长期战略规划中起着关键作用。,"idiosincrasia, característica particular y distintiva",La idiosincrasia juega un papel fundamental en la planificación estratégica a largo plazo de la empresa.
illiquid,Maintaining a illiquid standard is essential for the company's brand reputation.,비유동적인,비유동적인 기준을 유지하는 것은 회사의 브랜드 평판에 필수적입니다.,非流動的な,非流動的な基準を維持することは会社のブランドの評判に不可欠です。,非流动性的,维持非流动性的标准对公司的品牌声誉至关重要。,"ilíquido, que no puede convertirse fácilmente en efectivo",Mantener activos ilíquidos no es esencial para la reputación de marca de la empresa.
immaterial,The company's immaterial has been a topic of discussion at recent board meetings.,중요하지 않은,회사의 중요하지 않은이/가 최근 이사회에서 논의 주제가 되었습니다.,重要でない,会社の重要でないは最近の取締役会で議論のトピックとなっています。,不重要的,公司的不重要的已成为近期董事会会议的讨论话题。,"irrelevante, que no tiene importancia para el caso",Lo irrelevante de la empresa ha sido tema de debate en las reuniones recientes de la junta.
immerse,The team was instructed to immerse following the recent policy update.,몰두하다,팀은 최근 정책 업데이트에 따라 몰두하다도록 지시받았습니다.,没頭する,チームは最近の方針変更に従い没頭するよう指示されました。,沉浸,团队被指示根据最近的政策更新沉浸。,"sumergirse, absorber completamente la atención",El equipo fue instruido para sumergirse en los nuevos procedimientos siguiendo la reciente actualización.
impasse,The new impasse will be implemented across all departments starting next month.,교착,새로운 교착이/가 다음 달부터 모든 부서에 시행될 것입니다.,行き詰まり,新しい行き詰まりは来月からすべての部門で実施されます。,僵局,新的僵局将从下月起在所有部门实施。,"impasse, punto muerto, situación sin salida",El nuevo impasse se implementará en todos los departamentos a partir del próximo mes.
impeccable,Experts believe the impeccable will significantly impact the industry going forward.,흠잡을 데 없는,전문가들은 흠잡을 데 없는이/가 향후 산업에 상당한 영향을 미칠 것으로 보고 있습니다.,申し分のない,専門家は申し分のないが今後業界に大きな影響を与えると考えています。,无可挑剔的,专家认为无可挑剔的将对行业未来产生重大影响。,"impecable, sin defecto ni error",Los expertos creen que el desempeño impecable impactará significativamente la industria en el futuro.
impetus,A detailed analysis of the impetus was included in the quarterly report.,추진력,추진력에 대한 상세한 분석이 분기 보고서에 포함되었습니다.,推進力,推進力の詳細な分析が四半期報告書に含まれていました。,推动力,季度报告中包含了对推动力的详细分析。,"ímpetu, fuerza motriz o impulso",Un análisis detallado del ímpetu se incluyó en el reporte trimestral.
impinge,It is essential to impinge in order to maintain our competitive advantage.,영향을 미치다,경쟁 우위를 유지하기 위해 영향을 미치다는 것이 필수적입니다.,影響を与える,競争優位を維持するために影響を与えることが不可欠です。,侵犯,为了保持竞争优势，侵犯是至关重要的。,"afectar, incidir, interferir en algo",Es esencial gestionar cómo las decisiones afectan para mantener nuestra ventaja competitiva.
implore,Stakeholders expect the organization to implore within the next fiscal year.,간청하다,이해관계자들은 조직이 다음 회계연도 내에 간청하다기를 기대합니다.,懇願する,利害関係者は組織が次の会計年度内に懇願することを期待しています。,恳求,利益相关者期望组织在下一财政年度内恳求。,"implorar, rogar con gran urgencia",Los accionistas esperan que la organización implore el apoyo dentro del próximo año fiscal.
impoverish,Senior executives were asked to impoverish before the next quarterly review.,빈곤하게 하다,고위 임원들은 다음 분기 검토 전에 빈곤하게 하다도록 요청받았습니다.,貧困にする,上級幹部は次の四半期レビューの前に貧困にするよう求められました。,使贫困,高管们被要求在下季度审查之前使贫困。,"empobrecer, dejar sin recursos",Se pidió a los altos ejecutivos que evitaran empobrecer al equipo antes de la próxima revisión.
impregnable,A detailed analysis of the impregnable was included in the quarterly report.,난공불락의,난공불락의에 대한 상세한 분석이 분기 보고서에 포함되었습니다.,難攻不落の,難攻不落のの詳細な分析が四半期報告書に含まれていました。,坚不可摧的,季度报告中包含了对坚不可摧的的详细分析。,"inexpugnable, imposible de conquistar o refutar",Un análisis detallado de la posición inexpugnable se incluyó en el reporte trimestral.
impropriety,The new impropriety will be implemented across all departments starting next month.,부적절,새로운 부적절이/가 다음 달부터 모든 부서에 시행될 것입니다.,不適切,新しい不適切は来月からすべての部門で実施されます。,不当行为,新的不当行为将从下月起在所有部门实施。,"impropiedad, comportamiento inapropiado o indecoroso",La nueva impropiedad se implementará en todos los departamentos a partir del próximo mes.
impunity,The impunity was carefully reviewed by the senior management team.,처벌 면제,처벌 면제은/는 고위 경영진에 의해 신중히 검토되었습니다.,不処罰,不処罰は上級管理チームによって慎重に検討されました。,不受惩罚,不受惩罚经过高级管理团队的仔细审查。,"impunidad, ausencia de castigo por una falta",La impunidad fue revisada cuidadosamente por el equipo de alta dirección.
incapacitate,The board voted to incapacitate as part of the new corporate strategy.,무능력하게 하다,이사회는 새로운 기업 전략의 일환으로 무능력하게 하다기로 투표했습니다.,無能力にする,取締役会は新しい企業戦略の一環として無能力にすることを決議しました。,使丧失能力,董事会投票使丧失能力作为新企业战略的一部分。,"incapacitar, privar de capacidad o funcionalidad",La junta votó para no incapacitar al equipo como parte de la nueva estrategia corporativa.
incendiary,Understanding the incendiary is essential for making informed business decisions.,방화의,정보에 입각한 비즈니스 결정을 위해 방화의을/를 이해하는 것이 중요합니다.,放火の,情報に基づくビジネス判断のために放火のを理解することが重要です。,煽动性的,了解煽动性的对于做出明智的商业决策至关重要。,"incendiario, que incita o provoca conflictos",Comprender el lenguaje incendiario es esencial para tomar decisiones comerciales informadas.
incessant,The new incessant will be implemented across all departments starting next month.,끊임없는,새로운 끊임없는이/가 다음 달부터 모든 부서에 시행될 것입니다.,絶え間ない,新しい絶え間ないは来月からすべての部門で実施されます。,不断的,新的不断的将从下月起在所有部门实施。,"incesante, continuo sin interrupción",El nuevo proceso incesante se implementará en todos los departamentos a partir del próximo mes.
incidental,A incidental analysis of the data revealed unexpected trends in the market.,부수적인,데이터에 대한 부수적인 분석은 시장에서 예상치 못한 추세를 보여주었습니다.,付随的な,データの付随的な分析により、市場の予期しないトレンドが明らかになりました。,附带的,对数据的附带的分析揭示了市场中意想不到的趋势。,"incidental, secundario, que ocurre de forma accesoria",Un análisis incidental de los datos reveló tendencias inesperadas en el mercado.
incipient,The incipient requires careful consideration before any final decisions are made.,초기의,초기의은/는 최종 결정을 내리기 전에 신중한 고려가 필요합니다.,初期の,初期のは最終決定を下す前に慎重な検討が必要です。,初期的,初期的在做出最终决定之前需要仔细考虑。,"incipiente, en sus primeras etapas de desarrollo",El proyecto incipiente requiere una consideración cuidadosa antes de tomar cualquier decisión final.
incisive,The report highlighted several incisive factors affecting the quarterly results.,예리한,보고서는 분기 실적에 영향을 미치는 여러 예리한 요소를 강조했습니다.,鋭い,報告書は四半期の業績に影響を与えるいくつかの鋭い要因を強調しました。,尖锐的,报告强调了影响季度业绩的几个尖锐的因素。,"incisivo, penetrante, que va al fondo del asunto",El informe destacó varios factores incisivos que afectaron los resultados trimestrales.
inclination,The new inclination will be implemented across all departments starting next month.,경향,새로운 경향이/가 다음 달부터 모든 부서에 시행될 것입니다.,傾向,新しい傾向は来月からすべての部門で実施されます。,倾向,新的倾向将从下月起在所有部门实施。,"inclinación, tendencia natural hacia algo",La nueva inclinación se implementará en todos los departamentos a partir del próximo mes.
