english,example,ko_meaning,ko_example,ja_meaning,ja_example,zh_meaning,zh_example,es_meaning,es_example
malfeasant,The malfeasant officer was removed from the board following the ethics investigation.,불법 행위자,그 부정행위를 한 임원은 윤리 조사 후 이사회에서 해임되었다.,不正行為者,不正行為を行った役員は倫理調査を受けて取締役会から解任された。,违法者,在道德调查后，该不法行为者被从董事会中除名。,"descontento, inconforme, rebelde",Varios empleados descontentos organizaron una protesta contra los nuevos cambios de política laboral.
malpractice,The firm faced a malpractice lawsuit for providing negligent financial advisory services.,의료 과실,회사는 과실의 재무 자문 서비스를 제공한 것에 대해 의료 과실 소송에 직면했다.,医療過誤,会社は過失の財務アドバイザリーサービスを提供したとして過誤訴訟に直面した。,医疗事故,该公司因提供疏忽的财务咨询服务而面临渎职诉讼。,"funcionario corrupto, infractor",El funcionario infractor fue removido de la junta tras la investigación ética.
mandamus,The plaintiff obtained a writ of mandamus compelling the agency to release the documents.,직무 집행 명령,원고는 기관에 문서 공개를 강제하는 직무 집행 영장을 받았다.,職務執行命令,原告は機関に文書の公開を強制する職務執行令状を取得した。,训令,原告获得了强制该机构公开文件的执行令。,"mala práctica, negligencia profesional",La firma enfrentó una demanda por mala práctica al brindar servicios de asesoría financiera negligentes.
mandatary,The mandatary has the authority to act on behalf of the principal in negotiations.,수임자,수임인은 협상에서 위임인을 대신하여 행동할 권한이 있다.,受任者,受任者は交渉において委任者に代わって行動する権限を有する。,受托人,受托人有权在谈判中代表委托人行事。,"mandamiento judicial, auto de mandamus",El demandante obtuvo un mandamiento judicial obligando a la agencia a divulgar los documentos.
manifesto,The company published a corporate manifesto outlining its commitment to sustainable business practices.,선언문,회사는 지속 가능한 사업 관행에 대한 헌신을 설명하는 기업 선언문을 발표했다.,マニフェスト,会社は持続可能なビジネス慣行へのコミットメントを概説する企業マニフェストを発表した。,宣言,公司发表了一份企业宣言，概述了其对可持续商业实践的承诺。,"mandatario, representante con mandato",El mandatario tiene autoridad para actuar en nombre del mandante en las negociaciones.
manumission,The historical document recorded the manumission of workers from indentured labor contracts.,노예 해방,역사적 문서는 계약 노동에서 근로자의 해방을 기록했다.,奴隷解放,歴史的文書は年季奉公契約からの労働者の解放を記録した。,解放,历史文件记录了工人从契约劳动合同中获得解放。,"manifiesto, declaración de principios",La empresa publicó un manifiesto corporativo esbozando su compromiso con las prácticas comerciales sostenibles.
marginalize,The new policies risk marginalizing smaller suppliers in favor of large multinational vendors.,소외시키다,새 정책은 대형 다국적 공급업체를 선호하여 소규모 공급업체를 소외시킬 위험이 있다.,疎外する,新しい方針は大規模多国籍ベンダーを優遇して小規模サプライヤーを疎外するリスクがある。,边缘化,新政策有将小型供应商边缘化而偏向大型跨国供应商的风险。,"manumisión, liberación de la esclavitud",El documento histórico registraba la manumisión de trabajadores de los contratos de trabajo servil.
maritime,The company specializes in maritime insurance covering international commercial shipping routes.,해사의,회사는 국제 상업 해운 노선을 포함하는 해상 보험을 전문으로 한다.,海事の,会社は国際商業海運ルートを対象とする海上保険を専門としている。,海事的,公司专门从事覆盖国际商业航运航线的海上保险。,"marginalizar, excluir, relegar",Las nuevas políticas corren el riesgo de marginalizar a los proveedores más pequeños en favor de grandes proveedores multinacionales.
materialize,The projected cost savings from the merger failed to materialize in the first year.,실현되다,합병으로 인한 예상 비용 절감이 첫해에 실현되지 못했다.,実現する,合併による予測コスト削減は初年度に実現しなかった。,实现,合并预计的成本节省在第一年未能实现。,"marítimo, náutico, del mar",La empresa se especializa en seguros marítimos que cubren las rutas comerciales de envío internacional.
meander,The speaker tended to meander through unrelated topics during the investor presentation.,우회하다,연사는 투자자 프레젠테이션 중 무관한 주제로 횡설수설하는 경향이 있었다.,迂回する,講演者は投資家プレゼンテーション中に無関係なトピックに脱線する傾向があった。,蜿蜒,演讲者在投资者演示中倾向于偏离到不相关的话题。,"materializarse, hacerse realidad",Los ahorros de costes proyectados de la fusión no lograron materializarse en el primer año.
mechanism,The company established a formal mechanism for reporting workplace safety concerns anonymously.,메커니즘,회사는 직장 안전 우려 사항을 익명으로 보고하는 공식 메커니즘을 수립했다.,メカニズム,会社は職場の安全に関する懸念を匿名で報告するための正式なメカニズムを設けた。,机制,公司建立了匿名报告工作场所安全问题的正式机制。,"divagar, irse por las ramas",El orador tendía a divagar hacia temas no relacionados durante la presentación a inversores.
mediation,The parties agreed to mediation as a faster alternative to formal courtroom litigation.,조정,당사자들은 공식 법정 소송의 더 빠른 대안으로 중재에 동의했다.,調停,当事者は正式な法廷訴訟のより迅速な代替手段として調停に合意した。,调解,各方同意调解作为正式法庭诉讼的更快替代方案。,"mecanismo, sistema de funcionamiento",La empresa estableció un mecanismo formal para reportar de forma anónima los problemas de seguridad laboral.
megamerger,The megamerger between the two telecom giants created the world's largest communications company.,대형 합병,두 통신 대기업 간의 초대형 합병이 세계 최대의 통신 회사를 탄생시켰다.,大型合併,2つの通信大手間のメガマージャーが世界最大の通信会社を誕生させた。,大型合并,两家电信巨头之间的超级合并创建了世界上最大的通信公司。,"mediación, conciliación",Las partes acordaron la mediación como una alternativa más rápida al litigio formal en los tribunales.
meliorative,The government introduced meliorative policies to improve conditions for small business operators.,개량적인,정부는 소기업 운영자의 조건을 개선하기 위한 개선 정책을 도입했다.,改良的な,政府は中小企業経営者の条件を改善するための改善的政策を導入した。,改善的,政府推出了改善政策以改善小企业经营者的条件。,"megafusión, fusión de gigantes",La megafusión entre los dos gigantes de las telecomunicaciones creó la mayor empresa de comunicaciones del mundo.
mendicant,The charity provides financial support to mendicant individuals seeking to start small businesses.,구걸하는,자선 단체는 소규모 사업을 시작하려는 빈곤한 개인에게 재정 지원을 제공한다.,物乞いの,慈善団体は小規模ビジネスの開始を目指す貧困者に財政支援を提供する。,乞讨的,慈善机构为寻求创办小企业的贫困个人提供财务支持。,"meliorativo, que busca mejorar",El gobierno introdujo políticas meliorativas para mejorar las condiciones de los pequeños operadores empresariales.
mentorship,The executive mentorship program pairs senior leaders with promising junior team members.,멘토링,임원 멘토십 프로그램은 선임 리더와 유망한 주니어 팀 구성원을 짝짓는다.,メンターシップ,エグゼクティブメンタリングプログラムはシニアリーダーと有望なジュニアチームメンバーをペアにする。,导师制,高管导师计划将高级领导者与有前途的初级团队成员配对。,"mendicante, que mendiga, necesitado",La organización benéfica proporciona apoyo financiero a personas necesitadas que buscan iniciar pequeños negocios.
mercenary,The company's mercenary approach to acquisitions prioritized short-term profits over long-term value.,용병의,회사의 이기적인 인수 접근 방식은 장기적 가치보다 단기 이익을 우선시했다.,傭兵の,会社の利己的な買収アプローチは長期的価値よりも短期的利益を優先した。,雇佣的,公司唯利是图的收购方式优先考虑短期利润而非长期价值。,"mentoría, tutela profesional",El programa de mentoría ejecutiva empareja a líderes sénior con prometedores miembros junior del equipo.
merger,The merger between the two pharmaceutical companies created an industry-leading powerhouse.,합병,두 제약 회사 간의 합병이 업계를 선도하는 기업을 탄생시켰다.,合併,2つの製薬会社の合併が業界をリードする企業を誕生させた。,合并,两家制药公司的合并创建了行业领先的企业。,"mercenario, motivado solo por el dinero",El enfoque mercenario de la empresa en las adquisiciones priorizaba las ganancias a corto plazo sobre el valor a largo plazo.
meticulous,The accountant's meticulous attention to detail prevented several potential reporting errors.,꼼꼼한,회계사의 세부 사항에 대한 꼼꼼한 주의가 여러 잠재적 보고 오류를 방지했다.,細心な,会計士の細部への綿密な注意がいくつかの潜在的な報告誤りを防いだ。,一丝不苟的,会计师对细节的一丝不苟防止了几个潜在的报告错误。,"fusión, unión de empresas",La fusión entre las dos compañías farmacéuticas creó un líder de la industria.
microeconomic,The study examines microeconomic factors that influence individual consumer purchasing decisions.,미시 경제의,연구는 개별 소비자 구매 결정에 영향을 미치는 미시경제적 요인을 조사한다.,ミクロ経済の,研究は個々の消費者の購買決定に影響を与えるミクロ経済的要因を検討する。,微观经济的,该研究考察了影响个人消费者购买决策的微观经济因素。,"meticuloso, minucioso, detallista",La meticulosa atención al detalle del contador evitó varios posibles errores de presentación de informes.
milestone,The company achieved a major milestone by reaching one billion dollars in annual revenue.,이정표,회사는 연간 수익 10억 달러를 달성하여 주요 이정표를 달성했다.,マイルストーン,会社は年間収益10億ドルに達するという大きなマイルストーンを達成した。,里程碑,公司实现了年收入达到十亿美元的重要里程碑。,"microeconómico, relativo a la microeconomía",El estudio examina los factores microeconómicos que influyen en las decisiones de compra de los consumidores individuales.
militia,The corporation's private security force was sometimes compared to a corporate militia.,민병대,기업의 민간 보안 부대는 때때로 기업 민병대에 비유되었다.,民兵,企業の民間セキュリティ部隊は時に企業の民兵に例えられた。,民兵,公司的私人安保力量有时被比作企业民兵。,"hito, logro significativo",La empresa alcanzó un importante hito al llegar a mil millones de dólares en ingresos anuales.
miscellaneous,The budget includes a category for miscellaneous expenses not covered by other line items.,잡다한,예산에는 다른 항목에 포함되지 않는 잡비 항목이 포함되어 있다.,雑多な,予算には他の項目でカバーされない雑費のカテゴリーが含まれている。,杂项的,预算包含一个用于其他项目未涵盖的杂项费用类别。,"milicia, fuerza paramilitar",La fuerza de seguridad privada de la corporación era a veces comparada con una milicia corporativa.
misdemeanor,The employee was charged with a misdemeanor for minor theft of company property.,경범죄,직원은 회사 자산의 경미한 절도로 경범죄로 기소되었다.,軽犯罪,従業員は会社財産の軽微な窃盗で軽犯罪で起訴された。,轻罪,该员工因轻微盗窃公司财产而被控轻罪。,"misceláneos, varios, de diversa naturaleza",El presupuesto incluye una categoría para gastos misceláneos no cubiertos por otras partidas.
misnomer,Calling this a partnership is a misnomer since one party controls all decisions.,잘못된 명칭,한 당사자가 모든 결정을 통제하므로 이것을 파트너십이라고 부르는 것은 잘못된 명칭이다.,誤称,一方の当事者がすべての決定を支配しているので、これをパートナーシップと呼ぶのは誤称である。,用词不当,称之为合伙关系是不恰当的，因为一方控制了所有决策。,"delito menor, falta, infracción",El empleado fue acusado de un delito menor por el robo de escasa cuantía de bienes de la empresa.
modicum,The proposal lacks even a modicum of evidence to support its financial projections.,소량,제안은 재무 예측을 뒷받침할 최소한의 증거도 부족하다.,少量,提案は財務予測を裏付ける最低限の証拠すら欠いている。,少量,该提案甚至缺乏支持其财务预测的最少证据。,"designación incorrecta, término equivocado",Llamar a esto una asociación es una designación incorrecta ya que una parte controla todas las decisiones.
mollify,The CEO's public apology helped mollify angry investors after the earnings disappointment.,달래다,CEO의 공개 사과가 실적 실망 후 분노한 투자자들을 달래는 데 도움이 되었다.,なだめる,CEOの公式謝罪が業績不振後の怒った投資家をなだめるのに役立った。,安抚,首席执行官的公开道歉帮助安抚了业绩令人失望后愤怒的投资者。,"mínima cantidad, pequeña porción",La propuesta carece incluso de un mínimo de evidencia para respaldar sus proyecciones financieras.
momentum,The company's growth momentum accelerated following the successful launch of new products.,추진력,새 제품의 성공적인 출시 이후 회사의 성장 모멘텀이 가속화되었다.,勢い,新製品の成功的な発売後、会社の成長モメンタムが加速した。,势头,新产品成功推出后，公司的增长势头加速。,"apaciguar, calmar, aplacar",La disculpa pública del director ejecutivo ayudó a apaciguar a los inversores enojados tras la decepcionante rentabilidad.
monetize,The company is exploring ways to monetize its vast database of customer information.,화폐화하다,회사는 방대한 고객 정보 데이터베이스를 수익화하는 방법을 모색하고 있다.,貨幣化する,会社は膨大な顧客情報データベースを収益化する方法を模索している。,货币化,公司正在探索将其庞大的客户信息数据库变现的方式。,"impulso, dinamismo, momento favorable",El impulso de crecimiento de la empresa se aceleró tras el exitoso lanzamiento de nuevos productos.
monograph,The economist published a monograph on the impact of monetary policy on housing markets.,단행본,경제학자는 통화 정책이 주택 시장에 미치는 영향에 대한 전문서를 출판했다.,モノグラフ,経済学者は金融政策が住宅市場に与える影響に関する専門書を出版した。,专著,经济学家发表了一篇关于货币政策对房地产市场影响的专著。,"monetizar, convertir en dinero",La empresa está explorando formas de monetizar su vasta base de datos de información de clientes.
monoply,The regulator took action to prevent the company from establishing a monopoly position.,독점,규제 기관은 회사가 독점적 지위를 확립하는 것을 방지하기 위해 조치를 취했다.,独占,規制当局は会社が独占的地位を確立することを防ぐために行動を起こした。,垄断,监管机构采取行动防止该公司建立垄断地位。,"monografía, estudio especializado",El economista publicó una monografía sobre el impacto de la política monetaria en los mercados inmobiliarios.
moot,The question of liability became moot after both parties agreed to settle out of court.,논쟁의 여지가 있는,양측이 법정 밖에서 합의하기로 한 후 책임 문제는 무의미해졌다.,議論の余地がある,両当事者が法廷外で和解に同意した後、責任の問題は学術的議論となった。,有争议的,在双方同意庭外和解后，责任问题变得没有实际意义了。,"monopolio, control exclusivo del mercado",El regulador tomó medidas para impedir que la empresa estableciera una posición de monopolio.
moralist,The corporate moralist advocated for stricter ethical standards in all business operations.,도덕가,기업 도덕주의자는 모든 사업 운영에서 더 엄격한 윤리 기준을 옹호했다.,道徳主義者,企業の道徳主義者はすべての事業運営においてより厳格な倫理基準を提唱した。,道德主义者,企业道德家倡导在所有商业运营中实行更严格的道德标准。,"discutible, hipotético, sin relevancia práctica",La cuestión de la responsabilidad quedó sin relevancia práctica cuando ambas partes acordaron resolver extrajudicialmente.
mores,Understanding local business mores is essential for successful international market expansion.,관습,현지 비즈니스 관습을 이해하는 것은 성공적인 국제 시장 확장에 필수적이다.,慣習,現地のビジネス慣習を理解することは国際市場展開の成功に不可欠である。,习俗,了解当地商业习俗对成功的国际市场扩张至关重要。,"moralista, defensor de la ética",El moralista corporativo abogó por estándares éticos más estrictos en todas las operaciones comerciales.
morphology,The morphology of the market has changed dramatically with the rise of digital commerce.,형태학,디지털 상거래의 부상으로 시장의 형태가 극적으로 변화했다.,形態学,デジタルコマースの台頭により市場の形態が劇的に変化した。,形态学,随着数字商务的兴起，市场的形态发生了巨大变化。,"costumbres, normas sociales",Comprender las costumbres empresariales locales es esencial para una exitosa expansión al mercado internacional.
mortify,The accounting mistake mortified the finance team during the public earnings presentation.,창피를 주다,회계 실수가 공개 실적 발표 중 재무팀을 당혹스럽게 했다.,恥をかかせる,会計上のミスが公開決算発表中に財務チームを大いに当惑させた。,使丢脸,会计错误在公开业绩发布会上让财务团队尴尬不已。,"morfología, estructura y forma",La morfología del mercado ha cambiado drásticamente con el auge del comercio digital.
motif,Customer-centricity has become a recurring motif in the company's annual strategic planning.,주제,고객 중심주의가 회사의 연간 전략 계획에서 반복되는 주제가 되었다.,モチーフ,顧客中心主義が会社の年次戦略計画で繰り返されるモチーフとなっている。,主题,以客户为中心已成为公司年度战略规划中反复出现的主题。,"avergonzar, humillar",El error contable avergonzó al equipo de finanzas durante la presentación pública de resultados.
motley,The acquisition created a motley collection of businesses with little strategic coherence.,잡다한,인수는 전략적 일관성이 거의 없는 잡다한 사업 모음을 만들었다.,雑多な,買収は戦略的一貫性のほとんどない雑多な事業の集合を生み出した。,杂色的,收购创造了一个几乎没有战略一致性的杂乱业务组合。,"motivo, tema recurrente",La orientación al cliente se ha convertido en un motivo recurrente en la planificación estratégica anual de la empresa.
movant,The movant requested the court to grant a summary judgment in the commercial case.,신청인,신청인은 법원에 상사 사건에서 약식 판결을 내려달라고 요청했다.,申立人,申立人は商事事件で略式判決を下すよう裁判所に求めた。,申请人,动议人请求法院在商事案件中作出即决判决。,"heterogéneo, variopinto, abigarrado",La adquisición creó un conjunto heterogéneo de negocios con poca coherencia estratégica.
multifaceted,The company's multifaceted business strategy addresses growth across multiple industry sectors.,다면적인,회사의 다면적인 사업 전략은 여러 산업 부문에 걸친 성장을 다룬다.,多面的な,会社の多面的な事業戦略は複数の業種セクターにわたる成長に対応する。,多方面的,公司的多方面业务战略涉及多个行业领域的增长。,solicitante de una moción,El solicitante pidió al tribunal que dictara una sentencia sumaria en el caso comercial.
multiplex,The company operates a multiplex of interconnected business units across the Asia-Pacific region.,다중의,회사는 아시아 태평양 지역에서 상호 연결된 사업 단위의 복합체를 운영한다.,多重の,会社はアジア太平洋地域で相互接続された事業部門の複合体を運営している。,多路的,公司在亚太地区运营着一个相互关联的业务部门综合体。,"multifacético, con múltiples aspectos",La multifacética estrategia empresarial de la empresa aborda el crecimiento en múltiples sectores de la industria.
mundane,Even mundane administrative tasks must be completed accurately to maintain operational efficiency.,평범한,운영 효율성을 유지하려면 일상적인 행정 업무도 정확하게 완료해야 한다.,平凡な,業務効率を維持するためには日常的な管理業務も正確に完了しなければならない。,平凡的,即使是日常行政事务也必须准确完成以维持运营效率。,"múltiple, de varios canales",La empresa opera un complejo de unidades de negocio interconectadas en la región Asia-Pacífico.
munificent,The board chairman's munificent donation funded the company's new employee scholarship program.,관대한,이사회 의장의 후한 기부가 회사의 새 직원 장학 프로그램에 자금을 지원했다.,寛大な,取締役会長の気前の良い寄付が会社の新しい従業員奨学金プログラムに資金を提供した。,慷慨的,董事会主席的慷慨捐赠资助了公司新的员工奖学金计划。,"mundano, cotidiano, rutinario",Incluso las tareas administrativas mundanas deben completarse con precisión para mantener la eficiencia operativa.
mutatis mutandis,The terms of this agreement shall apply mutatis mutandis to all subsidiary contracts.,필요한 변경을 가하여,본 계약의 조건은 필요한 변경을 가하여 모든 자회사 계약에 적용된다.,必要な変更を加えて,本契約の条件は必要な変更を加えてすべての子会社契約に適用される。,在作必要修改后,本协议的条款应在作必要修改后适用于所有子公司合同。,"munificente, generoso, espléndido",La munificente donación del presidente de la junta financió el nuevo programa de becas para empleados.
mutual,The partnership was dissolved by mutual agreement between all participating founding members.,상호의,파트너십은 모든 참여 창립 구성원 간의 상호 합의에 의해 해산되었다.,相互の,パートナーシップはすべての参加創立メンバー間の相互合意により解散された。,相互的,合伙关系通过所有参与创始成员的共同协议而解散。,"mutatis mutandis, con los cambios necesarios",Los términos de este acuerdo se aplicarán mutatis mutandis a todos los contratos subsidiarios.
myopic,The company's myopic focus on quarterly earnings neglected critical long-term investment needs.,근시안적인,회사의 분기 수익에 대한 근시안적 집중이 중요한 장기 투자 필요를 간과했다.,近視眼的な,会社の四半期収益への近視眼的な焦点が重要な長期投資ニーズを無視した。,目光短浅的,公司对季度收益的短视关注忽略了关键的长期投资需求。,"mutuo, recíproco, compartido",La asociación fue disuelta por acuerdo mutuo entre todos los miembros fundadores participantes.
nascency,The nascency of the cryptocurrency market presents both opportunities and significant regulatory challenges.,발생,암호화폐 시장의 초기 단계는 기회와 상당한 규제 과제를 동시에 제시한다.,発生,暗号通貨市場の初期段階は機会と重大な規制上の課題の両方を提示している。,新生,加密货币市场的萌芽阶段既带来机遇又带来重大监管挑战。,"miope, de corto alcance, poco previsor",El enfoque miope de la empresa en los resultados trimestrales descuidó necesidades críticas de inversión a largo plazo.
navigable,International trade law requires that all commercial waterways remain navigable and accessible.,항행 가능한,국제 무역법은 모든 상업용 수로가 항해 가능하고 접근 가능해야 한다고 요구한다.,航行可能な,国際貿易法はすべての商業水路が航行可能でアクセス可能であることを求めている。,可通航的,国际贸易法要求所有商业水道保持可通航和可进入。,"nacimiento, surgimiento inicial",La incipiente etapa del mercado de criptomonedas presenta tanto oportunidades como importantes desafíos regulatorios.
nebulous,The company's strategic vision remained nebulous and lacked concrete implementation milestones.,모호한,회사의 전략적 비전은 불분명하고 구체적인 실행 이정표가 부족했다.,曖昧な,会社の戦略ビジョンは曖昧なままで、具体的な実施マイルストーンが欠けていた。,模糊的,公司的战略愿景仍然模糊不清，缺乏具体的实施里程碑。,"navegable, transitable por barcos",El derecho comercial internacional requiere que todas las vías fluviales comerciales permanezcan navegables y accesibles.
necessitate,The rapid growth of operations will necessitate hiring additional staff across all departments.,필요로 하다,운영의 급속한 성장은 모든 부서에서 추가 직원 채용을 필요로 할 것이다.,必要とする,事業の急成長はすべての部門で追加スタッフの採用を必要とする。,需要,业务的快速增长将需要在所有部门增加招聘人员。,"nebuloso, vago, impreciso",La visión estratégica de la empresa seguía siendo nebulosa y carecía de hitos concretos de implementación.
negation,The court's ruling was a complete negation of the plaintiff's claim for damages.,부정,법원의 판결은 원고의 손해배상 청구에 대한 완전한 부정이었다.,否定,裁判所の判決は原告の損害賠償請求の完全な否定であった。,否定,法院的裁决完全否定了原告的损害赔偿请求。,"necesitar, requerir, imponer la necesidad",El rápido crecimiento de las operaciones necesitará la contratación de personal adicional en todos los departamentos.
negligible,The impact of the policy change on overall company revenue was considered negligible.,무시할 수 있는,정책 변경이 전체 회사 수익에 미치는 영향은 무시할 수 있는 것으로 간주되었다.,無視できる,政策変更が会社全体の収益に与える影響は無視できるものと見なされた。,可忽略的,政策变化对公司整体收入的影响被认为可以忽略不计。,"negación, rechazo, contradicción",El fallo del tribunal fue una negación completa de la reclamación de daños del demandante.
nepotism,The corporate governance review identified concerns about nepotism in senior hiring decisions.,족벌주의,기업 지배 구조 검토는 고위 채용 결정에서의 족벌주의에 대한 우려를 확인했다.,縁故主義,コーポレートガバナンスのレビューは上級採用決定における縁故主義への懸念を特定した。,裙带关系,公司治理审查发现了高级招聘决策中的裙带关系问题。,"insignificante, despreciable, mínimo",El impacto del cambio de política en los ingresos totales de la empresa fue considerado insignificante.
nettle,The auditor's tough questions began to nettle the increasingly defensive management team.,짜증나게 하다,감사인의 강경한 질문이 점점 방어적인 경영팀을 짜증나게 하기 시작했다.,苛立たせる,監査人の厳しい質問がますます守勢に立つ経営チームを苛立たせ始めた。,激怒,审计员尖锐的问题开始让越来越防御性的管理团队感到恼火。,"nepotismo, favoritismo hacia familiares",La revisión del gobierno corporativo identificó preocupaciones sobre el nepotismo en las decisiones de contratación senior.
neutralize,The company implemented measures to neutralize the competitive threat from new market entrants.,무력화하다,회사는 새로운 시장 진입자로부터의 경쟁 위협을 무력화하기 위한 조치를 시행했다.,無力化する,会社は新規参入者からの競争上の脅威を無力化するための措置を実施した。,中和,公司实施了措施来化解来自新市场进入者的竞争威胁。,"irritar, molestar, poner nervioso",Las preguntas difíciles del auditor comenzaron a irritar al equipo directivo cada vez más a la defensiva.
niche market,The company dominates a niche market for specialized medical equipment sales and service.,틈새시장,회사는 전문 의료 장비 판매 및 서비스의 틈새 시장을 지배하고 있다.,ニッチ市場,会社は専門的な医療機器の販売とサービスのニッチ市場を支配している。,利基市场,该公司在专业医疗设备销售和服务的利基市场中占主导地位。,"neutralizar, contrarrestar, anular",La empresa implementó medidas para neutralizar la amenaza competitiva de los nuevos entrantes al mercado.
nihilism,Corporate nihilism can erode employee morale and undermine organizational productivity over time.,허무주의,기업 허무주의는 시간이 지남에 따라 직원 사기를 약화시키고 조직 생산성을 훼손할 수 있다.,虚無主義,企業のニヒリズムは時間の経過とともに従業員の士気を低下させ、組織の生産性を損なう可能性がある。,虚无主义,企业虚无主义可能随时间推移侵蚀员工士气并破坏组织生产力。,"nicho de mercado, segmento especializado",La empresa domina un nicho de mercado para ventas y servicios de equipos médicos especializados.
nomenclature,The accounting nomenclature used in the report follows international financial reporting standards.,명명법,보고서에서 사용된 회계 명명법은 국제 재무 보고 기준을 따른다.,命名法,報告書で使用される会計命名法は国際財務報告基準に従っている。,命名法,报告中使用的会计术语遵循国际财务报告准则。,"nihilismo, filosofía de la nada",El nihilismo corporativo puede erosionar la moral de los empleados y socavar la productividad organizacional con el tiempo.
nonchalant,The CEO appeared nonchalant about the disappointing quarterly earnings during the press conference.,무관심한,CEO는 기자 회견에서 실망스러운 분기 실적에 대해 무관심한 것처럼 보였다.,無関心な,CEOは記者会見で期待外れの四半期業績について無頓着に見えた。,冷淡的,首席执行官在新闻发布会上对令人失望的季度收益显得漫不经心。,"nomenclatura, terminología especializada",La nomenclatura contable utilizada en el informe sigue las normas internacionales de información financiera.
nonpartisan,The study was conducted by a nonpartisan research organization with no industry affiliations.,초당파적인,연구는 업계와의 제휴가 없는 초당파적 연구 기관에 의해 수행되었다.,超党派の,研究は業界との提携のない超党派の研究機関によって実施された。,无党派的,该研究由一家无行业关联的无党派研究机构进行。,"indiferente, despreocupado",El director ejecutivo parecía indiferente sobre las decepcionantes ganancias trimestrales durante la conferencia de prensa.
nonperformance,The contract allows termination in cases of material nonperformance by either party.,불이행,계약은 어느 당사자의 중대한 불이행 시 해지를 허용한다.,不履行,契約はいずれかの当事者による重大な不履行の場合に解除を認めている。,不履行,合同允许在任何一方出现重大不履行的情况下终止。,"no partidista, imparcial, apolítico",El estudio fue realizado por una organización de investigación no partidista sin afiliaciones industriales.
nonproliferation,The trade agreement includes nonproliferation clauses restricting the export of dual-use technologies.,비확산,무역 협정에는 이중 용도 기술의 수출을 제한하는 비확산 조항이 포함되어 있다.,不拡散,貿易協定にはデュアルユース技術の輸出を制限する不拡散条項が含まれている。,不扩散,贸易协定包含限制两用技术出口的不扩散条款。,"incumplimiento, falta de ejecución",El contrato permite la rescisión en casos de incumplimiento material por cualquiera de las partes.
nonrefundable,The conference registration fee is completely nonrefundable after the published cancellation deadline.,환불 불가의,컨퍼런스 등록비는 게시된 취소 기한 이후에는 전액 환불이 불가능하다.,払い戻し不可の,会議の登録料は公表されたキャンセル期限後は完全に返金不可である。,不可退款的,会议注册费在公布的取消截止日期后完全不可退还。,"no proliferación, control de la expansión",El acuerdo comercial incluye cláusulas de no proliferación que restringen la exportación de tecnologías de doble uso.
nontariff,The country imposes nontariff barriers that effectively restrict foreign products from entering the market.,비관세의,그 나라는 외국 제품의 시장 진입을 효과적으로 제한하는 비관세 장벽을 부과한다.,非関税の,その国は外国製品の市場参入を事実上制限する非関税障壁を課している。,非关税的,该国设置了实际上限制外国产品进入市场的非关税壁垒。,"no reembolsable, sin derecho a devolución",La tarifa de inscripción a la conferencia no es reembolsable después de la fecha límite de cancelación publicada.
notional,The notional value of the derivatives portfolio exceeds fifty billion dollars globally.,명목적인,파생 상품 포트폴리오의 명목 가치는 전 세계적으로 500억 달러를 초과한다.,名目的な,デリバティブポートフォリオの想定元本は世界全体で500億ドルを超える。,名义上的,衍生品组合的名义价值在全球超过五百亿美元。,"no arancelario, ajeno a los aranceles",El país impone barreras no arancelarias que restringen efectivamente la entrada de productos extranjeros al mercado.
notwithstanding,"Notwithstanding the market downturn, the company maintained its quarterly dividend payment schedule.",~에도 불구하고,시장 침체에도 불구하고 회사는 분기 배당금 지급 일정을 유지했다.,～にもかかわらず,市場の低迷にもかかわらず、会社は四半期配当の支払いスケジュールを維持した。,尽管,尽管市场低迷，公司仍保持了季度股息支付计划。,"nocional, teórico, a efectos de cálculo",El valor nocional de la cartera de derivados supera los cincuenta mil millones de dólares globalmente.
noxious,The factory was fined for releasing noxious emissions that exceeded regulatory safety limits.,유해한,공장은 규제 안전 한도를 초과하는 유해 배출물을 방출한 것으로 벌금을 부과받았다.,有害な,工場は規制安全限度を超える有害排出物を放出したとして罰金を科された。,有害的,工厂因排放超过监管安全限值的有害物质而被罚款。,"no obstante, a pesar de","No obstante la caída del mercado, la empresa mantuvo su calendario de pago de dividendos trimestrales."
nucleus,The research department serves as the nucleus of the company's innovation and development.,핵심,연구 부서는 회사 혁신과 개발의 핵심 역할을 한다.,核心,研究部門は会社のイノベーションと開発の核として機能する。,核心,研究部门是公司创新和发展的核心。,"nocivo, perjudicial, dañino",La fábrica fue multada por liberar emisiones nocivas que superaban los límites de seguridad regulatorios.
nugatory,The court deemed the defendant's counterclaim nugatory and lacking any legal substance.,무가치한,법원은 피고의 반소가 무가치하고 법적 실질이 없다고 판단했다.,無価値な,裁判所は被告の反訴を無価値で法的実質に欠けると判断した。,无效的,法院认为被告的反诉毫无价值且缺乏任何法律实质。,"núcleo, centro, esencia",El departamento de investigación sirve como el núcleo de la innovación y el desarrollo de la empresa.
nullification,The nullification of the agreement left both parties free to pursue other deals.,무효화,계약의 무효화로 양측은 자유롭게 다른 거래를 추진할 수 있게 되었다.,無効化,契約の無効化により両当事者は自由に他の取引を追求できるようになった。,废除,协议的废除使双方都可以自由寻求其他交易。,"nugatorio, sin valor legal, vano",El tribunal consideró la reconvención del demandado nugatoría y carente de fundamento legal.
