english,example,ko_meaning,ko_example,ja_meaning,ja_example,zh_meaning,zh_example,es_meaning,es_example,vi_meaning,vi_example,th_meaning,th_example,id_meaning,id_example
tower,You can see the city from the tower.,탑,탑에서 도시를 볼 수 있어요.,塔; タワー,タワーから街が見えます。,塔,从塔上可以看到整个城市。,torre,Desde la torre se puede ver toda la ciudad.,tháp,Bạn có thể nhìn thấy thành phố từ trên tháp.,หอคอย,คุณมองเห็นเมืองได้จากหอคอย,menara,Anda bisa melihat kota dari menara.
stadium,The stadium was full of excited fans.,경기장,경기장이 흥분한 팬들로 가득 찼어요.,スタジアム,スタジアムは興奮したファンでいっぱいでした。,体育场,体育场里挤满了兴奋的球迷。,estadio,El estadio estaba lleno de fanáticos emocionados.,sân vận động,Sân vận động đầy khán giả phấn khích.,สนามกีฬา,สนามกีฬาเต็มไปด้วยแฟน ๆ ที่ตื่นเต้น,stadion,Stadion dipenuhi penggemar yang bersemangat.
theater,We watched a play at the theater.,극장,우리는 극장에서 연극을 봤어요.,劇場,私たちは劇場で劇を見ました。,剧院,我们在剧院看了一场话剧。,teatro,Vimos una obra en el teatro.,nhà hát,Chúng tôi xem kịch ở nhà hát.,โรงละคร,เราดูละครที่โรงละคร,teater,Kami menonton pertunjukan di teater.
cinema,I go to the cinema every Friday.,영화관,나는 매주 금요일 영화관에 가요.,映画館,私は毎週金曜日に映画館に行きます。,电影院,我每周五去电影院。,cine,Voy al cine cada viernes.,rạp chiếu phim,Tôi đi rạp phim mỗi thứ Sáu.,โรงภาพยนตร์,ฉันไปโรงหนังทุกวันศุกร์,bioskop,Saya pergi ke bioskop setiap hari Jumat.
apartment,She moved to a new apartment downtown.,아파트,그녀는 시내의 새 아파트로 이사했어요.,アパート; マンション,彼女は街の新しいアパートに引っ越しました。,公寓,她搬到了市中心的新公寓。,apartamento,Ella se mudó a un nuevo apartamento en el centro.,căn hộ,Cô ấy chuyển đến căn hộ mới ở trung tâm.,อพาร์ทเมนต์,เธอย้ายไปอพาร์ทเมนต์ใหม่ใจกลางเมือง,apartemen,Dia pindah ke apartemen baru di pusat kota.
factory,The factory makes cars and trucks.,공장,그 공장은 자동차와 트럭을 만들어요.,工場,その工場は車とトラックを作っています。,工厂,那家工厂生产汽车和卡车。,fábrica,La fábrica produce autos y camiones.,nhà máy,Nhà máy sản xuất xe hơi và xe tải.,โรงงาน,โรงงานผลิตรถยนต์และรถบรรทุก,pabrik,Pabrik itu membuat mobil dan truk.
supermarket,We buy groceries at the supermarket.,슈퍼마켓,우리는 슈퍼마켓에서 식료품을 사요.,スーパー,私たちはスーパーマーケットで食料品を買います。,超市,我们在超市买日用品。,supermercado,Compramos víveres en el supermercado.,siêu thị,Chúng tôi mua thực phẩm ở siêu thị.,ซูเปอร์มาร์เก็ต,เราซื้อของชำที่ซูเปอร์มาร์เก็ต,supermarket; pasar swalayan,Kami membeli bahan makanan di supermarket.
bakery,The bakery sells fresh bread every morning.,빵집,빵집은 매일 아침 신선한 빵을 팔아요.,パン屋,パン屋は毎朝新鮮なパンを売っています。,面包店,面包店每天早上卖新鲜面包。,panadería,La panadería vende pan fresco cada mañana.,tiệm bánh,Tiệm bánh bán bánh mì tươi mỗi sáng.,ร้านเบเกอรี่,ร้านเบเกอรี่ขายขนมปังสดทุกเช้า,toko roti,Toko roti menjual roti segar setiap pagi.
pharmacy,I bought medicine at the pharmacy.,약국,약국에서 약을 샀어요.,薬局,薬局で薬を買いました。,药店,我在药店买了药。,farmacia,Compré medicina en la farmacia.,hiệu thuốc; nhà thuốc,Tôi mua thuốc ở nhà thuốc.,ร้านขายยา,ฉันซื้อยาที่ร้านขายยา,apotek,Saya membeli obat di apotek.
post office,She sent a letter at the post office.,우체국,그녀는 우체국에서 편지를 보냈어요.,郵便局,彼女は郵便局で手紙を送りました。,邮局,她在邮局寄了一封信。,oficina de correos,Ella envió una carta en la oficina de correos.,bưu điện,Cô ấy gửi thư ở bưu điện.,ที่ทำการไปรษณีย์,เธอส่งจดหมายที่ไปรษณีย์,kantor pos,Dia mengirim surat di kantor pos.
flag,The flag is flying in the wind.,깃발; 국기,깃발이 바람에 날리고 있어요.,旗,旗が風になびいています。,旗帜,旗帜在风中飘扬。,bandera,La bandera ondea en el viento.,cờ; lá cờ,Lá cờ bay trong gió.,ธง,ธงโบกสะบัดในสายลม,bendera,Bendera berkibar di angin.
coin,He found an old coin on the ground.,동전,그는 땅에서 오래된 동전을 찾았어요.,コイン,彼は地面で古いコインを見つけました。,硬币,他在地上发现了一枚旧硬币。,moneda,Él encontró una moneda antigua en el suelo.,đồng xu,Anh ấy tìm thấy đồng xu cũ dưới đất.,เหรียญ,เขาเจอเหรียญเก่าบนพื้น,koin,Dia menemukan koin tua di tanah.
stamp,I need a stamp to send this letter.,우표,이 편지를 보내려면 우표가 필요해요.,切手,この手紙を送るには切手が必要です。,邮票,我需要一张邮票来寄这封信。,sello; estampilla,Necesito un sello para enviar esta carta.,tem,Tôi cần tem để gửi thư này.,แสตมป์,ฉันต้องการแสตมป์เพื่อส่งจดหมายนี้,perangko,Saya butuh perangko untuk mengirim surat ini.
envelope,Put the letter in the envelope.,봉투,편지를 봉투에 넣으세요.,封筒,手紙を封筒に入れてください。,信封,把信放进信封里。,sobre,Mete la carta en el sobre.,phong bì,Bỏ thư vào phong bì.,ซอง; ซองจดหมาย,ใส่จดหมายลงในซอง,amplop,Masukkan surat ke dalam amplop.
package,A package arrived for you today.,소포; 택배,오늘 당신에게 소포가 도착했어요.,荷物,今日あなたに小包が届きました。,包裹,今天有一个包裹寄到了。,paquete,Hoy llegó un paquete para ti.,bưu kiện; gói hàng,Hôm nay có gói hàng đến cho bạn.,พัสดุ,วันนี้มีพัสดุมาถึงสำหรับคุณ,paket,Sebuah paket datang untuk Anda hari ini.
dictionary,Look up the word in the dictionary.,사전,사전에서 그 단어를 찾아보세요.,辞書,辞書でその単語を調べてください。,字典,在字典里查一下这个单词。,diccionario,Busca la palabra en el diccionario.,từ điển,Tra từ trong từ điển.,พจนานุกรม,เปิดหาคำในพจนานุกรม,kamus,Cari kata itu di kamus.
sentence,Please write a sentence using this word.,문장,이 단어를 사용해서 문장을 쓰세요.,文,この単語を使って文を書いてください。,句子,请用这个词造一个句子。,oración; frase,"Por favor, escribe una oración usando esta palabra.",câu,Hãy viết một câu dùng từ này.,ประโยค,กรุณาเขียนประโยคโดยใช้คำนี้,kalimat,Tolong tulis kalimat menggunakan kata ini.
paragraph,Read the first paragraph of the story.,단락,이야기의 첫 번째 단락을 읽으세요.,段落,物語の最初の段落を読んでください。,段落,读一下故事的第一段。,párrafo,Lee el primer párrafo de la historia.,đoạn văn,Đọc đoạn văn đầu tiên của câu chuyện.,ย่อหน้า,อ่านย่อหน้าแรกของเรื่อง,paragraf,Baca paragraf pertama dari cerita itu.
page,Turn to page twenty of your book.,페이지,책의 20페이지를 펴세요.,ページ,本の20ページを開いてください。,页,翻到你书的第二十页。,página,Ve a la página veinte de tu libro.,trang,Mở đến trang hai mươi.,หน้า,เปิดไปหน้ายี่สิบของหนังสือ,halaman,Buka halaman dua puluh buku Anda.
exam,She studied hard for the final exam.,시험,그녀는 기말 시험을 위해 열심히 공부했어요.,試験,彼女は期末試験のために一生懸命勉強しました。,考试,她为期末考试努力学习了。,examen final,Ella estudió mucho para el examen final.,kỳ thi,Cô ấy học chăm cho kỳ thi cuối kỳ.,ข้อสอบ; สอบ,เธอตั้งใจเรียนเพื่อสอบปลายภาค,ujian,Dia belajar keras untuk ujian akhir.
blackboard,The teacher wrote notes on the blackboard.,칠판,선생님이 칠판에 필기를 적었어요.,黒板,先生が黒板にメモを書きました。,黑板,老师在黑板上写了笔记。,pizarrón; pizarra,El maestro escribió notas en el pizarrón.,bảng đen,Cô giáo viết ghi chú trên bảng.,กระดานดำ,ครูเขียนบันทึกบนกระดานดำ,papan tulis,Guru menulis catatan di papan tulis.
chalk,She picked up the white chalk.,분필,그녀는 흰색 분필을 집었어요.,チョーク,彼女は白いチョークを手に取りました。,粉笔,她拿起了白色粉笔。,tiza,Ella recogió la tiza blanca.,phấn,Cô ấy cầm viên phấn trắng.,ชอล์ก,เธอหยิบชอล์กสีขาว,kapur,Dia mengambil kapur putih.
eraser,Can I borrow your eraser please?,지우개,지우개 좀 빌려도 될까요?,消しゴム,消しゴムを借りてもいいですか？,橡皮,我可以借你的橡皮擦吗？,borrador,¿Me puedes prestar tu borrador?,cục tẩy,Cho tôi mượn cục tẩy được không?,ยางลบ,ขอยืมยางลบหน่อยได้ไหม?,penghapus,Bolehkah saya pinjam penghapus Anda?
pencil,I write with a pencil in class.,연필,나는 수업 시간에 연필로 써요.,鉛筆,私は授業で鉛筆で書きます。,铅笔,我上课时用铅笔写字。,lápiz,Escribo con lápiz en clase.,bút chì,Tôi viết bằng bút chì trong lớp.,ดินสอ,ฉันเขียนด้วยดินสอในห้องเรียน,pensil,Saya menulis dengan pensil di kelas.
ruler,Use a ruler to draw a straight line.,자,자를 사용해서 직선을 그으세요.,定規,定規を使ってまっすぐな線を引いてください。,尺子,用尺子画一条直线。,regla,Usa una regla para trazar una línea recta.,thước kẻ,Dùng thước để vẽ đường thẳng.,ไม้บรรทัด,ใช้ไม้บรรทัดวาดเส้นตรง,penggaris,Gunakan penggaris untuk menggambar garis lurus.
scissors,Cut the paper with the scissors.,가위,가위로 종이를 자르세요.,ハサミ,はさみで紙を切ってください。,剪刀,用剪刀剪纸。,tijeras,Corta el papel con las tijeras.,kéo,Cắt giấy bằng kéo.,กรรไกร,ตัดกระดาษด้วยกรรไกร,gunting,Potong kertas dengan gunting.
tape,She fixed the box with clear tape.,테이프,그녀는 투명 테이프로 상자를 고쳤어요.,テープ,彼女は透明テープで箱を直しました。,胶带,她用透明胶带修好了箱子。,cinta adhesiva; cinta,Ella reparó la caja con cinta transparente.,băng keo,Cô ấy dán hộp bằng băng keo trong.,เทป; สก็อตเทป,เธอซ่อมกล่องด้วยสก็อตเทปใส,selotip; pita perekat,Dia memperbaiki kotak itu dengan selotip bening.
glue,Use glue to stick the pieces together.,풀; 접착제,풀을 사용해서 조각을 붙이세요.,接着剤; のり,接着剤で部品をくっつけてください。,胶水,用胶水把碎片粘在一起。,pegamento; cola,Usa pegamento para unir los pedazos.,keo dán,Dùng keo dán để dính các mảnh lại.,กาว,ใช้กาวติดชิ้นส่วนเข้าด้วยกัน,lem,Gunakan lem untuk menempelkan potongan-potongan itu bersama.
notebook,I write my ideas in a notebook.,노트; 공책,나는 노트에 생각을 적어요.,ノート,私はノートにアイデアを書きます。,笔记本,我把想法写在笔记本上。,cuaderno,Escribo mis ideas en un cuaderno.,vở,Tôi viết ý tưởng vào vở.,สมุด,ฉันเขียนไอเดียลงในสมุด,buku catatan,Saya menulis ide saya di buku catatan.
backpack,Put your books in your backpack.,배낭; 가방,책을 배낭에 넣으세요.,リュック,本をリュックに入れてください。,背包,把书放进你的背包里。,mochila,Pon tus libros en tu mochila.,ba lô,Bỏ sách vào ba lô.,กระเป๋าเป้,ใส่หนังสือลงในกระเป๋าเป้,ransel; tas punggung,Masukkan buku-buku ke dalam ranselmu.
keyboard,He types fast on the keyboard.,키보드,그는 키보드로 빠르게 타이핑해요.,キーボード,彼はキーボードで速くタイプします。,键盘,他在键盘上打字很快。,teclado,Él escribe rápido en el teclado.,bàn phím,Anh ấy gõ nhanh trên bàn phím.,คีย์บอร์ด,เขาพิมพ์เร็วบนคีย์บอร์ด,keyboard; papan ketik,Dia mengetik cepat di keyboard.
screen,The screen is too bright at night.,화면,밤에 화면이 너무 밝아요.,画面,夜は画面が明るすぎます。,屏幕,晚上屏幕太亮了。,pantalla,La pantalla es demasiado brillante de noche.,màn hình,Màn hình quá sáng vào ban đêm.,หน้าจอ,หน้าจอสว่างเกินไปตอนกลางคืน,layar,Layarnya terlalu terang di malam hari.
printer,The printer is out of paper.,프린터,프린터에 종이가 없어요.,プリンター,プリンターの紙がなくなりました。,打印机,打印机没纸了。,impresora,La impresora se quedó sin papel.,máy in,Máy in hết giấy rồi.,เครื่องพิมพ์,เครื่องพิมพ์กระดาษหมด,pencetak,Printer kehabisan kertas.
website,I found the information on a website.,웹사이트,웹사이트에서 정보를 찾았어요.,ウェブサイト,ウェブサイトで情報を見つけました。,网站,我在一个网站上找到了信息。,sitio web; página web,Encontré la información en un sitio web.,trang web,Tôi tìm thông tin trên trang web.,เว็บไซต์,ฉันหาข้อมูลบนเว็บไซต์,situs web,Saya menemukan informasi itu di situs web.
password,Do not share your password with anyone.,비밀번호,비밀번호를 아무에게도 공유하지 마세요.,パスワード,パスワードは誰にも教えないでください。,密码,不要把密码告诉任何人。,contraseña,No compartas tu contraseña con nadie.,mật khẩu,Đừng chia sẻ mật khẩu với ai.,รหัสผ่าน,อย่าบอกรหัสผ่านให้ใคร,kata sandi,Jangan bagikan kata sandi Anda dengan siapa pun.
download,I need to download the file now.,다운로드하다,지금 파일을 다운로드해야 해요.,ダウンロードする,今ファイルをダウンロードする必要があります。,下载,我现在需要下载这个文件。,descargar,Necesito descargar el archivo ahora.,tải xuống,Tôi cần tải tệp xuống ngay.,ดาวน์โหลด,ฉันต้องดาวน์โหลดไฟล์ตอนนี้,mengunduh,Saya perlu mengunduh file itu sekarang.
upload,Please upload your photo to the website.,업로드하다,웹사이트에 사진을 올려 주세요.,アップロードする,ウェブサイトに写真をアップロードしてください。,上传,请把你的照片上传到网站上。,subir; cargar,"Por favor, sube tu foto al sitio web.",tải lên,Xin tải ảnh lên trang web.,อัพโหลด,กรุณาอัพโหลดรูปภาพของคุณลงเว็บไซต์,mengunggah,Tolong unggah foto Anda ke situs web.
search,I will search for the answer online.,검색하다,온라인에서 답을 검색할 거예요.,検索する,ネットで答えを検索します。,搜索,我会在网上搜索答案。,buscar,Buscaré la respuesta en línea.,tìm kiếm,Tôi sẽ tìm câu trả lời trên mạng.,ค้นหา,ฉันจะค้นหาคำตอบออนไลน์,mencari,Saya akan mencari jawabannya secara online.
video,She watched a funny video online.,영상; 비디오,그녀는 온라인에서 재미있는 영상을 봤어요.,動画,彼女はネットで面白い動画を見ました。,视频,她在网上看了一个有趣的视频。,video,Ella vio un video gracioso en línea.,băng hình,Cô ấy đã xem một video hài hước trên mạng.,วิดีโอ,เธอดูวิดีโอตลกออนไลน์,video; video,Dia menonton video lucu online.
address,Please write your address on the form.,주소,양식에 주소를 적어 주세요.,住所,フォームに住所を書いてください。,地址,请在表格上写下你的地址。,dirección,"Por favor, escribe tu dirección en el formulario.",địa chỉ,Xin viết địa chỉ vào mẫu đơn.,ที่อยู่,กรุณาเขียนที่อยู่ของคุณบนแบบฟอร์ม,alamat,Tolong tulis alamat Anda di formulir.
receipt,Keep the receipt for the return.,영수증,반품을 위해 영수증을 보관하세요.,レシート,返品のためにレシートを保管してください。,收据,保留收据以备退货。,recibo,Guarda el recibo para devoluciones.,hóa đơn; biên lai,Giữ biên lai để đổi trả.,ใบเสร็จ,เก็บใบเสร็จไว้สำหรับการคืนสินค้า,struk; kwitansi,Simpan struk untuk pengembalian.
discount,This store has a big discount today.,할인,이 가게는 오늘 큰 할인이 있어요.,割引,この店は今日大きな割引があります。,折扣,这家店今天打大折扣。,descuento,Esta tienda tiene un gran descuento hoy.,giảm giá,Hôm nay cửa hàng giảm giá lớn.,ส่วนลด,วันนี้ร้านมีส่วนลดใหญ่,diskon,Toko ini punya diskon besar hari ini.
deliver,They will deliver the package tomorrow.,배달하다,그들이 내일 소포를 배달할 거예요.,配達する,彼らは明日荷物を届けます。,配送,他们明天会送包裹。,entregar,Ellos entregarán el paquete mañana.,giao hàng,Họ sẽ giao gói hàng ngày mai.,จัดส่ง,พวกเขาจะจัดส่งพัสดุพรุ่งนี้,mengirim; mengantarkan,Mereka akan mengirimkan paket itu besok.
wrap,Please wrap this gift in pretty paper.,포장하다,이 선물을 예쁜 종이로 포장해 주세요.,包む,このプレゼントをきれいな紙で包んでください。,包装,请用漂亮的纸把礼物包起来。,envolver,"Por favor, envuelve este regalo en papel bonito.",gói,Xin gói món quà này bằng giấy đẹp.,ห่อ,กรุณาห่อของขวัญด้วยกระดาษสวย ๆ,membungkus,Tolong bungkus hadiah ini dengan kertas cantik.
charge,How much do you charge for this?,요금; 청구하다,이것은 얼마인가요?,料金; 請求する,これはいくらかかりますか？,收费,这个收费多少？,cobrar; cargo,¿Cuánto cobras por esto?,tính phí,Bạn tính phí bao nhiêu cho cái này?,คิดเงิน; ชาร์จ,คิดเงินเท่าไหร่สำหรับสิ่งนี้?,menagih; biaya,Berapa biaya yang Anda kenakan untuk ini?
exchange,Can I exchange this shirt for a smaller one?,교환하다,이 셔츠를 더 작은 것으로 교환할 수 있나요?,交換する,このシャツを小さいサイズに交換できますか？,换; 兑换,我可以换一件小号的衬衫吗？,cambiar; intercambiar,¿Puedo cambiar esta camisa por una más pequeña?,đổi,Tôi có thể đổi áo này lấy cỡ nhỏ hơn không?,แลก; แลกเปลี่ยน,ขอแลกเสื้อตัวนี้เป็นไซส์เล็กกว่าได้ไหม?,menukar,Bisakah saya menukar kemeja ini dengan ukuran yang lebih kecil?
modern,The city has many modern buildings.,현대적인,이 도시에는 현대적인 건물이 많아요.,現代的な,この街には近代的なビルがたくさんあります。,现代的,这座城市有很多现代建筑。,moderno,La ciudad tiene muchos edificios modernos.,hiện đại,Thành phố có nhiều tòa nhà hiện đại.,ทันสมัย,เมืองมีตึกทันสมัยหลายตึก,modern,Kota ini memiliki banyak bangunan modern.
traditional,She wore a traditional dress to the festival.,전통적인,그녀는 축제에 전통 의상을 입었어요.,伝統的な,彼女はお祭りに伝統的な衣装を着ました。,传统的,她穿着传统服装去参加节日。,tradicional,Ella llevó un traje tradicional al festival.,truyền thống,Cô ấy mặc trang phục truyền thống dự lễ hội.,แบบดั้งเดิม; ประเพณี,เธอสวมชุดแบบดั้งเดิมไปงานเทศกาล,tradisional,Dia memakai pakaian tradisional ke festival.
ancient,We studied the ancient history of Rome.,고대의,우리는 로마의 고대 역사를 공부했어요.,古代の,私たちはローマの古代史を学びました。,古老的,我们学习了罗马的古代历史。,antiguo,Estudiamos la historia antigua de Roma.,cổ đại,Chúng tôi học lịch sử La Mã cổ đại.,โบราณ,เราเรียนประวัติศาสตร์โรมันโบราณ,kuno,Kami mempelajari sejarah kuno Roma.
foreign,She speaks three foreign languages fluently.,외국의,그녀는 외국어 세 개를 유창하게 해요.,外国の,彼女は3つの外国語を流暢に話します。,外国的,她能流利地说三种外语。,extranjero,Ella habla tres idiomas extranjeros con fluidez.,nước ngoài,Cô ấy nói thông thạo ba ngoại ngữ.,ต่างประเทศ; ต่างชาติ,เธอพูดภาษาต่างประเทศได้สามภาษาอย่างคล่อง,asing,Dia berbicara tiga bahasa asing dengan lancar.
international,The airport has many international flights.,국제적인,공항에는 많은 국제선 항공편이 있어요.,国際的な,空港には多くの国際便があります。,国际的,机场有很多国际航班。,internacional,El aeropuerto tiene muchos vuelos internacionales.,quốc tế,Sân bay có nhiều chuyến bay quốc tế.,นานาชาติ; ระหว่างประเทศ,สนามบินมีเที่ยวบินระหว่างประเทศหลายเที่ยว,internasional,Bandara ini memiliki banyak penerbangan internasional.
desert,The desert is very hot during the day.,사막,사막은 낮에 매우 더워요.,砂漠,砂漠は日中とても暑いです。,沙漠,沙漠白天非常热。,desierto,El desierto es muy caluroso durante el día.,sa mạc,Sa mạc rất nóng ban ngày.,ทะเลทราย,ทะเลทรายร้อนมากในตอนกลางวัน,gurun; padang pasir,Gurun sangat panas di siang hari.
jungle,Many animals live in the jungle.,정글; 밀림,많은 동물이 정글에 살아요.,ジャンガル; 密林,多くの動物がジャングルに住んでいます。,丛林,很多动物生活在丛林里。,selva; jungla,Muchos animales viven en la jungla.,rừng rậm,Nhiều loài động vật sống trong rừng rậm.,ป่าดงดิบ,สัตว์หลายชนิดอาศัยอยู่ในป่าดงดิบ,hutan belantara,Banyak hewan tinggal di hutan belantara.
valley,The green valley is very beautiful.,계곡,초록빛 계곡이 매우 아름다워요.,谷,緑の谷はとても美しいです。,山谷,绿色的山谷非常美丽。,valle,El verde valle es muy hermoso.,thung lũng,Thung lũng xanh rất đẹp.,หุบเขา,หุบเขาสีเขียวสวยงามมาก,lembah,Lembah hijau itu sangat indah.
earthquake,The earthquake shook the building last night.,지진,어젯밤 지진이 건물을 흔들었어요.,地震,昨夜の地震でビルが揺れました。,地震,昨晚地震让大楼摇晃了。,terremoto,El terremoto sacudió el edificio anoche.,động đất,Động đất rung chuyển tòa nhà tối qua.,แผ่นดินไหว,แผ่นดินไหวสั่นสะเทือนตึกเมื่อคืน,gempa bumi,Gempa bumi mengguncang gedung tadi malam.
volcano,The volcano erupted with hot lava.,화산,화산이 뜨거운 용암을 내뿜었어요.,火山,火山が熱い溶岩を噴出しました。,火山,火山喷出了滚烫的岩浆。,volcán,El volcán entró en erupción con lava caliente.,núi lửa,Núi lửa phun trào dung nham nóng.,ภูเขาไฟ,ภูเขาไฟระเบิดพ่นลาวาร้อน,gunung berapi,Gunung berapi meletus dengan lava panas.
flood,The heavy rain caused a big flood.,홍수,폭우가 큰 홍수를 일으켰어요.,洪水,大雨が大きな洪水を引き起こしました。,洪水,暴雨引发了大洪水。,inundación,Las fuertes lluvias causaron una gran inundación.,lũ lụt,Mưa lớn gây ra lũ lụt lớn.,น้ำท่วม; อุทกภัย,ฝนตกหนักทำให้เกิดน้ำท่วมใหญ่,banjir,Hujan deras menyebabkan banjir besar.
whale,We saw a huge whale in the ocean.,고래,우리는 바다에서 거대한 고래를 봤어요.,クジラ,私たちは海で巨大なクジラを見ました。,鲸鱼,我们在海里看到了一头巨大的鲸鱼。,ballena,Vimos una ballena enorme en el océano.,cá voi,Chúng tôi thấy cá voi khổng lồ trên biển.,วาฬ; ปลาวาฬ,เราเห็นปลาวาฬตัวใหญ่ในมหาสมุทร,paus; ikan paus,Kami melihat paus besar di lautan.
dolphin,The dolphin jumped out of the water.,돌고래,돌고래가 물 밖으로 뛰어올랐어요.,イルカ,イルカが水の中から飛び出しました。,海豚,海豚从水中跳了出来。,delfín,El delfín saltó fuera del agua.,cá heo,Cá heo nhảy lên khỏi mặt nước.,โลมา; ปลาโลมา,โลมากระโดดขึ้นจากน้ำ,lumba-lumba,Lumba-lumba melompat keluar dari air.
penguin,The penguin walks funny on the ice.,펭귄,펭귄이 얼음 위에서 재미있게 걸어요.,ペンギン,ペンギンは氷の上を面白く歩きます。,企鹅,企鹅在冰上走路很滑稽。,pingüino,El pingüino camina graciosamente sobre el hielo.,chim cánh cụt,Chim cánh cụt đi hài hước trên băng.,เพนกวิน,เพนกวินเดินตลกบนน้ำแข็ง,penguin,Penguin berjalan lucu di atas es.
giraffe,The giraffe has a very long neck.,기린,기린은 목이 매우 길어요.,キリン,キリンはとても長い首をしています。,长颈鹿,长颈鹿的脖子非常长。,jirafa,La jirafa tiene un cuello muy largo.,hươu cao cổ,Hươu cao cổ có cái cổ rất dài.,ยีราฟ,ยีราฟมีคอที่ยาวมาก,jerapah,Jerapah memiliki leher yang sangat panjang.
deer,A deer was standing in the forest.,사슴,숲 속에 사슴 한 마리가 서 있었어요.,鹿,森の中に鹿が立っていました。,鹿,一只鹿站在森林里。,ciervo; venado,Un venado estaba parado en el bosque.,con hươu; con nai,Một con hươu đứng trong rừng.,กวาง,กวางตัวหนึ่งยืนอยู่ในป่า,rusa,Seekor rusa berdiri di hutan.
spider,A small spider made a web outside.,거미,작은 거미가 밖에 거미줄을 쳤어요.,クモ,小さなクモが外でクモの巣を作りました。,蜘蛛,一只小蜘蛛在外面结了网。,araña,Una pequeña araña tejió su red afuera.,con nhện,Một con nhện nhỏ giăng tơ ngoài trời.,แมงมุม,แมงมุมตัวเล็กสร้างใยข้างนอก,laba-laba,Laba-laba kecil membuat jaring di luar.
goldfish,She has a goldfish in a bowl.,금붕어,그녀는 어항에 금붕어를 키워요.,金魚,彼女は金魚鉢で金魚を飼っています。,金鱼,她在鱼缸里养了一条金鱼。,pez dorado; goldfish,Ella tiene un pez dorado en una pecera.,cá vàng,Cô ấy nuôi cá vàng trong bể.,ปลาทอง,เธอเลี้ยงปลาทองในชาม,ikan mas,Dia memiliki ikan mas di dalam mangkuk.
parrot,The parrot can say a few words.,앵무새,앵무새가 몇 마디를 할 수 있어요.,オウム,オウムはいくつかの言葉を話せます。,鹦鹉,这只鹦鹉能说几个词。,loro; cotorra,El loro puede decir algunas palabras.,con vẹt,Con vẹt nói được vài từ.,นกแก้ว,นกแก้วพูดได้สองสามคำ,burung beo,Burung beo itu bisa mengucapkan beberapa kata.
feather,The bird dropped a blue feather.,깃털,새가 파란 깃털을 떨어뜨렸어요.,羽,鳥が青い羽を落としました。,羽毛,鸟掉了一根蓝色的羽毛。,pluma,El pájaro dejó caer una pluma azul.,lông vũ,Con chim đánh rơi chiếc lông xanh.,ขนนก,นกทำขนนกสีน้ำเงินหล่น,bulu,Burung itu menjatuhkan bulu biru.
wing,The bird opened its wings and flew.,날개,새가 날개를 펴고 날아갔어요.,翼,鳥は翼を広げて飛びました。,翅膀,鸟张开翅膀飞走了。,ala,El pájaro abrió sus alas y voló.,cánh,Con chim mở cánh và bay.,ปีก,นกกางปีกแล้วบินไป,sayap,Burung itu membuka sayapnya dan terbang.
fur,The cat has soft white fur.,털,고양이가 부드러운 흰 털을 가지고 있어요.,毛皮,猫は柔らかい白い毛をしています。,毛皮,那只猫有柔软的白色毛。,pelaje; piel (animal),El gato tiene un pelaje blanco y suave.,lông,Con mèo có bộ lông trắng mềm.,ขน (สัตว์),แมวมีขนสีขาวนุ่ม ๆ,bulu,Kucing itu memiliki bulu putih yang lembut.
tail,The happy dog wagged its tail.,꼬리,행복한 개가 꼬리를 흔들었어요.,しっぽ,幸せな犬がしっぽを振りました。,尾巴,高兴的狗摇着尾巴。,cola (animal),El perro feliz movió la cola.,đuôi,Con chó vui vẫy đuôi.,หาง,สุนัขมีความสุขกระดิกหาง,ekor,Anjing yang senang itu mengibaskan ekornya.
cage,The bird sings inside the cage.,새장; 우리,새가 새장 안에서 노래해요.,かご,鳥がかごの中で歌っています。,笼子,鸟在笼子里唱歌。,jaula,El pájaro canta dentro de la jaula.,lồng,Con chim hót trong lồng.,กรง,นกร้องเพลงในกรง,sangkar; kandang,Burung itu bernyanyi di dalam sangkar.
pet,My pet dog is very friendly.,애완동물,내 반려견은 매우 친근해요.,ペット,私のペットの犬はとてもフレンドリーです。,宠物,我的宠物狗很友好。,mascota,Mi perro mascota es muy amigable.,thú cưng,Chó cưng của tôi rất thân thiện.,สัตว์เลี้ยง,สุนัขเลี้ยงของฉันเป็นมิตรมาก,hewan peliharaan,Anjing peliharaan saya sangat ramah.
root,The tree has very deep roots.,뿌리,나무의 뿌리가 매우 깊어요.,根,木はとても深い根を持っています。,根,这棵树的根很深。,raíz,El árbol tiene raíces muy profundas.,rễ,Cái cây có rễ rất sâu.,ราก,ต้นไม้มีรากลึกมาก,akar,Pohon itu memiliki akar yang sangat dalam.
branch,A bird sat on the tree branch.,가지,새가 나뭇가지 위에 앉았어요.,枝,鳥が木の枝にとまりました。,树枝,一只鸟停在树枝上。,rama,Un pájaro se posó en la rama del árbol.,cành,Một con chim đậu trên cành cây.,กิ่ง; กิ่งไม้,นกเกาะอยู่บนกิ่งไม้,cabang; dahan,Seekor burung duduk di dahan pohon.
corn,We grow corn in our garden.,옥수수,우리는 정원에서 옥수수를 키워요.,トウモロコシ,私たちは庭でトウモロコシを育てています。,玉米,我们在花园里种玉米。,maíz,Cultivamos maíz en nuestro jardín.,ngô; bắp,Chúng tôi trồng ngô trong vườn.,ข้าวโพด,เราปลูกข้าวโพดในสวน,jagung,Kami menanam jagung di kebun.
