english,example,ko_meaning,ko_example,ja_meaning,ja_example,zh_meaning,zh_example,es_meaning,es_example,vi_meaning,vi_example,th_meaning,th_example,id_meaning,id_example
quibble,Investors pressured the board to quibble the acquisition deal that lacked strategic value.,옥신각신하다,투자자들은 이사회에 전략적 가치가 부족한 인수 거래를 옥신각신하도록 압력을 가했다.,屁理屈を言う,投資家は戦略的価値に欠ける買収案件を屁理屈を言うよう取締役会に圧力をかけた。,吹毛求疵,投资者向董事会施压要求吹毛求疵缺乏战略价值的收购交易。,"discutir por nimiedades, objetar por cuestiones menores o sin importancia",Los inversores presionaron a la junta para no discutir por nimiedades en el acuerdo de adquisición.,ngụy biện,Các nhà đầu tư gây áp lực buộc hội đồng quản trị phải ngụy biện cho thương vụ mua lại thiếu giá trị chiến lược.,พูดเล่น,นักลงทุนกดดันให้คณะกรรมการเล่นลิ้นข้อตกลงการซื้อกิจการที่ขาดมูลค่าเชิงกลยุทธ์,berdalih,Investor menekan dewan direksi untuk berdalih bahwa kesepakatan akuisisi tersebut tidak memiliki nilai strategis.
quintessence,Economists pointed to the quintessence as evidence of a fundamental shift in consumer behavior.,정수,경제학자들은 소비자 행동의 근본적인 변화의 증거로 정수을(를) 지적했다.,精髄,エコノミストは消費者行動の根本的な変化の証拠として精髄を指摘した。,精髓,经济学家指出精髓是消费者行为发生根本性转变的证据。,"quintaesencia, la expresión más pura y perfecta de una cualidad o cosa",Los economistas señalaron la quintaesencia como evidencia de un cambio fundamental en el comportamiento del mercado.,tinh hoa,Các nhà kinh tế coi tinh hoa là bằng chứng cho sự thay đổi cơ bản trong hành vi của người tiêu dùng.,แก่นสาร,นักเศรษฐศาสตร์ชี้ว่าแก่นสารนี้เป็นหลักฐานของการเปลี่ยนแปลงขั้นพื้นฐานในพฤติกรรมผู้บริโภค,intisari,Para ekonom menunjuk intisari sebagai bukti perubahan mendasar dalam perilaku konsumen.
quorum,Observers noted the quorum in the chairman's speech at the annual shareholders' meeting.,정족수,관찰자들은 연례 주주총회 의장 연설에서의 정족수에 주목했다.,定足数,観察者は年次株主総会での議長スピーチにおける定足数に注目した。,法定人数,观察者注意到了年度股东大会上主席致辞中的法定人数。,"quórum, número mínimo de miembros necesarios para que una asamblea pueda deliberar válidamente",Los observadores notaron el quórum en el discurso del presidente en la conferencia anual de accionistas.,số đại biểu,Các nhà quan sát ghi nhận số đại biểu trong bài phát biểu của chủ tịch tại cuộc họp cổ đông thường niên.,องค์ประชุม,ผู้สังเกตการณ์สังเกตองค์ประชุมในสุนทรพจน์ของประธานในการประชุมผู้ถือหุ้นประจำปี,kuorum,Pengamat mencatat kuorum dalam pidato ketua rapat pemegang saham tahunan.
quota,Recognizing the quota behind the decision helped stakeholders understand the strategic rationale.,할당량,결정 이면의 할당량을(를) 이해하는 것이 이해관계자들에게 전략적 근거를 파악하는 데 도움이 되었다.,割当量,決定の背後にある割当量を理解することが利害関係者に戦略的根拠の把握を助けた。,配额,理解决策背后的配额帮助利益相关者把握了战略依据。,"cuota, límite numérico establecido para regular una cantidad permitida",Reconocer la cuota detrás de la decisión ayudó a los interesados a prepararse para los cambios venideros.,hạn ngạch,Việc nhận ra hạn ngạch đằng sau quyết định này đã giúp các bên liên quan hiểu được cơ sở chiến lược.,โควต้า,การรับรู้โควต้าเบื้องหลังการตัดสินใจช่วยให้ผู้มีส่วนได้ส่วนเสียเข้าใจเหตุผลเชิงกลยุทธ์,kuota,Menyadari kuota di balik keputusan tersebut membantu para pemangku kepentingan memahami alasan strategisnya.
ramification,The ramification throughout the supply chain caused significant delays in product delivery schedules.,결과,공급망 전반의 결과이(가) 제품 배송 일정에 상당한 지연을 초래했다.,結果,サプライチェーン全体にわたる結果が製品配送スケジュールに大幅な遅延を引き起こした。,后果,供应链中普遍存在的后果导致产品交付计划大幅延迟。,"ramificación, consecuencia indirecta o implicación derivada de una acción o decisión",La ramificación a lo largo de la cadena de suministro causó retrasos significativos en los calendarios de entrega.,sự phân nhánh,Sự phân nhánh trong toàn bộ chuỗi cung ứng đã gây ra sự chậm trễ đáng kể trong lịch trình giao sản phẩm.,การขยายสาขา,การขยายสาขาทั่วทั้งห่วงโซ่อุปทานทำให้เกิดความล่าช้าอย่างมากในกำหนดการส่งมอบผลิตภัณฑ์,percabangan,Dampaknya di seluruh rantai pasokan menyebabkan penundaan yang signifikan dalam jadwal pengiriman produk.
rampant,Management praised the rampant effort of the research team in meeting tight deadlines.,만연하는,경영진은 촉박한 마감을 맞춘 연구팀의 만연하는 노력을 칭찬했다.,蔓延する,経営陣はタイトな期限を守った研究チームの蔓延するな努力を称賛した。,猖獗的,管理层赞扬了研究团队在紧迫期限内完成任务的猖獗的努力。,"desenfrenado, extendido sin control, que prolifera de forma incontrolada",La dirección elogió el desenfrenado esfuerzo del equipo de investigación para cumplir con los plazos ajustados.,lan tràn,Ban quản lý ca ngợi nỗ lực không ngừng của nhóm nghiên cứu trong việc đáp ứng thời hạn chặt chẽ.,อาละวาด,ฝ่ายบริหารชื่นชมความพยายามอย่างล้นหลามของทีมวิจัยในการทำตามกำหนดเวลาที่จำกัด,merajalela,Manajemen memuji upaya tim peneliti yang merajalela dalam memenuhi tenggat waktu yang ketat.
rancor,Documenting the rancor accurately was critical for the upcoming external audit process.,원한,원한을(를) 정확하게 문서화하는 것은 다가오는 외부 감사 과정에 매우 중요했다.,恨み,恨みを正確に文書化することは今後の外部監査プロセスにとって極めて重要だった。,怨恨,准确记录怨恨对即将进行的外部审计过程至关重要。,"rencor, amargura y resentimiento persistente derivado de agravios anteriores",Documentar el rencor con precisión fue fundamental para la próxima revisión regulatoria trimestral.,sự thù hận,Việc ghi lại chính xác mối thù hận là rất quan trọng cho quá trình kiểm toán bên ngoài sắp tới.,ความเคียดแค้น,การจัดทำเอกสารความขุ่นเคืองอย่างถูกต้องถือเป็นสิ่งสำคัญสำหรับกระบวนการตรวจสอบภายนอกที่กำลังจะเกิดขึ้น,dendam,Mendokumentasikan dendam secara akurat sangat penting untuk proses audit eksternal mendatang.
ratify,The consulting firm was hired to ratify operational inefficiencies across all divisions.,비준하다,컨설팅 회사는 모든 부서의 운영 비효율을 비준하도록 고용되었다.,批准する,コンサルティング会社は全部門の運営非効率を批准するために雇われた。,批准,咨询公司受聘批准所有部门的运营低效问题。,"ratificar, confirmar o aprobar formalmente un acuerdo, tratado o decisión",La firma consultora fue contratada para ratificar las ineficiencias operativas antes de la auditoría anual.,phê chuẩn,Công ty tư vấn được thuê để phê chuẩn những hoạt động kém hiệu quả ở tất cả các bộ phận.,ให้สัตยาบัน,บริษัทที่ปรึกษาได้รับการว่าจ้างให้สัตยาบันความไร้ประสิทธิภาพในการปฏิบัติงานในทุกแผนก,meratifikasi,Perusahaan konsultan dipekerjakan untuk meratifikasi inefisiensi operasional di semua divisi.
ratiocinate,Senior management decided to ratiocinate all pending proposals after careful deliberation.,추론하다,고위 경영진은 신중한 검토 후 모든 보류 중인 제안을 추론하기로 결정했다.,推論する,上級経営陣は慎重な審議の後、保留中の提案をすべて推論することを決定した。,推理,高级管理层经过慎重考虑后决定推理所有待审提案。,"raciocinar, razonar de forma sistemática y lógica para llegar a conclusiones",La alta dirección decidió raciocinar todas las propuestas pendientes antes de la junta general anual.,hợp lý hóa,Ban quản lý cấp cao quyết định hợp lý hóa tất cả các đề xuất đang chờ xử lý sau khi cân nhắc kỹ lưỡng.,อัตราส่วน,ผู้บริหารระดับสูงตัดสินใจปันส่วนข้อเสนอที่รอดำเนินการทั้งหมดหลังจากพิจารณาอย่างรอบคอบแล้ว,rasiocinate,Manajemen senior memutuskan untuk mempertimbangkan semua proposal yang tertunda setelah pertimbangan yang cermat.
raze,The CEO promised to raze inefficient processes during the quarterly review.,파괴하다,CEO는 분기별 검토에서 비효율적인 프로세스를 파괴하기로 약속했다.,破壊する,CEOは四半期レビューで非効率なプロセスを破壊することを約束した。,夷平,CEO承诺在季度审查中夷平低效流程。,"arrasar, demoler completamente, destruir hasta los cimientos",El CEO prometió arrasar los procesos ineficientes durante el próximo trimestre fiscal.,san bằng,Giám đốc điều hành hứa sẽ loại bỏ các quy trình kém hiệu quả trong đợt đánh giá hàng quý.,ทำลายล้าง,ซีอีโอสัญญาว่าจะทำลายกระบวนการที่ไม่มีประสิทธิภาพในระหว่างการทบทวนรายไตรมาส,meruntuhkan,CEO berjanji untuk menghapuskan proses yang tidak efisien selama tinjauan triwulanan.
rebuff,The task force was assembled to rebuff long-standing issues in supply chain logistics.,거절하다,태스크포스는 공급망 물류의 오래된 문제를 거절하도록 구성되었다.,拒絶する,タスクフォースはサプライチェーン物流の長年の問題を拒絶するために編成された。,断然拒绝,专项工作组的组建旨在断然拒绝供应链物流中的长期问题。,"rechazar con desdén, negar o repudiar de forma definitiva y contundente",El grupo de trabajo fue convocado para rechazar los problemas persistentes antes de la auditoría interna.,cự tuyệt,Lực lượng đặc nhiệm được thành lập để giải quyết các vấn đề tồn tại lâu dài trong lĩnh vực hậu cần chuỗi cung ứng.,ปฏิเสธ,คณะทำงานเฉพาะกิจได้รวมตัวกันเพื่อขจัดปัญหาที่มีมายาวนานในด้านลอจิสติกส์ห่วงโซ่อุปทาน,menolak,Gugus tugas ini dibentuk untuk mengatasi permasalahan yang sudah lama ada dalam logistik rantai pasokan.
rebuke,The operations team scrambled to rebuke bottlenecks before the product launch deadline.,질책하다,운영 팀은 제품 출시 마감 전에 병목 현상을 질책하도록 서둘렀다.,叱責する,運営チームは製品発売期限前にボトルネックを叱責するために奔走した。,斥责,运营团队在产品发布截止日期前赶紧斥责瓶颈问题。,"reprender, criticar severamente, censurar por mala conducta o error",El equipo de operaciones se apresuró a reprender los cuellos de botella antes del cierre del trimestre.,quở trách,Đội ngũ vận hành tranh nhau khắc phục các điểm nghẽn trước thời hạn ra mắt sản phẩm.,ตำหนิ,ทีมปฏิบัติการต่างแย่งชิงเพื่อตำหนิปัญหาคอขวดก่อนถึงเส้นตายการเปิดตัวผลิตภัณฑ์,menegur,Tim operasi bergegas untuk mengatasi kemacetan sebelum batas waktu peluncuran produk.
recapitulate,Strategic planners aim to recapitulate competitive disadvantages through technology investment.,요약하다,전략 기획자들은 기술 투자를 통해 경쟁 열위를 요약하기로 목표한다.,要約する,戦略プランナーはテクノロジー投資を通じて競争上の不利を要約することを目指す。,概述,战略规划者旨在通过技术投资概述竞争劣势。,"recapitular, resumir los puntos principales de una exposición o debate",Los planificadores estratégicos buscan recapitular las desventajas competitivas mediante alianzas estratégicas.,tóm tắt lại,Các nhà hoạch định chiến lược nhằm mục đích khắc phục những bất lợi cạnh tranh thông qua đầu tư công nghệ.,สรุป,นักวางแผนเชิงกลยุทธ์มุ่งหวังที่จะสรุปผลเสียทางการแข่งขันผ่านการลงทุนด้านเทคโนโลยี,merekapitulasi,Perencana strategis bertujuan untuk merekapitulasi kelemahan kompetitif melalui investasi teknologi.
recidivism,Industry veterans warned that the recidivism could undermine long-term competitive positioning.,재범,업계 원로들은 재범이(가) 장기적인 경쟁적 지위를 약화시킬 수 있다고 경고했다.,再犯,業界のベテランは再犯が長期的な競争優位を損なう可能性があると警告した。,累犯,行业资深人士警告称累犯可能会削弱长期竞争地位。,"reincidencia, tendencia a repetir conductas delictivas después de haber sido castigado",Los veteranos de la industria advirtieron que la reincidencia podría socavar las relaciones comerciales a largo plazo.,tái phạm,Những người kỳ cựu trong ngành cảnh báo rằng việc tái phạm có thể làm suy yếu vị thế cạnh tranh lâu dài.,กระทำผิดซ้ำ,ผู้มีประสบการณ์ในอุตสาหกรรมเตือนว่าการกระทำซ้ำซากอาจบ่อนทำลายจุดยืนทางการแข่งขันในระยะยาว,residivisme,Para veteran industri memperingatkan bahwa residivisme dapat merusak posisi kompetitif jangka panjang.
reckoning,The reckoning associated with the project made it a subject of intense board debate.,계산,프로젝트와 관련된 계산이(가) 이사회의 치열한 논쟁의 주제가 되었다.,計算,プロジェクトに関連する計算が取締役会の激しい議論の対象となった。,清算,与该项目相关的清算成为董事会激烈辩论的主题。,"ajuste de cuentas, momento de rendir cuentas por acciones pasadas, consecuencias inevitables",El ajuste de cuentas asociado con el proyecto lo convirtió en un tema de amplio debate entre analistas.,tính toán,Việc tính toán liên quan đến dự án đã khiến nó trở thành chủ đề tranh luận gay gắt của hội đồng quản trị.,การคำนวณ,การพิจารณาที่เกี่ยวข้องกับโครงการทำให้เป็นประเด็นถกเถียงของคณะกรรมการอย่างเข้มข้น,perhitungan,Perhitungan yang terkait dengan proyek tersebut menjadikannya subjek perdebatan dewan yang intens.
recompense,The chief financial officer chose to recompense spending on non-essential projects this quarter.,보상하다,최고재무책임자는 이번 분기에 비필수 프로젝트 지출을 보상하기로 했다.,補償する,CFOは今四半期、非必須プロジェクトへの支出を補償することを選んだ。,报偿,首席财务官选择在本季度报偿非必要项目的支出。,"recompensar, indemnizar o compensar por un daño, pérdida o servicio prestado",El director financiero eligió recompensar el gasto en iniciativas de sostenibilidad a largo plazo.,đền bù,Giám đốc tài chính đã chọn bù đắp chi tiêu cho các dự án không thiết yếu trong quý này.,ค่าตอบแทน,ประธานเจ้าหน้าที่ฝ่ายการเงินเลือกที่จะชดเชยการใช้จ่ายในโครงการที่ไม่จำเป็นในไตรมาสนี้,imbalan,Kepala bagian keuangan memilih untuk mengkompensasi pengeluaran pada proyek-proyek yang tidak penting pada kuartal ini.
reconnoiter,The regional manager attempted to reconnoiter employee concerns through improved communication channels.,정찰하다,지역 관리자는 개선된 소통 채널을 통해 직원 우려를 정찰하기로 시도했다.,偵察する,地域マネージャーは改善されたコミュニケーションを通じて従業員の懸念を偵察することを試みた。,侦察,区域经理试图通过改善沟通渠道来侦察员工的关切。,"reconocer el terreno, explorar o inspeccionar de forma clandestina o preliminar",El gerente regional intentó reconocer el terreno antes de abordar las preocupaciones de los empleados.,người thăm dò,Người quản lý khu vực đã cố gắng tìm hiểu lại mối quan tâm của nhân viên thông qua các kênh liên lạc được cải thiện.,ผู้ตรวจตรา,ผู้จัดการระดับภูมิภาคพยายามตรวจสอบข้อกังวลของพนักงานผ่านช่องทางการสื่อสารที่ได้รับการปรับปรุง,mengintai,Manajer regional berusaha untuk mengetahui kekhawatiran karyawan melalui saluran komunikasi yang lebih baik.
recoup,The board voted to recoup the outdated policy before the fiscal year ends.,만회하다,이사회는 회계연도가 끝나기 전에 구시대적 정책을 만회하기로 결의했다.,取り戻す,取締役会は会計年度末までに時代遅れの方針を取り戻すことを決議した。,弥补,董事会投票决定在财年结束前弥补过时的政策。,"recuperar, obtener de vuelta una pérdida económica o compensar gastos incurridos",La junta votó para recuperar la política obsoleta antes del plazo de cumplimiento regulatorio.,thu lại,Hội đồng đã bỏ phiếu để thu hồi chính sách lỗi thời trước khi năm tài chính kết thúc.,ชดใช้,คณะกรรมการลงมติให้ชดใช้นโยบายที่ล้าสมัยก่อนสิ้นปีบัญชี,memulihkan,Dewan memilih untuk memulihkan kebijakan lama sebelum tahun fiskal berakhir.
recrudescence,The recrudescence of the executive's remarks during the press conference was widely noted.,재발,기자회견에서 경영진 발언의 재발은(는) 널리 주목을 받았다.,再発,記者会見での経営幹部の発言における再発は広く注目された。,复发,高管在新闻发布会上发言中的复发受到了广泛关注。,"recrudecimiento, reaparición o intensificación de algo que parecía estar controlado",El recrudecimiento de los comentarios del ejecutivo durante la conferencia de prensa preocupó a los inversores.,sự tái phát,Sự xuất hiện trở lại của nhận xét của giám đốc điều hành trong cuộc họp báo đã được ghi nhận rộng rãi.,การกลับเป็นซ้ำ,คำพูดของผู้บริหารที่ซ้ำซากในระหว่างการแถลงข่าวได้รับการสังเกตอย่างกว้างขวาง,kekambuhan,Kemunculan kembali pernyataan eksekutif selama konferensi pers menjadi perhatian luas.
rectify,The audit team sought to rectify discrepancies found in the annual financial statements.,시정하다,감사팀은 연간 재무제표에서 발견된 불일치를 시정하기로 했다.,是正する,監査チームは年次財務諸表で発見された不一致を是正することを求めた。,纠正,审计团队试图纠正年度财务报表中发现的差异。,"rectificar, corregir un error o deficiencia, enmendar lo que está mal",El equipo de auditoría buscó rectificar las discrepancias encontradas en los estados financieros trimestrales.,sửa chữa,Nhóm kiểm toán đã tìm cách khắc phục những khác biệt trong báo cáo tài chính hàng năm.,แก้ไข,ทีมตรวจสอบพยายามที่จะแก้ไขความคลาดเคลื่อนที่พบในงบการเงินประจำปี,memperbaiki,Tim audit berupaya memperbaiki ketidaksesuaian yang ditemukan dalam laporan keuangan tahunan.
recumbent,Senior directors viewed the recumbent proposal with cautious optimism during the board meeting.,기대앉은,고위 이사들은 이사회 회의에서 기대앉은 제안을 신중한 낙관주의로 바라보았다.,横たわった,シニアディレクターは取締役会で横たわったな提案を慎重な楽観主義で見ていた。,斜躺的,高级董事在董事会议上以谨慎乐观的态度看待斜躺的提案。,"recumbente, que está tendido o recostado en posición horizontal",Los directores sénior revisaron la propuesta recumbente con cautelosa objetividad antes de votar.,nằm nghiêng,Các giám đốc cấp cao xem đề xuất này với thái độ lạc quan thận trọng trong cuộc họp hội đồng quản trị.,ขี้เกียจ,กรรมการอาวุโสมองข้อเสนอของผู้ดำรงตำแหน่งด้วยแง่ดีอย่างระมัดระวังในระหว่างการประชุมคณะกรรมการ,telentang,Para direktur senior melihat usulan tersebut dengan optimisme yang hati-hati selama rapat dewan.
recuse,Shareholders expect leadership to recuse the proposed changes at the annual meeting.,기피하다,주주들은 연례 회의에서 경영진이 제안된 변경 사항을 기피하도록 기대한다.,忌避する,株主は年次総会で経営陣が提案された変更を忌避することを期待している。,回避,股东期望领导层在年度会议上回避拟议的变更。,"recusarse, excusarse de actuar en un asunto por conflicto de intereses",Los accionistas esperan que el liderazgo se recuse de los cambios propuestos en caso de conflicto de intereses.,tái sử dụng,Các cổ đông mong đợi lãnh đạo sẽ tái sử dụng những thay đổi được đề xuất tại cuộc họp thường niên.,เลิกใช้,ผู้ถือหุ้นคาดหวังว่าผู้นำจะยกเลิกการเปลี่ยนแปลงที่เสนอในการประชุมประจำปี,menolak,Pemegang saham mengharapkan kepemimpinan untuk menolak usulan perubahan pada pertemuan tahunan.
redact,The audit team sought to redact discrepancies found in the annual financial statements.,편집하다,감사팀은 연간 재무제표에서 발견된 불일치를 편집하기로 했다.,編集する,監査チームは年次財務諸表で発見された不一致を編集することを求めた。,编辑,审计团队试图编辑年度财务报表中发现的差异。,"redactar con omisiones, suprimir o censurar información sensible en un documento",El equipo de auditoría buscó redactar las discrepancias encontradas en los estados financieros del año.,biên soạn lại,Nhóm kiểm toán đã tìm cách loại bỏ những khác biệt được tìm thấy trong báo cáo tài chính hàng năm.,แก้ไข,ทีมตรวจสอบพยายามที่จะแก้ไขความแตกต่างที่พบในงบการเงินประจำปี,menyunting,Tim audit berusaha untuk menyunting perbedaan yang ditemukan dalam laporan keuangan tahunan.
redundant,Management praised the redundant effort of the research team in meeting tight deadlines.,불필요한,경영진은 촉박한 마감을 맞춘 연구팀의 불필요한 노력을 칭찬했다.,不必要な,経営陣はタイトな期限を守った研究チームの不必要な努力を称賛した。,多余的,管理层赞扬了研究团队在紧迫期限内完成任务的多余的努力。,"redundante, que se repite innecesariamente, superfluo o excesivo en relación al fin",La dirección elogió el redundante esfuerzo del equipo de investigación para cumplir con los plazos ajustados.,dư thừa,Ban quản lý ca ngợi nỗ lực vượt trội của nhóm nghiên cứu trong việc đáp ứng thời hạn chặt chẽ.,ซ้ำซ้อน,ฝ่ายบริหารชื่นชมความพยายามที่ซ้ำซ้อนของทีมวิจัยในการทำตามกำหนดเวลาที่จำกัด,mubazir,Manajemen memuji upaya berlebihan tim peneliti dalam memenuhi tenggat waktu yang ketat.
referendum,The referendum within the organization reflected deeper issues in its corporate culture.,국민투표,조직 내의 국민투표은(는) 기업 문화의 더 깊은 문제를 반영했다.,国民投票,組織内の国民投票はその企業文化のより深い問題を反映していた。,全民公投,组织内部的全民公投反映了企业文化中更深层的问题。,"referéndum, consulta popular directa sobre una cuestión de importancia nacional",El referéndum dentro de la organización refleja problemas más profundos en la estructura de gobierno.,trưng cầu dân ý,Cuộc trưng cầu dân ý trong tổ chức phản ánh những vấn đề sâu sắc hơn trong văn hóa doanh nghiệp của nó.,การลงประชามติ,การลงประชามติภายในองค์กรสะท้อนให้เห็นถึงปัญหาที่ลึกซึ้งยิ่งขึ้นในวัฒนธรรมองค์กร,referendum; jajak pendapat,Referendum di dalam organisasi tersebut mencerminkan permasalahan yang lebih mendalam dalam budaya perusahaannya.
refute,The audit team sought to refute discrepancies found in the annual financial statements.,반박하다,감사팀은 연간 재무제표에서 발견된 불일치를 반박하기로 했다.,反論する,監査チームは年次財務諸表で発見された不一致を反論することを求めた。,反驳,审计团队试图反驳年度财务报表中发现的差异。,"refutar, demostrar que algo es falso o erróneo mediante argumentos o evidencias",El equipo de auditoría buscó refutar las discrepancias encontradas en los estados financieros trimestrales.,bác bỏ,Nhóm kiểm toán đã tìm cách bác bỏ những khác biệt được tìm thấy trong báo cáo tài chính hàng năm.,หักล้าง,ทีมตรวจสอบพยายามที่จะหักล้างความแตกต่างที่พบในงบการเงินประจำปี,membantah,Tim audit berusaha menyangkal perbedaan yang ditemukan dalam laporan keuangan tahunan.
regal,The consultant delivered a regal analysis that reshaped the marketing plan.,왕의,컨설턴트는 마케팅 계획을 재편하는 왕의 분석을 전달했다.,王の,コンサルタントはマーケティング計画を一新する王の分析を提供した。,帝王的,顾问提交了一份重新塑造营销计划的帝王的分析报告。,"regio, majestuoso, propio de la realeza, de magnificencia o dignidad excepcional",El consultor proporcionó un análisis regio que reformuló la estrategia competitiva de la empresa.,vương giả,Nhà tư vấn đã đưa ra một phân tích vương giả nhằm định hình lại kế hoạch tiếp thị.,กษัตริย์,ที่ปรึกษาได้ส่งการวิเคราะห์อันสง่างามที่ปรับรูปแบบแผนการตลาด,agung,Konsultan menyampaikan analisis agung yang membentuk kembali rencana pemasaran.
regimen,Reports of regimen in the industry prompted regulatory agencies to launch formal investigations.,식이요법,업계의 식이요법에 대한 보도가 규제 기관의 공식 조사를 촉발했다.,養生法,業界における養生法の報告が規制当局による正式な調査を促した。,养生法,行业中养生法的报道促使监管机构启动了正式调查。,"régimen, plan sistemático de tratamiento o práctica, especialmente en salud",Los informes sobre regímenes en la industria llevaron a las agencias reguladoras a revisar sus criterios.,chế độ điều trị,Các báo cáo về chế độ điều trị trong ngành đã thúc đẩy các cơ quan quản lý tiến hành điều tra chính thức.,ระบบการปกครอง,รายงานระบบการปกครองในอุตสาหกรรมกระตุ้นให้หน่วยงานกำกับดูแลดำเนินการสอบสวนอย่างเป็นทางการ,rejimen,Laporan mengenai rezim di industri mendorong badan pengatur untuk melakukan penyelidikan formal.
reimburse,Cross-functional teams collaborated to reimburse barriers between engineering and marketing departments.,상환하다,다기능 팀은 엔지니어링과 마케팅 부서 간의 장벽을 상환하도록 협력했다.,償還する,部門横断チームはエンジニアリングとマーケティング部門間の障壁を償還するために協力した。,偿还,跨职能团队合作偿还工程和营销部门之间的壁垒。,"reembolsar, devolver el dinero gastado o compensar económicamente por un gasto",Los equipos multifuncionales colaboraron para reembolsar las barreras entre departamentos de manera efectiva.,hoàn trả,Các nhóm đa chức năng đã cộng tác để giải quyết các rào cản giữa bộ phận kỹ thuật và tiếp thị.,คืนเงิน,ทีมงานข้ามสายงานร่วมมือกันเพื่อชดเชยอุปสรรคระหว่างแผนกวิศวกรรมและฝ่ายการตลาด,mengganti uang,Tim lintas fungsi berkolaborasi untuk mengatasi hambatan antara departemen teknik dan pemasaran.
reiterate,The incoming president pledged to reiterate bureaucratic red tape slowing down approvals.,반복하다,신임 사장은 승인을 지연시키는 관료적 절차를 반복하기로 약속했다.,繰り返す,新大統領は承認を遅らせる官僚的な手続きを繰り返すことを誓約した。,重申,新任总裁承诺重申拖慢审批速度的官僚程序。,"reiterar, repetir o afirmar algo de nuevo para dar mayor énfasis",El presidente entrante prometió reiterar las directrices burocráticas para agilizar los procesos internos.,nhắc lại,Tổng thống sắp nhậm chức cam kết sẽ lặp lại tình trạng quan liêu làm chậm quá trình phê duyệt.,ย้ำ,ประธานาธิบดีคนใหม่ให้คำมั่นที่จะย้ำกฎเกณฑ์ของระบบราชการที่ชะลอการอนุมัติ,mengulangi,Presiden mendatang berjanji untuk menegaskan kembali birokrasi yang memperlambat persetujuan.
relapse,Cross-functional teams collaborated to relapse barriers between engineering and marketing departments.,재발하다,다기능 팀은 엔지니어링과 마케팅 부서 간의 장벽을 재발하도록 협력했다.,再発する,部門横断チームはエンジニアリングとマーケティング部門間の障壁を再発するために協力した。,复发,跨职能团队合作复发工程和营销部门之间的壁垒。,"recaer, volver a un estado negativo o enfermedad después de una mejoría",Los equipos multifuncionales colaboraron para evitar que el proyecto recayese en las mismas dificultades.,tái phát,Các nhóm đa chức năng đã cộng tác để xóa bỏ các rào cản giữa bộ phận kỹ thuật và tiếp thị.,การกำเริบของโรค,ทีมงานข้ามสายงานร่วมมือกันเพื่อขจัดอุปสรรคระหว่างแผนกวิศวกรรมและการตลาด,kambuh,Tim lintas fungsi berkolaborasi untuk menghilangkan hambatan antara departemen teknik dan pemasaran.
remand,Risk managers determined it was essential to remand exposure to volatile market sectors.,환송하다,리스크 관리자들은 변동성이 큰 시장 부문에 대한 노출을 환송하는 것이 필수적이라고 판단했다.,差し戻す,リスクマネージャーは変動の激しい市場セクターへのエクスポージャーを差し戻すことが不可欠と判断した。,还押,风险经理确定必须还押对波动性市场部门的敞口。,"remitir a la custodia, enviar de vuelta a un tribunal o institución para decisión",Los gestores de riesgos determinaron que era esencial remitir la exposición a activos de alto riesgo.,tạm giam,Các nhà quản lý rủi ro xác định rằng điều cần thiết là hạn chế tiếp xúc với các lĩnh vực thị trường đầy biến động.,คุมขัง,ผู้จัดการความเสี่ยงพิจารณาว่าจำเป็นต้องควบคุมความเสี่ยงจากภาคตลาดที่มีความผันผวน,penahanan,Manajer risiko memutuskan bahwa penting untuk menahan paparan terhadap sektor pasar yang bergejolak.
remedial,The remedial tone of the negotiations stalled progress on the trade agreement.,치료의,협상의 치료의 분위기가 무역 협정 진전을 지연시켰다.,治療の,交渉の治療の雰囲気が貿易協定の進展を停滞させた。,补救的,谈判中补救的氛围使贸易协议进展陷入停滞。,"correctivo, destinado a remediar una deficiencia o corregir un problema",El tono correctivo de las negociaciones frenó el avance en el acuerdo comercial internacional.,khắc phục,Giọng điệu khắc phục của các cuộc đàm phán đã làm cản trở tiến trình của hiệp định thương mại.,การเยียวยา,แนวทางการแก้ไขของการเจรจาทำให้ความคืบหน้าในข้อตกลงทางการค้าหยุดชะงัก,perbaikan,Nada perbaikan dari negosiasi tersebut menghambat kemajuan perjanjian perdagangan.
reminiscent,A reminiscent evaluation framework was developed to measure long-term organizational performance metrics.,연상시키는,장기적인 조직 성과 지표를 측정하기 위한 연상시키는 평가 체계가 개발되었다.,連想させる,長期的な組織パフォーマンス指標を測定するための連想させるな評価フレームワークが開発された。,令人回忆的,开发了令人回忆的评估框架以衡量长期组织绩效指标。,"evocador, que recuerda o hace pensar en algo del pasado, nostálgico",Se desarrolló un marco de evaluación evocador para medir el rendimiento a lo largo del tiempo.,gợi nhớ,Một khung đánh giá gợi nhớ đã được phát triển để đo lường các thước đo hiệu suất tổ chức dài hạn.,ชวนให้นึกถึง,กรอบการประเมินที่ชวนให้นึกถึงได้รับการพัฒนาเพื่อวัดตัวชี้วัดประสิทธิภาพขององค์กรในระยะยาว,mengingatkan,Kerangka evaluasi serupa dikembangkan untuk mengukur metrik kinerja organisasi jangka panjang.
