english,example,ko_meaning,ko_example,ja_meaning,ja_example,zh_meaning,zh_example,es_meaning,es_example,vi_meaning,vi_example,th_meaning,th_example,id_meaning,id_example
facet,The report examined every facet of the problem.,측면,보고서는 문제의 모든 측면을 조사했다.,側面,報告書は問題のあらゆる側面を検討した。,方面,报告审查了问题的各个方面。,faceta,El informe examinó cada faceta del problema.,khía cạnh,Báo cáo xem xét mọi khía cạnh của vấn đề.,แง่มุม,รายงานตรวจสอบทุกแง่มุมของปัญหา,aspek,Laporan tersebut memeriksa setiap aspek masalah.
fallacy,The argument is based on a logical fallacy.,오류,그 주장은 논리적 오류에 기반하고 있다.,誤謬,その議論は論理的誤謬に基づいている。,谬论,该论点基于一个逻辑谬论。,falacia,El argumento se basa en una falacia lógica.,ngụy biện,Lập luận dựa trên một ngụy biện logic.,ความเข้าใจผิด,ข้อโต้แย้งนั้นอิงจากความเข้าใจผิดทางตรรกะ,kekeliruan,Argumen tersebut didasarkan pada kekeliruan logis.
feeble,The patient made a feeble attempt to stand up.,허약한,환자는 허약하게 일어서려 했다.,弱々しい,患者は弱々しく立ち上がろうとした。,虚弱的,病人虚弱地试图站起来。,débil,El paciente hizo un débil intento de levantarse.,yếu ớt,Bệnh nhân cố gắng yếu ớt để đứng dậy.,อ่อนแอ,ผู้ป่วยพยายามลุกขึ้นอย่างอ่อนแอ,lemah,Pasien melakukan upaya lemah untuk berdiri.
fervent,She is a fervent supporter of environmental protection.,열렬한,그녀는 환경 보호의 열렬한 지지자이다.,熱烈な,彼女は環境保護の熱烈な支持者である。,热烈的,她是环境保护的热烈支持者。,ferviente,Ella es una ferviente defensora de la protección ambiental.,nhiệt thành,Cô là người ủng hộ nhiệt thành bảo vệ môi trường.,กระตือรือร้น,เธอเป็นผู้สนับสนุนการปกป้องสิ่งแวดล้อมอย่างกระตือรือร้น,bersemangat,Dia adalah pendukung bersemangat perlindungan lingkungan.
foe,The two nations were once bitter foes.,적,두 나라는 한때 격렬한 적이었다.,敵,両国はかつて激しい敵だった。,敌人,两国曾是死敌。,enemigo,Las dos naciones fueron una vez enemigos acérrimos.,kẻ thù,Hai quốc gia từng là kẻ thù không đội trời chung.,ศัตรู,ทั้งสองชาติเคยเป็นศัตรูที่รุนแรง,musuh,Kedua negara dulunya adalah musuh bebuyutan.
fragile,The global economy remains fragile after the pandemic.,취약한,세계 경제는 팬데믹 이후 여전히 취약하다.,脆弱な,世界経済はパンデミック後も脆弱なままである。,脆弱的,全球经济在疫情后仍然脆弱。,frágil,La economía global sigue siendo frágil después de la pandemia.,mong manh,Nền kinh tế toàn cầu vẫn mong manh sau đại dịch.,เปราะบาง,เศรษฐกิจโลกยังคงเปราะบางหลังการระบาดใหญ่,rapuh,Ekonomi global tetap rapuh setelah pandemi.
friction,There has been growing friction between the two departments.,마찰,두 부서 사이에 마찰이 커지고 있다.,摩擦,二つの部門の間で摩擦が増えている。,摩擦,两个部门之间的摩擦越来越大。,fricción,Ha habido una fricción creciente entre los dos departamentos.,mâu thuẫn,Mâu thuẫn giữa hai phòng ban ngày càng tăng.,ความขัดแย้ง,มีความขัดแย้งเพิ่มมากขึ้นระหว่างสองแผนก,gesekan,Ada gesekan yang semakin meningkat antara kedua departemen.
futile,All attempts to negotiate proved futile.,무익한,모든 협상 시도가 무익한 것으로 판명되었다.,無駄な,交渉のすべての試みは無駄だと判明した。,徒劳的,所有谈判尝试都证明是徒劳的。,fútil,Todos los intentos de negociar resultaron fútiles.,vô ích,Mọi nỗ lực đàm phán đều tỏ ra vô ích.,ไร้ประโยชน์,ความพยายามเจรจาทั้งหมดพิสูจน์แล้วว่าไร้ประโยชน์,sia-sia,Semua upaya bernegosiasi terbukti sia-sia.
garrison,The military garrison protected the border area.,수비대,군 수비대가 국경 지역을 보호했다.,駐屯地,軍の駐屯地が国境地域を守った。,驻军,军事驻军保护了边境地区。,guarnición,La guarnición militar protegió la zona fronteriza.,đồn trú,Đồn trú quân sự bảo vệ khu vực biên giới.,กองทหาร,กองทหารรักษาการณ์ปกป้องพื้นที่ชายแดน,garnisun,Garnisun militer melindungi daerah perbatasan.
genocide,The international court prosecuted those responsible for genocide.,대학살,국제 법원은 대학살 책임자들을 기소했다.,大量虐殺,国際裁判所は大量虐殺の責任者を起訴した。,种族灭绝,国际法院起诉了种族灭绝的责任人。,genocidio,El tribunal internacional procesó a los responsables del genocidio.,diệt chủng,Tòa án quốc tế truy tố những người chịu trách nhiệm về diệt chủng.,การฆ่าล้างเผ่าพันธุ์,ศาลระหว่างประเทศดำเนินคดีผู้รับผิดชอบต่อการฆ่าล้างเผ่าพันธุ์,genosida,Pengadilan internasional mengadili mereka yang bertanggung jawab atas genosida.
gesture,The donation was seen as a gesture of goodwill.,제스처,기부는 선의의 제스처로 여겨졌다.,身振り,寄付は善意の身振りと見なされた。,姿态,捐款被视为善意的姿态。,gesto,La donación fue vista como un gesto de buena voluntad.,cử chỉ,Khoản quyên góp được coi là cử chỉ thiện chí.,ท่าทาง,การบริจาคถูกมองว่าเป็นท่าทางแสดงความปรารถนาดี,isyarat,Donasi tersebut dilihat sebagai isyarat niat baik.
gloom,Economic gloom spread across the country after the crisis.,암울함,위기 이후 경제적 암울함이 나라 전체에 퍼졌다.,暗さ,危機後に経済的な暗さが国中に広がった。,阴郁,经济危机后，阴郁气氛蔓延全国。,pesimismo,El pesimismo económico se extendió por todo el país tras la crisis.,u ám,Sự u ám kinh tế lan rộng khắp cả nước sau khủng hoảng.,ความหดหู่,ความหดหู่ทางเศรษฐกิจแผ่ขยายไปทั่วประเทศหลังวิกฤต,kesuraman,Kesuraman ekonomi menyebar ke seluruh negeri setelah krisis.
gratitude,She expressed her gratitude to the volunteers.,감사,그녀는 자원봉사자들에게 감사를 표했다.,感謝,彼女はボランティアに感謝の意を表した。,感激,她对志愿者们表达了感激之情。,gratitud,Ella expresó su gratitud a los voluntarios.,lòng biết ơn,Cô bày tỏ lòng biết ơn đối với các tình nguyện viên.,ความขอบคุณ,เธอแสดงความขอบคุณต่ออาสาสมัคร,rasa terima kasih,Dia mengungkapkan rasa terima kasihnya kepada para sukarelawan.
grievance,Workers filed a formal grievance against the management.,불만,노동자들은 경영진에 대한 공식적인 불만을 제기했다.,苦情,労働者は経営陣に対する正式な苦情を提出した。,申诉,工人们对管理层提出了正式申诉。,queja,Los trabajadores presentaron una queja formal contra la dirección.,khiếu nại,Công nhân đã nộp đơn khiếu nại chính thức chống lại ban quản lý.,ข้อร้องเรียน,คนงานยื่นข้อร้องเรียนอย่างเป็นทางการต่อฝ่ายบริหาร,keluhan,Para pekerja mengajukan keluhan resmi terhadap manajemen.
grim,The economic outlook for the region remains grim.,암울한,지역의 경제 전망은 여전히 암울하다.,厳しい,地域の経済見通しは依然として厳しい。,严峻的,该地区的经济前景依然严峻。,sombrío,Las perspectivas económicas de la región siguen siendo sombrías.,ảm đạm,Triển vọng kinh tế của khu vực vẫn ảm đạm.,มืดมน,แนวโน้มเศรษฐกิจของภูมิภาคยังคงมืดมน,suram,Prospek ekonomi untuk wilayah tersebut tetap suram.
grudge,She held a grudge against her former business partner.,원한,그녀는 전 사업 파트너에 대한 원한을 품고 있었다.,恨み,彼女は元ビジネスパートナーに恨みを抱いていた。,怨恨,她对前商业伙伴怀有怨恨。,rencor,Ella guardaba rencor contra su antiguo socio comercial.,mối hận,Cô ấy giữ mối hận đối với đối tác kinh doanh cũ.,ความแค้น,เธอเก็บความแค้นต่ออดีตหุ้นส่วนธุรกิจ,dendam,Dia menyimpan dendam terhadap mantan rekan bisnisnya.
hardship,Many families faced financial hardship during the recession.,어려움,많은 가정이 경기 침체 동안 재정적 어려움에 직면했다.,困難,多くの家庭が不況中に経済的困難に直面した。,困难,许多家庭在经济衰退期间面临经济困难。,dificultad,Muchas familias enfrentaron dificultades financieras durante la recesión.,khó khăn,Nhiều gia đình đối mặt khó khăn tài chính trong thời kỳ suy thoái.,ความยากลำบาก,หลายครอบครัวเผชิญความยากลำบากทางการเงินในช่วงเศรษฐกิจถดถอย,kesulitan,Banyak keluarga menghadapi kesulitan keuangan selama resesi.
hegemony,The country sought to establish economic hegemony in the region.,패권,그 나라는 지역에서 경제적 패권을 확립하려 했다.,覇権,その国は地域での経済的覇権を確立しようとした。,霸权,该国试图在该地区建立经济霸权。,hegemonía,El país buscó establecer la hegemonía económica en la región.,quyền bá chủ,Quốc gia tìm cách thiết lập quyền bá chủ kinh tế trong khu vực.,อำนาจเหนือ,ประเทศพยายามสร้างอำนาจเหนือทางเศรษฐกิจในภูมิภาค,hegemoni,Negara tersebut berusaha membangun hegemoni ekonomi di kawasan.
hypothetical,The professor posed a hypothetical question to the students.,가설적인,교수는 학생들에게 가설적인 질문을 제기했다.,仮定の,教授は学生に仮定の質問を投げかけた。,假设的,教授向学生提出了一个假设性问题。,hipotético,El profesor planteó una pregunta hipotética a los estudiantes.,giả thuyết,Giáo sư đặt câu hỏi giả thuyết cho sinh viên.,สมมติ,อาจารย์ตั้งคำถามสมมติให้นักศึกษา,hipotetis,Profesor mengajukan pertanyaan hipotetis kepada para mahasiswa.
illicit,The police cracked down on illicit drug trafficking.,불법의,경찰은 불법 마약 밀매를 단속했다.,不正な,警察は不正な薬物取引を取り締まった。,非法的,警方打击了非法毒品交易。,ilícito,La policía reprimió el tráfico ilícito de drogas.,bất hợp pháp,Cảnh sát trấn áp buôn bán ma túy bất hợp pháp.,ผิดกฎหมาย,ตำรวจปราบปรามการค้ายาเสพติดที่ผิดกฎหมาย,terlarang,Polisi menindak perdagangan narkoba terlarang.
immerse,She immersed herself in the local culture during her stay.,몰입하다,그녀는 체류 기간 동안 현지 문화에 몰입했다.,没頭する,彼女は滞在中に現地の文化に没頭した。,沉浸,她在逗留期间沉浸在当地文化中。,sumergirse,Ella se sumergió en la cultura local durante su estancia.,đắm mình,Cô đắm mình vào văn hóa địa phương trong thời gian lưu trú.,ดื่มด่ำ,เธอดื่มด่ำกับวัฒนธรรมท้องถิ่นระหว่างการพำนัก,mendalami,Dia mendalami budaya lokal selama tinggal di sana.
impair,Excessive noise can impair hearing over time.,손상시키다,과도한 소음은 시간이 지나면 청력을 손상시킬 수 있다.,損なう,過度な騒音は時間とともに聴力を損なう可能性がある。,损害,过度的噪音会随着时间损害听力。,deteriorar,El ruido excesivo puede deteriorar la audición con el tiempo.,làm suy giảm,Tiếng ồn quá mức có thể làm suy giảm thính giác theo thời gian.,ทำให้เสียหาย,เสียงดังเกินไปอาจทำให้การได้ยินเสียหายเมื่อเวลาผ่านไป,merusak,Kebisingan berlebihan dapat merusak pendengaran seiring waktu.
impede,Bureaucratic red tape can impede business growth.,방해하다,관료적 형식주의가 사업 성장을 방해할 수 있다.,妨げる,官僚的な手続きがビジネスの成長を妨げる可能性がある。,阻碍,官僚主义可能阻碍商业增长。,impedir,La burocracia puede impedir el crecimiento empresarial.,cản trở,Thủ tục hành chính rườm rà có thể cản trở sự phát triển kinh doanh.,ขัดขวาง,ระเบียบราชการที่ซับซ้อนอาจขัดขวางการเติบโตของธุรกิจ,menghambat,Birokrasi yang berbelit-belit dapat menghambat pertumbuhan bisnis.
impetus,The scandal provided the impetus for regulatory reform.,자극,스캔들은 규제 개혁의 자극이 되었다.,きっかけ,そのスキャンダルが規制改革のきっかけとなった。,推动力,丑闻为监管改革提供了推动力。,ímpetu,El escándalo proporcionó el ímpetu para la reforma regulatoria.,động lực,Vụ bê bối tạo động lực cho cải cách quy định.,แรงผลักดัน,เรื่องอื้อฉาวเป็นแรงผลักดันให้เกิดการปฏิรูปกฎระเบียบ,dorongan,Skandal tersebut memberikan dorongan untuk reformasi regulasi.
implore,She implored the government to take action on poverty.,간청하다,그녀는 정부에 빈곤 문제에 대한 조치를 간청했다.,懇願する,彼女は政府に貧困対策を講じるよう懇願した。,恳求,她恳求政府对贫困问题采取行动。,implorar,Ella imploró al gobierno que tomara medidas contra la pobreza.,khẩn cầu,Cô khẩn cầu chính phủ hành động về vấn đề nghèo đói.,วิงวอน,เธอวิงวอนให้รัฐบาลดำเนินการเรื่องความยากจน,memohon,Dia memohon pemerintah untuk mengambil tindakan atas kemiskinan.
incentivize,The tax breaks incentivize companies to invest in renewable energy.,장려하다,세금 감면은 기업이 재생 에너지에 투자하도록 장려한다.,奨励する,税制優遇は企業の再生可能エネルギーへの投資を奨励する。,激励,税收减免激励企业投资可再生能源。,incentivar,Las exenciones fiscales incentivan a las empresas a invertir en energía renovable.,khuyến khích,Ưu đãi thuế khuyến khích các công ty đầu tư vào năng lượng tái tạo.,จูงใจ,การลดหย่อนภาษีจูงใจให้บริษัทลงทุนในพลังงานหมุนเวียน,memberi insentif,Keringanan pajak memberi insentif perusahaan untuk berinvestasi dalam energi terbarukan.
incumbent,It is incumbent upon leaders to set a good example.,의무인,지도자는 좋은 본보기를 보이는 것이 의무이다.,義務である,リーダーは良い手本を示す義務がある。,有义务的,领导者有义务树立好榜样。,incumbente,Es incumbente de los líderes dar un buen ejemplo.,có nghĩa vụ,Các nhà lãnh đạo có nghĩa vụ nêu gương tốt.,เป็นหน้าที่,เป็นหน้าที่ของผู้นำที่จะเป็นแบบอย่างที่ดี,menjadi kewajiban,Menjadi kewajiban pemimpin untuk memberikan contoh yang baik.
indict,The grand jury indicted the CEO on charges of fraud.,기소하다,대배심은 CEO를 사기 혐의로 기소했다.,起訴する,大陪審はCEOを詐欺の容疑で起訴した。,起诉,大陪审团以欺诈罪起诉了首席执行官。,acusar,El gran jurado acusó al CEO de cargos de fraude.,truy tố,Đại bồi thẩm đoàn truy tố CEO với cáo buộc lừa đảo.,ฟ้องร้อง,คณะลูกขุนฟ้องร้อง CEO ในข้อหาฉ้อโกง,mendakwa,Dewan juri mendakwa CEO atas tuduhan penipuan.
indignation,The scandal sparked public indignation.,분노,스캔들은 대중의 분노를 촉발했다.,憤慨,そのスキャンダルは国民の憤慨を引き起こした。,愤慨,丑闻引发了公众的愤慨。,indignación,El escándalo provocó indignación pública.,phẫn nộ,Vụ bê bối khơi dậy sự phẫn nộ của công chúng.,ความโกรธ,เรื่องอื้อฉาวจุดประกายความโกรธของสาธารณชน,kemarahan,Skandal tersebut memicu kemarahan publik.
indulge,She occasionally indulges in luxury shopping.,탐닉하다,그녀는 가끔 명품 쇼핑에 탐닉한다.,ふける,彼女は時折高級品の買い物にふける。,沉迷,她偶尔沉迷于奢侈品购物。,permitirse,Ella se permite de vez en cuando hacer compras de lujo.,nuông chiều,Cô thỉnh thoảng nuông chiều bản thân với mua sắm xa xỉ.,หมกมุ่น,เธอหมกมุ่นกับการช้อปปิ้งสินค้าหรูหราเป็นครั้งคราว,memanjakan,Dia sesekali memanjakan diri dengan belanja mewah.
inhabit,Various species of birds inhabit the wetlands.,서식하다,다양한 종의 새가 습지에 서식한다.,生息する,様々な種の鳥が湿地に生息している。,栖息,各种鸟类栖息在湿地中。,habitar,Varias especies de aves habitan los humedales.,sinh sống,Nhiều loài chim sinh sống tại vùng đất ngập nước.,อาศัยอยู่,นกหลายสายพันธุ์อาศัยอยู่ในพื้นที่ชุ่มน้ำ,menghuni,Berbagai spesies burung menghuni lahan basah.
innate,Humans have an innate capacity for language learning.,타고난,인간은 타고난 언어 학습 능력을 가지고 있다.,生得の,人間は言語学習の生得の能力を持っている。,天生的,人类有天生的语言学习能力。,innato,Los humanos tienen una capacidad innata para el aprendizaje de idiomas.,bẩm sinh,Con người có năng lực bẩm sinh trong việc học ngôn ngữ.,โดยกำเนิด,มนุษย์มีความสามารถโดยกำเนิดในการเรียนรู้ภาษา,bawaan,Manusia memiliki kapasitas bawaan untuk pembelajaran bahasa.
irrevocable,The decision is irrevocable and cannot be changed.,취소할 수 없는,이 결정은 취소할 수 없으며 변경할 수 없다.,取り消しできない,その決定は取り消しできず変更できない。,不可撤销的,该决定是不可撤销的，无法更改。,irrevocable,La decisión es irrevocable y no puede ser cambiada.,không thể đảo ngược,Quyết định này không thể đảo ngược và không thể thay đổi.,เพิกถอนไม่ได้,การตัดสินใจเพิกถอนไม่ได้และไม่สามารถเปลี่ยนแปลง,tidak dapat dibatalkan,Keputusan tersebut tidak dapat dibatalkan dan tidak bisa diubah.
jurisdiction,The case falls outside the court's jurisdiction.,관할권,이 사건은 법원의 관할권 밖이다.,管轄権,この事件は裁判所の管轄権外にある。,管辖权,此案不在法院的管辖范围内。,jurisdicción,El caso cae fuera de la jurisdicción del tribunal.,quyền tài phán,Vụ án nằm ngoài quyền tài phán của tòa.,เขตอำนาจ,คดีนี้อยู่นอกเขตอำนาจของศาล,yurisdiksi,Kasus ini berada di luar yurisdiksi pengadilan.
lag,Developing countries often lag behind in technology adoption.,뒤처지다,개발도상국은 기술 도입에서 종종 뒤처진다.,遅れる,発展途上国は技術導入でしばしば遅れをとる。,落后,发展中国家在技术采用方面往往落后。,rezagarse,Los países en desarrollo a menudo se rezagan en la adopción de tecnología.,tụt hậu,Các nước đang phát triển thường tụt hậu trong việc áp dụng công nghệ.,ล้าหลัง,ประเทศกำลังพัฒนามักล้าหลังในการนำเทคโนโลยีมาใช้,tertinggal,Negara berkembang sering tertinggal dalam adopsi teknologi.
landmark,The court ruling was a landmark decision for civil rights.,획기적인,법원 판결은 시민권에 있어 획기적인 결정이었다.,画期的な,裁判所の判決は公民権にとって画期的な決定だった。,里程碑式的,法院裁决是民权方面的里程碑式决定。,histórico,El fallo judicial fue una decisión histórica para los derechos civiles.,bước ngoặt,Phán quyết của tòa là quyết định bước ngoặt cho quyền dân sự.,สำคัญ,คำตัดสินของศาลเป็นการตัดสินใจสำคัญสำหรับสิทธิพลเมือง,penting,Putusan pengadilan merupakan keputusan penting bagi hak-hak sipil.
lax,Critics argued that the regulations were too lax.,느슨한,비평가들은 규정이 너무 느슨하다고 주장했다.,緩い,批判者は規制が緩すぎると主張した。,松懈的,批评人士认为法规过于松懈。,laxo,Los críticos argumentaron que las regulaciones eran demasiado laxas.,lỏng lẻo,Giới phê bình cho rằng các quy định quá lỏng lẻo.,หละหลวม,นักวิจารณ์โต้แย้งว่ากฎระเบียบหละหลวมเกินไป,longgar,Kritikus berpendapat bahwa regulasi terlalu longgar.
legacy,The former president left a lasting legacy of reform.,유산,전 대통령은 지속적인 개혁 유산을 남겼다.,遺産,元大統領は改革の永続的な遺産を残した。,遗产,前总统留下了持久的改革遗产。,legado,El expresidente dejó un legado duradero de reforma.,di sản,Cựu tổng thống để lại di sản cải cách lâu dài.,มรดก,อดีตประธานาธิบดีทิ้งมรดกแห่งการปฏิรูปที่ยั่งยืน,warisan,Mantan presiden meninggalkan warisan reformasi yang abadi.
liaison,She serves as the liaison between the two organizations.,연락 담당자,그녀는 두 조직 간의 연락 담당자 역할을 한다.,連絡係,彼女は二つの組織間の連絡係を務めている。,联络人,她担任两个组织之间的联络人。,enlace,Ella sirve como enlace entre las dos organizaciones.,đầu mối,Cô đóng vai trò đầu mối liên lạc giữa hai tổ chức.,ผู้ประสานงาน,เธอทำหน้าที่เป็นผู้ประสานงานระหว่างสององค์กร,penghubung,Dia bertugas sebagai penghubung antara dua organisasi.
livelihood,Fishing is the main source of livelihood for the community.,생계,어업은 지역사회의 주요 생계 수단이다.,生計,漁業はコミュニティの主要な生計手段である。,生计,捕鱼是社区的主要生计来源。,sustento,La pesca es la principal fuente de sustento de la comunidad.,sinh kế,Đánh cá là nguồn sinh kế chính của cộng đồng.,การดำรงชีพ,การประมงเป็นแหล่งดำรงชีพหลักของชุมชน,mata pencaharian,Memancing adalah sumber mata pencaharian utama bagi komunitas.
lobby,Environmental groups lobbied for stricter pollution laws.,로비하다,환경 단체들은 더 엄격한 오염 법률을 위해 로비했다.,ロビー活動をする,環境団体はより厳しい汚染法を求めてロビー活動を行った。,游说,环保团体游说制定更严格的污染法律。,cabildear,Los grupos ambientalistas cabildaron por leyes de contaminación más estrictas.,vận động hành lang,Các nhóm môi trường vận động hành lang cho luật ô nhiễm nghiêm ngặt hơn.,ล็อบบี้,กลุ่มสิ่งแวดล้อมล็อบบี้เพื่อกฎหมายมลพิษที่เข้มงวดยิ่งขึ้น,melobi,Kelompok lingkungan melobi untuk undang-undang polusi yang lebih ketat.
lofty,The organization has lofty ambitions for social change.,고상한,그 단체는 사회 변화에 대한 고상한 포부를 가지고 있다.,崇高な,その組織は社会変革への崇高な野心を持っている。,崇高的,该组织对社会变革有着崇高的抱负。,elevado,La organización tiene ambiciones elevadas de cambio social.,cao cả,Tổ chức có tham vọng cao cả về thay đổi xã hội.,สูงส่ง,องค์กรมีความทะเยอทะยานสูงส่งเพื่อการเปลี่ยนแปลงทางสังคม,mulia,Organisasi memiliki ambisi mulia untuk perubahan sosial.
magnify,The media tends to magnify minor incidents.,확대하다,미디어는 사소한 사건을 확대하는 경향이 있다.,拡大する,メディアは些細な事件を拡大する傾向がある。,放大,媒体倾向于放大小事件。,magnificar,Los medios tienden a magnificar incidentes menores.,phóng đại,Truyền thông có xu hướng phóng đại các sự cố nhỏ.,ขยาย,สื่อมีแนวโน้มขยายเหตุการณ์เล็กน้อย,memperbesar,Media cenderung memperbesar insiden kecil.
meager,The workers received only meager wages.,빈약한,노동자들은 빈약한 임금만 받았다.,わずかな,労働者はわずかな賃金しか受け取らなかった。,微薄的,工人们只获得微薄的工资。,escaso,Los trabajadores recibieron solo salarios escasos.,ít ỏi,Công nhân chỉ nhận được tiền lương ít ỏi.,น้อยนิด,คนงานได้รับค่าจ้างน้อยนิดเท่านั้น,sedikit,Para pekerja hanya menerima upah yang sedikit.
menace,Drug trafficking poses a serious menace to society.,위협,마약 밀매는 사회에 심각한 위협이 된다.,脅威,麻薬取引は社会に深刻な脅威をもたらしている。,威胁,毒品贩卖对社会构成严重威胁。,amenaza,El narcotráfico representa una seria amenaza para la sociedad.,mối đe dọa,Buôn bán ma túy là mối đe dọa nghiêm trọng đối với xã hội.,ภัยคุกคาม,การค้ายาเสพติดเป็นภัยคุกคามร้ายแรงต่อสังคม,ancaman,Perdagangan narkoba merupakan ancaman serius bagi masyarakat.
merit,The proposal has considerable merit and deserves further discussion.,장점,그 제안은 상당한 장점이 있으며 추가 논의가 필요하다.,利点,その提案にはかなりの利点があり、さらなる議論に値する。,优点,该提案有相当的优点，值得进一步讨论。,mérito,La propuesta tiene un mérito considerable y merece más discusión.,giá trị,Đề xuất có giá trị đáng kể và đáng được thảo luận thêm.,คุณค่า,ข้อเสนอมีคุณค่าอย่างมากและสมควรได้รับการหารือเพิ่มเติม,keunggulan,Proposal tersebut memiliki keunggulan yang cukup besar dan layak untuk didiskusikan lebih lanjut.
mitigate,Flood barriers were built to mitigate the risk of flooding.,완화하다,홍수 방벽이 홍수 위험을 완화하기 위해 건설되었다.,軽減する,洪水防壁は洪水リスクを軽減するために建設された。,减轻,修建了防洪屏障以减轻洪水风险。,mitigar,Se construyeron barreras contra inundaciones para mitigar el riesgo.,giảm thiểu,Đê chắn lũ được xây dựng để giảm thiểu nguy cơ lũ lụt.,บรรเทา,สร้างเขื่อนกั้นน้ำเพื่อบรรเทาความเสี่ยงจากน้ำท่วม,mengurangi,Penghalang banjir dibangun untuk mengurangi risiko banjir.
monopolize,A few large corporations monopolize the market.,독점하다,몇몇 대기업이 시장을 독점하고 있다.,独占する,少数の大企業が市場を独占している。,垄断,几家大公司垄断了市场。,monopolizar,Unas pocas grandes corporaciones monopolizan el mercado.,độc quyền,Một vài tập đoàn lớn độc quyền thị trường.,ผูกขาด,บริษัทขนาดใหญ่ไม่กี่แห่งผูกขาดตลาด,memonopoli,Beberapa perusahaan besar memonopoli pasar.
morale,The team's morale improved after the recent victory.,사기,팀의 사기가 최근 승리 후 향상되었다.,士気,チームの士気は最近の勝利後に向上した。,士气,团队的士气在最近的胜利后有所提高。,moral,La moral del equipo mejoró después de la reciente victoria.,tinh thần,Tinh thần đội bóng cải thiện sau chiến thắng gần đây.,ขวัญกำลังใจ,ขวัญกำลังใจของทีมดีขึ้นหลังชัยชนะล่าสุด,semangat,Semangat tim meningkat setelah kemenangan baru-baru ini.
moratorium,The government declared a moratorium on new construction.,유예,정부는 새 건설에 대한 유예를 선언했다.,一時停止,政府は新規建設の一時停止を宣言した。,暂停,政府宣布暂停新建工程。,moratoria,El gobierno declaró una moratoria sobre nuevas construcciones.,lệnh cấm tạm thời,Chính phủ tuyên bố lệnh cấm tạm thời đối với xây dựng mới.,การพักชำระ,รัฐบาลประกาศพักการก่อสร้างใหม่,moratorium,Pemerintah mendeklarasikan moratorium atas konstruksi baru.
municipal,The municipal government approved the new park project.,시의,시 정부가 새 공원 프로젝트를 승인했다.,市の,市政府が新しい公園プロジェクトを承認した。,市政的,市政府批准了新的公园项目。,municipal,El gobierno municipal aprobó el nuevo proyecto del parque.,thành phố,Chính quyền thành phố đã phê duyệt dự án công viên mới.,เทศบาล,เทศบาลอนุมัติโครงการสวนสาธารณะแห่งใหม่,kota,Pemerintah kota menyetujui proyek taman baru.
negligent,The driver was found negligent in the accident investigation.,부주의한,운전자는 사고 조사에서 부주의한 것으로 판명되었다.,過失のある,運転者は事故調査で過失があると判明した。,疏忽的,调查发现司机在事故中存在疏忽。,negligente,El conductor fue encontrado negligente en la investigación del accidente.,cẩu thả,Tài xế bị phát hiện cẩu thả trong cuộc điều tra tai nạn.,ประมาท,คนขับถูกพบว่าประมาทในการสอบสวนอุบัติเหตุ,lalai,Pengemudi ditemukan lalai dalam penyelidikan kecelakaan.
nomadic,The nomadic tribes migrated with the changing seasons.,유목의,유목 부족들은 계절 변화에 따라 이동했다.,遊牧の,遊牧民族は季節の変化とともに移動した。,游牧的,游牧部落随着季节变化而迁移。,nómada,Las tribus nómadas migraban con los cambios de estación.,du mục,Các bộ lạc du mục di chuyển theo mùa.,เร่ร่อน,ชนเผ่าเร่ร่อนอพยพตามฤดูกาลที่เปลี่ยนแปลง,nomaden,Suku-suku nomaden bermigrasi mengikuti pergantian musim.
nurture,Parents play a key role in nurturing children's development.,양육하다,부모는 아이들의 발달을 양육하는 데 핵심적인 역할을 한다.,育てる,親は子供の発達を育てる上で重要な役割を果たしている。,培养,父母在培养孩子的发展中起着关键作用。,nutrir,Los padres juegan un papel clave en nutrir el desarrollo de los niños.,nuôi dưỡng,Cha mẹ đóng vai trò quan trọng trong việc nuôi dưỡng sự phát triển của trẻ.,เลี้ยงดู,พ่อแม่มีบทบาทสำคัญในการเลี้ยงดูพัฒนาการของเด็ก,memelihara,Orang tua memainkan peran kunci dalam memelihara perkembangan anak.
obligatory,Attendance at the safety briefing is obligatory.,의무적인,안전 브리핑 참석은 의무이다.,義務的な,安全ブリーフィングへの出席は義務的である。,强制性的,参加安全简报是强制性的。,obligatorio,La asistencia a la sesión informativa de seguridad es obligatoria.,bắt buộc,Tham dự buổi họp an toàn là bắt buộc.,บังคับ,การเข้าร่วมการบรรยายสรุปด้านความปลอดภัยเป็นสิ่งบังคับ,wajib,Kehadiran di pengarahan keselamatan adalah wajib.
obstruct,Fallen trees obstructed the road after the storm.,막다,쓰러진 나무가 폭풍 후 도로를 막았다.,妨害する,倒れた木が嵐の後に道路を妨害した。,阻塞,暴风雨后倒下的树木阻塞了道路。,obstruir,Los árboles caídos obstruyeron la carretera después de la tormenta.,cản trở,Cây đổ cản trở đường sau bão.,ขวาง,ต้นไม้ล้มขวางถนนหลังพายุ,menghalangi,Pohon tumbang menghalangi jalan setelah badai.
opaque,The company's financial dealings remain opaque.,불투명한,회사의 재무 거래는 여전히 불투명하다.,不透明な,会社の財務取引は依然として不透明である。,不透明的,公司的财务往来仍然不透明。,opaco,Las transacciones financieras de la empresa siguen siendo opacas.,mờ đục,Các giao dịch tài chính của công ty vẫn mờ đục.,ทึบ,ธุรกรรมทางการเงินของบริษัทยังคงไม่โปร่งใส,tidak transparan,Transaksi keuangan perusahaan tetap tidak transparan.
